#chromosomeIndex	startPos	endPos	geneTypeIndex	geneId	cytobandIndices	tadIndices	geneName	cancerGene
2	109065017	109125871	5	135968	92	400	GCC2	False
2	109150811	109303702	5	169756	92	400	LIMS1	False
2	109311206	109311349	7	233648	92	400	AC010095.1	False
2	109328718	109329356	7	235644	92	400	RPL10P5	False
2	109335937	109402267	5	153201	92	400;401	RANBP2	True
2	109403213	109501933	5	163006	92	400;401	CCDC138	False
2	109494764	109494916	7	227470	92	401	AC073415.1	False
2	109510927	109605828	5	135960	92	401	EDAR	False
2	109743783	109745386	10	259863	92	401	SH3RF3-AS1	False
2	109745804	110262209	5	172985	92;93	401;402	SH3RF3	False
2	109757946	109758044	9	264934	92	401	MIR4265	False
2	109867878	109868102	7	228551	92	401	SNRPGP9	False
2	109930027	109930081	9	265965	92	401	MIR4266	False
2	110300559	110371783	5	186522	93	402	SEPT10	False
2	110310113	110310423	7	237916	93	402	AC011753.4	False
2	110371911	110376567	5	198142	93	402	SOWAHC	False
2	110422786	110423319	7	230603	93	402	AC011753.1	False
2	110424705	110425579	7	231099	93	402	BMS1P19	False
2	110490308	110490713	7	233307	93	402	AC011753.3	False
2	110494716	110495100	7	233707	93	402	RPL22P11	False
2	110516376	110517941	10	282033	93	402	AC074387.1	False
2	110550335	110615272	5	15568	93	402;403	RGPD5	False
2	110656005	110677180	5	256977	93	403	LIMS3	False
2	110656009	110726134	5	284337	93	403	AC013271.1	False
2	110690738	110731662	1	186148	93	403	AC013268.1	False
2	110741635	110742565	2	240069	93	403	GPAA1P1	False
2	110744516	110745971	7	225108	93	403	ZBTB45P1	False
2	110744640	110753717	10	204588	93	403	LINC01123	False
2	110765252	110768360	7	235721	93	403	AC013268.3	False
2	110769842	110770178	7	229730	93	403	AC013268.2	False
2	110827538	110827619	9	265682	93	403	MIR4267	False
2	110841447	110874143	5	144063	93	403	MALL	False
2	110844010	110844100	9	264979	93	403	MIR4436B1	False
2	110879888	110962643	5	144061	93	403	NPHP1	False
2	110884309	110884401	9	212091	93	403	AC013268.1	False
2	110941631	110942756	7	233370	93	403	AC140479.3	False
2	110969106	111002997	5	175701	93	403	LINC00116	False
2	110988683	111029627	1	261760	93	403	AC140479.4	False
2	111037183	111043258	1	282785	93	403	AC140479.6	False
2	111042430	111042520	9	263881	93	403	MIR4436B2	False
2	111058889	111058970	9	264336	93	403	AC140479.1	False
2	111093102	111106521	0	283167	93	403	AC140479.7	False
2	111116367	111116703	7	226991	93	403	AC140479.1	False
2	111118185	111121314	7	230650	93	403	AC140479.2	False
2	111132715	111142019	10	175772	93	403	LINC01106	False
2	111140689	111142219	7	226065	93	403	ZBTB45P2	False
2	111143954	111145740	2	230596	93	403	GPAA1P2	False
2	111154983	111192743	1	184115	93	403	AC112229.1	False
2	111160511	111230652	5	257207	93	403	AC112229.3	False
2	111204217	111230652	5	256671	93	403	LIMS4	False
2	111257677	111257812	0	231583	93	403	AC108938.1	False
2	111271389	111334762	5	183054	93	403	RGPD6	False
2	111391524	111391910	7	216867	93	403	AC226101.1	False
2	111395275	111435691	5	169679	93	403	BUB1	True
2	111467152	111474172	10	235881	93	403	AC114776.1	False
2	111490150	111875799	5	153093	93	403	ACOXL	False
2	111725411	111726296	7	236330	93	403	RPL5P9	False
2	111876955	111926024	5	153094	93	403	BCL2L11	True
2	111953540	111964071	10	230499	93	403	AC108463.2	False
2	111953927	112252677	10	172965	93	403	MIR4435-2HG	False
2	111961541	111963792	7	227992	93	403	AC108463.1	False
2	111968572	111970053	10	271590	93	403	AC108463.3	False
2	112022860	112037457	10	229118	93	403	AC068491.2	False
2	112024445	112025050	10	270190	93	403	AC068491.3	False
2	112053206	112053623	7	226928	93	403	RPS14P4	False
2	112078589	112078668	9	266139	93	403	MIR4435-2	False
2	112141329	112142569	2	223973	93	403	AC068491.1	False
2	112226387	112395544	10	280878	93	403	AC017002.5	False
2	112248850	112328551	10	240350	93	403	AC017002.3	False
2	112249520	112252388	10	224959	93	403	AC017002.1	False
2	112315990	112317514	7	271635	93	403	AC017002.4	False
2	112365418	112370095	10	225744	93	403	AC017002.2	False
2	112432603	112432920	7	237583	93	403	AC093166.4	False
2	112475085	112475414	7	227842	93	403	AC093166.1	False
2	112500163	112502239	7	228615	93	403	AC093166.2	False
2	112523848	112642267	5	153107	93	403;404	ANAPC1	True
2	112528638	112528711	9	266063	93	403	MIR4771-1	False
2	112623375	112623982	7	230958	93	404	AC093166.3	False
2	112645491	112646318	7	236307	93	404	EEF1E1P1	False
2	112656056	112787138	5	153208	93	404	MERTK	False
2	112697879	112698613	7	225496	93	404	AC104651.1	False
2	112709721	112710248	7	232277	93	404	AC104651.2	False
2	112812800	112876895	5	153214	93	404	TMEM87B	False
2	112895962	112945793	5	144152	93	404	FBLN7	False
2	112969102	113012713	5	144161	93	404	ZC3H8	False
2	113033171	113097640	5	188177	93	404	ZC3H6	False
2	113043634	113043999	7	235258	93	404	NDUFB4P6	False
2	113103588	113103835	7	236555	93	404	AC115115.1	False
2	113127669	113192065	5	169629	93	404	RGPD8	False
2	113196889	113227264	28	283698	93	404	AC012442.3	False
2	113239731	113299316	5	114999	93	404	TTL	True
2	113299492	113334727	5	125630	93	404	POLR1B	False
2	113341817	113346852	5	125611	93	404	CHCHD5	False
2	113348373	113349516	10	228251	93	404	AC012442.1	False
2	113379386	113379744	7	231747	93	404	AC079922.1	False
2	113399409	113403267	10	237753	93	404	AC079922.2	False
2	113403434	113421404	5	144136	93	404	SLC20A1	False
2	113479063	113500456	5	144130	93	404	NT5DC4	False
2	113494184	113522254	5	169607	93	404	CKAP2L	False
2	113531492	113542167	5	115008	93	404	IL1A	True
2	113587328	113594480	5	125538	93	404	IL1B	True
2	113601888	113601988	9	221541	93	404	AC079753.1	False
2	113610905	113611699	7	180152	93	404	XIAPP3	False
2	113670548	113676459	5	125571	93	404	IL37	False
2	113690202	113690748	7	227368	93	404	CDK8P2	False
2	113730780	113743242	5	136688	93	404	IL36G	False
2	113738743	113739011	7	236124	93	404	HMGN2P23	False
2	113753094	113753514	7	232090	93	404	AC016724.1	False
2	113763038	113765621	5	136694	93	404	IL36A	False
2	113779668	113810444	5	136696	93	404;405	IL36B	False
2	113816215	113822959	5	136695	93	404;405	IL36RN	False
2	113825547	113833427	5	136697	93	404;405	IL1F10	False
2	113864791	113891593	5	136689	93	404;405	IL1RN	False
2	113914902	113966973	5	125637	93	405	PSD4	False
2	113973574	114036527	5	125618	93	405	PAX8	True
2	114163973	114164449	22	231292	93	405	IGKV1OR2-108	False
2	114190177	114193619	10	272563	93	405	AC016745.2	False
2	114195268	114253766	5	136682	93	405;406	CBWD2	False
2	114204992	114205429	5	238091	93	405;406	AC016745.1	False
2	114256242	114258732	5	184492	93	406	FOXD4L1	False
2	114270040	114273062	10	234148	93	406	LINC01961	False
2	114285145	114300249	10	231943	93	406	PGM5P4-AS1	False
2	114299514	114320875	0	225398	93	406	PGM5P4	False
2	114334959	114336429	10	226516	93	406	FAM138B	False
2	114340536	114340673	9	221055	93	406	MIR1302-3	False
2	114346127	114356620	1	146556	93	406	WASH2P	False
2	114346132	114356317	0	279457	93	406	FO538757.1	False
2	114356613	114358838	0	236397	93	406	DDX11L2	False
2	114357361	114358839	0	279928	93	406	FO538757.2	False
2	114368079	114384667	2	240356	93	406	RPL23AP7	False
2	114384806	114400973	5	144134	93;94	406	RABL2A	False
2	114415485	114416252	7	144158	94	406	AL078621.1	False
2	114425055	114426198	7	175509	94	406	AL078621.2	False
2	114426743	114430768	10	233479	94	406	AC017074.2	False
2	114435279	114461655	10	227359	94	406	AC017074.1	False
2	114462588	114514400	5	115084	94	406	SLC35F5	True
2	114478867	114478945	9	265429	94	406	MIR4782	False
2	114586967	114588696	10	244063	94	406	AC104653.2	False
2	114588626	114600933	10	228857	94	406	AC104653.1	False
2	114645780	114647327	10	270019	94	406	AC110769.2	False
2	114647537	114720173	5	115091	94	406;407	ACTR3	False
2	114737146	114764879	10	234199	94	406;407	LINC01191	False
2	114737486	114740835	10	243179	94	406;407	AC110769.1	False
2	114747587	114747673	9	215984	94	406;407	AC110769.1	False
2	114879851	114880870	10	235242	94	407	AC010982.1	False
2	115017627	115018803	7	231926	94	407	SEPHS1P7	False
2	115199876	116603328	5	175497	94	407;408;409	DPP10	False
2	116225632	116226514	7	230391	94	409	RPSAP23	False
2	117444794	117444963	7	271667	94	410	AC104408.1	False
2	117484029	117484347	7	224869	94	410	AC062016.1	False
2	117508734	117509224	7	226341	94	410	MTCYBP39	False
2	117575662	117576337	7	235871	94	410	AC062016.2	False
2	117781494	117782443	0	230158	94	410	MTND1P28	False
2	117782653	117783694	0	230950	94	410	MTND2P21	False
2	117784113	117784600	0	228898	94	410	MTCO1P43	False
2	117938468	117939138	7	227291	94	410	AC092170.1	False
2	118572226	118589955	5	88205	94	410;411	DDX18	False
2	118591513	118599234	10	236255	94	411	AC009404.1	False
2	118617003	118692518	1	125631	94	411	HTR5BP	False
2	118673054	118771709	5	125633	94	411	CCDC93	False
2	118691601	118692365	7	224967	94	411	AC009303.1	False
2	118846028	118868573	5	125629	95	411	INSIG2	False
2	118889704	118943962	10	226856	95	411	AC093901.1	False
2	119591276	119592686	10	258910	95	411	LINC01956	False
2	119599747	119605254	5	163064	95	411	EN1	False
2	119699742	119752236	5	19169	95	411	MARCO	False
2	119913819	119916465	5	144119	95	411	C1QL2	True
2	119981407	120023228	5	115107	95	411	STEAP3	True
2	120059801	120124404	5	186132	95	411;412	C2orf76	False
2	120124497	120130136	5	155368	95	412	DBI	False
2	120187477	120196096	5	171227	95	412	TMEM37	False
2	120197419	120282877	5	80293	95	412	SCTR	False
2	120302008	120419827	5	163075	95	412	CFAP221	False
2	120328476	120328576	9	265553	95	412	AC013275.1	False
2	120436743	120444083	5	144120	95	412	TMEM177	False
2	120456199	120457727	7	229326	95	412	AC069154.1	False
2	120517207	120741394	5	88179	95	412	PTPN4	False
2	120750775	120751187	7	233741	95	412	AC016691.1	False
2	120770581	120936695	5	115109	95	412	EPB41L5	False
2	120968630	120969291	7	236878	95	412;413	MTATP6P26	False
2	120969303	120970438	7	227788	95	412;413	MTCO3P43	False
2	120970511	120970851	7	233286	95	412;413	MTND3P10	False
2	120970920	120971207	7	243104	95	412;413	MTND4LP14	False
2	120971207	120972565	7	234065	95	412;413	MTND4P26	False
2	120972757	120974855	7	223549	95	412;413	MTND5P28	False
2	120978854	120980984	5	226479	95	412;413	TMEM185B	False
2	120997640	121052289	5	144118	95	412;413	RALB	True
2	121076583	121083874	10	235840	95	413	AC012363.2	False
2	121103719	121109384	5	163083	95	413	INHBB	True
2	121221911	121223697	5	268194	95	413	FLJ14816	False
2	121300485	121301902	10	237614	95	413	AC073257.2	False
2	121311319	121315685	10	232140	95	413	AC073257.1	False
2	121444211	121468093	10	229774	95	413;414	AC018866.1	False
2	121493199	121750229	5	74047	95	414	GLI2	True
2	121623953	121624978	10	271709	95	414	AC017033.1	False
2	121792649	121792794	9	221321	95	414	AC016764.1	False
2	121839013	121846302	10	234455	95	414	AC067960.1	False
2	121935903	121940156	10	236145	95	414	AC079988.1	False
2	121974163	122042783	5	115112	95	414	TFCP2L1	False
2	122067571	122067988	7	232723	95	414	AC013399.1	False
2	122095352	122407163	5	74054	95;96	414;415	CLASP1	False
2	122416051	122416549	7	230993	96	415	RPL12P15	False
2	122466088	122466691	7	213239	96	415	NPM1P32	False
2	122484521	122494499	5	155438	96	415	NIFK	False
2	122494679	122525429	5	211460	96	415;416	TSN	False
2	122501055	122503497	7	270798	96	415	AC018737.1	False
2	122548020	122554278	10	224655	96	415;416	LINC01823	False
2	123822897	123825298	10	237856	96	416	AC062020.1	False
2	123823727	123831057	10	232740	96	416	LINC01826	False
2	124200842	124202021	10	226708	96	416	AC073409.1	False
2	124439683	124439791	9	221689	96	416	AC092646.3	False
2	124452878	124454972	7	235640	96	416	AC092646.2	False
2	124519747	124520647	7	227738	96	416	AC092646.1	False
2	124782864	125672864	5	155052	96	416;417;418	CNTNAP5	False
2	125438299	125438493	7	238046	96	417	MTND5P22	False
2	125536031	125536217	7	270815	96	417;418	AC019159.1	False
2	126468546	126523419	10	235491	96	418;419	LINC01889	False
2	126580685	126580892	7	224410	96	419	AC097499.1	False
2	126867676	126875562	10	226813	96	419	LINC01941	False
2	127066087	127101569	10	235774	96	420	AC023347.1	False
2	127069043	127069504	7	236655	96	420	AC023347.2	False
2	127315012	127315739	7	213236	96	420	YWHAZP2	False
2	127413509	127454251	5	136732	96	420	GYPC	False
2	127437198	127437996	7	235128	96	420	AC013474.1	False
2	127656458	127659673	5	237524	96	420	TEX51	False
2	127781828	127783299	10	260634	96	420	AC012508.2	False
2	127782787	127787262	10	260163	96	420	AC012508.1	False
2	127805603	127864931	5	136717	96	420;421	BIN1	False
2	127927587	127927807	7	237630	96	421	NIFKP9	False
2	127941696	127977654	5	186684	96	421	CYP27C1	False
2	128004834	128007658	7	226789	96	421	AC110926.1	False
2	128014866	128051752	5	163161	96	421	ERCC3	True
2	128056306	128146041	5	169967	96	421	MAP3K2	True
2	128146706	128158156	10	236682	96	421	AC068282.1	False
2	128176003	128186822	5	115718	96	421	PROC	False
2	128181113	128181194	9	264075	96	421	MIR4783	False
2	128193783	128284462	5	163166	96	421;422	IWS1	False
2	128293378	128395304	5	169994	96	421;422	MYO7B	False
2	128395956	128439360	5	72163	96	421;422	LIMS2	False
2	128403439	128410213	5	144230	96	421;422	GPR17	False
2	128458596	128568761	5	136709	96	421;422	WDR33	False
2	128459082	128462816	5	173349	96	421;422	SFT2D3	False
2	128598180	128599337	7	274010	96	422	AC006011.2	False
2	128601125	128615731	5	144231	96	422	POLR2D	False
2	128604310	128604658	7	244563	96	422	AC006011.1	False
2	128619204	128643496	5	144233	96	422	AMMECR1L	False
2	128644130	128644759	10	272667	96	422	AC012306.2	False
2	128688901	128689014	7	204399	96	422	AC012306.1	False
2	128698791	128785694	5	136715	96	422	SAP130	True
2	128824768	128824981	7	234044	96	422	AC108059.3	False
2	128848774	128953251	5	136731	96	422	UGGT1	False
2	128897366	128898090	7	229173	96	422	AC108059.1	False
2	128908728	128908878	7	232101	96	422	AC108059.2	False
2	128957475	128957769	7	229758	96	422	DYNLT3P2	False
2	128960935	128961349	7	185631	96	422	AC017079.1	False
2	128975162	128975646	7	238180	96	422	AC017079.2	False
2	128994290	129076151	5	136720	96	422	HS6ST1	True
2	129276362	129276751	7	227653	96	422	ISCA1P6	False
2	129338065	129339150	10	237532	96	422	AC012451.1	False
2	129821419	129829298	10	238277	96	422	AC068483.1	False
2	129999746	130031421	10	204460	97	422	LINC01854	False
2	130253870	130254361	7	233428	97	422	AC019050.1	False
2	130582699	130635126	10	229536	97	422	AC079776.2	False
2	130680436	130691890	1	214100	97	422	PLAC9P1	False
2	130680750	130704276	10	237574	97	422	LINC01856	False
2	130697421	130697790	7	234559	97	422	AC079776.3	False
2	130724165	130738039	1	225449	97	422	RAB6C-AS1	False
2	130737237	130740311	5	222014	97	422	RAB6C	False
2	130745731	130748103	1	284619	97	422	AC079776.5	False
2	130748029	130808704	1	180178	97	422	FAR2P1	False
2	130750175	130750678	0	250207	97	422	AC079776.4	False
2	130750462	130751613	7	217289	97	422	AC079776.1	False
2	130763773	130766696	0	231147	97	422	ARHGAP42P2	False
2	130794531	130795995	7	231240	97	422	KLF2P1	False
2	130805999	130807013	0	248313	97	422	CYP4F27P	False
2	130831603	130886795	5	196604	97	422	POTEF	False
2	130839665	130839793	7	228471	97	422	AC018865.2	False
2	130887194	130896990	1	223760	97	422	MED15P9	False
2	130896860	130902707	5	152076	97	422	CCDC74B	False
2	130908965	130940323	5	136699	97	422	SMPD4	False
2	130939310	130948302	5	152082	97	422	MZT2B	False
2	130941016	130941092	9	265280	97	422	AC018804.1	False
2	130949316	130956034	5	152086	97	422	TUBA3E	True
2	130959885	130970201	0	227632	97	422	AC018804.1	False
2	130970443	130971063	7	230756	97	422	RHOQP3	False
2	130986952	130989679	2	213225	97	422	NOC2LP1	False
2	131003544	131006343	0	234398	97	422	AC134915.1	False
2	131009141	131010132	7	236595	97	422	MED15P5	False
2	131028013	131029845	0	237722	97	422	MTND1P29	False
2	131030052	131031084	0	231954	97	422	MTND2P22	False
2	131031481	131033022	0	236211	97	422	MTCO1P7	False
2	131033165	131033830	0	230496	97	422	MTCO2P7	False
2	131034080	131034760	0	232990	97	422	MTATP6P7	False
2	131034757	131035530	0	249997	97	422	MTCO3P7	False
2	131035609	131035949	0	283940	97	422	AC068137.3	False
2	131036017	131036312	0	284171	97	422	AC068137.4	False
2	131036330	131037683	0	230548	97	422	MTND4P27	False
2	131037872	131039678	0	234934	97	422	MTND5P29	False
2	131039658	131040179	0	248136	97	422	MTND6P8	False
2	131040252	131040902	0	233550	97	422	MTCYBP8	False
2	131051395	131051978	7	226915	97	422	AC068137.1	False
2	131071507	131071984	7	271435	97	422	AC068137.2	False
2	131087715	131087858	0	224352	97	422	AC132479.1	False
2	131095814	131099922	5	136710	97	422	CCDC115	False
2	131099798	131105383	5	136718	97	422	IMP4	True
2	131113580	131132982	5	72135	97	422	PTPN18	True
2	131174328	131188936	1	178162	97	422;423	FAR2P2	False
2	131185304	131186798	7	230646	97	422;423	KLF2P2	False
2	131187400	131198986	1	239402	97	422;423	CYP4F62P	False
2	131217028	131267239	5	196834	97	422;423	POTEI	False
2	131278770	131286177	5	152093	97	423	CFC1B	False
2	131296668	131307456	5	184761	97	423	AC013269.1	False
2	131328402	131341734	5	183292	97	423	TISP43	False
2	131349741	131357148	5	136698	97	423	CFC1	False
2	131369054	131415664	5	222038	97	423	POTEJ	False
2	131437623	131443436	1	214081	97	423	CYP4F30P	False
2	131447706	131476404	1	240253	97	423	FAR2P3	False
2	131449816	131451343	7	223349	97	423	KLF2P3	False
2	131486643	131487909	5	173302	97	423	GPR148	False
2	131513008	131525707	5	178171	97	423	AMER3	False
2	131534219	131534530	7	232503	97	423	CYCSP8	False
2	131594489	131804836	5	136002	97	423	ARHGEF4	False
2	131792665	131792835	5	284479	97	423	AC009477.2	False
2	131805449	131851033	5	152102	97	423	FAM168B	False
2	131862420	132111282	5	115762	97	423	PLEKHB2	False
2	131935191	131936519	7	230450	97	423	NEK2P4	False
2	131938726	131938942	7	225448	97	423	AC009477.1	False
2	131947407	131955066	0	236956	97	423	NF1P8	False
2	131958715	131960514	0	248796	97	423	MED15P8	False
2	131975640	132022851	5	188219	97	423	POTEE	False
2	132036863	132066641	1	231431	97	423	FAR2P4	False
2	132056793	132058017	7	236516	97	423	KLF2P4	False
2	132085749	132088430	0	227817	97	423	ARHGAP42P1	False
2	132109787	132110812	7	224425	97	423	AC073869.2	False
2	132118684	132121715	5	233087	97	423	WTH3DI	False
2	132126635	132127284	0	233285	97	423	MTCYBP10	False
2	132127358	132127874	0	227275	97	423	MTND6P10	False
2	132127994	132129648	0	235080	97	423	MTND5P23	False
2	132129867	132131223	0	231777	97	423	MTND4P21	False
2	132137316	132137656	0	283865	97	423	AC073869.6	False
2	132137726	132138486	0	227661	97	423	MTCO3P18	False
2	132138489	132139163	0	236590	97	423	MTATP6P4	False
2	132139413	132140070	0	234480	97	423	MTCO2P18	False
2	132140216	132141634	0	237910	97	423	MTCO1P18	False
2	132142034	132143063	0	234939	97	423	MTND2P18	False
2	132143273	132143810	0	234576	97	423	MTND1P26	False
2	132152790	132153115	7	226831	97	423	MED15P3	False
2	132156012	132158823	0	276460	97	423	AC073869.4	False
2	132160474	132166622	10	223631	97	423	LINC01120	False
2	132177238	132177357	7	284659	97	423	AC073869.9	False
2	132181374	132182440	7	214077	97	423	GNAQP1	False
2	132200217	132202160	7	217950	97	423	NOC2LP2	False
2	132218572	132219150	7	232742	97	423	RHOQP2	False
2	132219394	132221188	10	273073	97	423	AC073869.3	False
2	132222473	132250316	5	173272	97	423	MZT2A	False
2	132233666	132240507	5	75886	97	423	TUBA3D	True
2	132248733	132248809	9	265575	97	423	MIR4784	False
2	132250386	132279146	2	152117	97	423	AC073869.1	False
2	132285248	132291239	5	163040	97	423	CCDC74A	False
2	132292760	132294561	0	224679	97	423	MED15P4	False
2	132349325	132384839	0	204434	97	423	POTEKP	False
2	132383530	132385720	0	273588	97	423	AC093838.1	False
2	132394598	132407188	10	224559	97	423	LINC01087	False
2	132404277	132405945	7	270930	97	423	GRAMD4P8	False
2	132479948	132524977	1	197927	97;98	423	C2orf27A	False
2	132480826	132481852	7	213222	97	423	AC093724.1	False
2	132552534	132559234	10	186825	98	423	C2orf27B	False
2	132579560	132580493	0	274353	98	423	AC103564.3	False
2	132587374	132589604	10	229203	98	423	AC103564.1	False
2	132591356	132594105	0	232760	98	423	AC103564.2	False
2	132715850	132723108	10	244337	98	423	AJ239322.2	False
2	132722304	132737446	10	235615	98	423	AJ239322.1	False
2	132741510	132751734	10	236485	98	423	LINC01945	False
2	132795360	132795566	7	226886	98	423	AC093787.1	False
2	132837863	132838328	7	271179	98	423	AC098826.3	False
2	132844862	132860137	0	225594	98	423	AC098826.1	False
2	132890429	132897002	0	227745	98	423;424	AC098826.2	False
2	132905164	133015542	5	163046	98	423;424	ANKRD30BL	True
2	133014539	133014653	9	221288	98	424	MIR663B	False
2	133019901	133020615	7	233786	98	424	CDC27P1	False
2	133043368	133051950	10	230803	98	424	AC097532.1	False
2	133066882	133076309	0	18607	98	424	ZNF806	False
2	133103189	133104870	10	272769	98	424	AC097532.2	False
2	133110295	133110891	7	230992	98	424	FAM201B	False
2	133174147	133404132	5	183840	98	424	GPR39	False
2	133246127	133246661	7	232349	98	424	YBX1P7	False
2	133281558	133281665	9	221142	98	424	AC104405.1	False
2	133402426	133429152	5	150551	98	424	LYPD1	False
2	133429372	134326034	5	176771	98	424;425	NCKAP5	False
2	133668669	133668834	7	228721	98	424	AC016909.1	False
2	133874577	133876625	5	269686	98	424	AC011755.1	False
2	134311886	134315798	10	223430	98	425	AC011243.1	False
2	134877554	135212192	5	152127	98;99	426	MGAT5	False
2	134884696	134884763	9	263813	98	426	MIR3679	False
2	135077225	135077649	7	234060	98	426	EDDM3CP	False
2	135213330	135476570	5	152128	99	426	TMEM163	False
2	135554739	135555449	7	234682	99	426	VDAC2P4	False
2	135573932	135574159	7	228098	99	426	AC110620.1	False
2	135596117	135659604	5	153086	99	426	ACMSD	False
2	135615390	135615443	9	263783	99	426	MIR5590	False
2	135675805	135716912	5	82258	99	426;427	CCNT2	True
2	135722061	135805038	5	176601	99	427	MAP3K19	False
2	135809835	135933964	5	115839	99	427	RAB3GAP1	False
2	135894486	136288806	5	121988	99	427	ZRANB3	True
2	136268116	136269513	7	235651	99	427	AC064850.1	False
2	136289025	136482840	5	48991	99	427	R3HDM1	False
2	136422967	136423048	9	207654	99	427	MIR128-1	True
2	136499189	136542625	5	144224	99	427	UBXN4	False
2	136545410	136594750	5	115850	99	427;428	LCT	False
2	136597196	136633996	5	76003	99	427;428	MCM6	True
2	136655525	136656548	7	214070	99	428	AC011999.1	False
2	136664247	136743670	5	115866	99	428	DARS	False
2	136835462	136836083	10	237262	100	428	AC068492.1	False
2	136871919	136875735	5	121966	100	428	CXCR4	True
2	136956684	136958073	7	227347	100	428	HNRNPKP2	False
2	137087011	137087483	7	230037	100	428	UBBP1	False
2	137301941	137302050	9	216081	100	429	AC010146.2	False
2	137302282	137303112	0	229568	100	429	SMC4P1	False
2	137402678	137402762	9	221762	100	429	AC092786.1	False
2	137523115	138435287	5	144229	100	429;430	THSD7B	True
2	138636324	138683977	10	234007	100	431	AC020601.1	False
2	138721590	138773934	5	150540	100	431	HNMT	False
2	138859454	138863475	10	224231	100	431	LINC01832	False
2	139036144	139036780	7	233045	100	431	AC097523.1	False
2	139045599	139046363	7	234645	100	431	YWHAEP5	False
2	139064889	139065540	7	237939	100	431	AC097523.2	False
2	139169636	139170888	7	232915	100	431	AC097721.1	False
2	139175854	139259268	10	228043	100	431	AC114763.1	False
2	139228226	139231502	10	230569	100	431	AC114763.2	False
2	139259371	139331117	5	144228	100	431	SPOPL	True
2	139357233	139359996	10	260059	100	431	AC092620.3	False
2	139362080	139370737	10	237772	100	431	AC092620.1	False
2	139428342	139537918	5	144227	100	431	NXPH2	False
2	139654721	139655668	7	229104	100	432	YY1P2	False
2	139659003	139660317	7	232992	100	432	AHCYP4	False
2	140123735	140136717	10	226939	100	432	AC062021.1	False
2	140227345	140235317	10	229131	100	432	AC016710.1	False
2	140426116	140426874	7	235232	100	432	MRPS18BP2	False
2	140490277	140490851	7	228374	100	432;433	AC012497.1	False
2	140582465	140583446	10	223554	100	433	AC078851.1	False
2	140584261	140584350	9	221074	100	433	AC078851.2	False
2	140861152	140889349	10	224028	100	433;434	LINC01853	False
2	140974566	140974808	7	227149	100	433;434	MTCO1P44	False
2	140975220	140977937	0	231567	100	433;434	MTND2P19	False
2	140978153	140979054	7	223921	100	433;434	MTND1P27	False
2	140988992	142889270	5	168702	100;101	433;434;435	LRP1B	True
2	141440929	141441457	7	236440	100	434	AC117947.1	False
2	141655992	141656675	7	238065	100	434;435	AC010740.1	False
2	141965651	141965945	7	233329	100	435	AC068287.1	False
2	142396413	142396532	9	265224	101	435	AC012353.1	False
2	142754946	142755056	9	266259	101	435	AC012003.1	False
2	143070509	143070577	9	239131	101	436	AC016706.1	False
2	143300987	143301544	7	228134	101	436	UBE2V1P14	False
2	143611664	143613567	7	229781	101	437	AC013444.1	False
2	143635067	143813401	5	115919	101	437;438	KYNU	False
2	143704869	143705655	7	270390	101	437	AC013444.2	False
2	143763269	143763360	9	221169	101	437;438	AC013444.2	False
2	143848931	144525921	5	75884	101;102	438	ARHGAP15	False
2	143850625	143851733	7	224288	101	438	MTCYBP11	False
2	143851802	143852284	7	226839	101	438	MTND6P11	False
2	143852358	143854124	7	224852	101	438	MTND5P24	False
2	143854408	143855576	7	232772	101	438	MTND4P22	False
2	143855692	143855986	7	236300	101	438	MTND4LP12	False
2	143856053	143856398	7	227557	101	438	MTND3P9	False
2	143856467	143857502	7	225476	101	438	MTCO3P5	False
2	143858499	143858924	7	231766	101	438	MTCO2P5	False
2	144557036	144577168	10	236356	102	438	AC079584.1	False
2	144695635	145090135	5	121964	102	438	GTDC1	False
2	145121931	145282150	5	169554	102	438;439	ZEB2	True
2	145324002	145337001	10	232606	102	439	LINC01412	False
2	145425534	146020556	10	226674	102	439	TEX41	False
2	145445980	145447752	10	234940	102	439	AC023128.1	False
2	145512343	145513565	7	235352	102	439	AC023128.2	False
2	145635301	145639600	10	268580	102	439	LINC01966	False
2	146051845	146089415	10	235435	102	439	AC096666.1	False
2	146094798	146095625	7	214064	102	439	RPL6P5	False
2	146326862	146345592	10	225107	102	439	AC092484.1	False
2	146358475	146360991	10	226218	102	439	AC079163.1	False
2	146583853	146585398	7	234119	102	439	AC079248.1	False
2	146672658	146688714	10	233842	102	439	AC062031.1	False
2	146951864	146952389	7	230559	102	439	RPL17P12	False
2	147234995	147235681	7	227134	102	439	AC093084.1	False
2	147345074	147346878	7	198526	102	439	PABPC1P2	False
2	147591069	147591606	7	271583	102	440	AC103881.1	False
2	147595317	147607878	10	231040	102	440	LINC01911	False
2	147637477	147655786	10	227902	102	440	AC062032.1	False
2	148224198	148224282	9	221289	102	440	AC013406.1	False
2	148567915	148568346	7	229143	102	440	AC009480.2	False
2	148602086	148688395	5	121989	102	440;441	ACVR2A	True
2	148687966	148779173	5	115947	102;103	441	ORC4	True
2	148698549	148698640	9	265049	102	441	AC009480.1	False
2	148778580	149274540	5	204406	103	441	MBD5	True
2	149053225	149054248	7	224007	103	441	AC019070.1	False
2	149352727	149352897	7	232238	103	441;442	RPS29P8	False
2	149402009	149545137	5	135999	103	442	EPC2	True
2	149621133	149621373	7	223962	103	442	UBBP3	False
