#chromosomeIndex	startPos	endPos	geneTypeIndex	geneId	cytobandIndices
6	29938578	29940241	0	229390	289
6	29942889	29946187	10	204625	289
6	29960986	29961382	0	238024	289
6	29962214	29963091	0	224312	289
6	29968788	30029417	28	204623	289
6	29973748	29977733	1	204622	289
6	29973898	29974893	0	237669	289
6	29999490	30000780	7	232757	289
6	30026676	30032686	5	66379	289
6	30034486	30038110	5	204619	289
6	30038043	30043664	5	204618	289
6	30056598	30056730	9	252901	289
6	30070674	30080883	5	204616	289
6	30103885	30116512	5	204614	289
6	30119722	30128711	5	204613	289
6	30130983	30140473	5	204610	289
6	30152232	30181204	5	234127	289
6	30154575	30156391	7	233892	289
6	30201816	30293911	10	270604	289
6	30206078	30210056	0	236475	289
6	30227361	30260791	1	243753	289
6	30294256	30311506	5	204599	289
6	30296684	30314631	5	248167	289
6	30312908	30314661	5	241370	289
6	30319193	30319327	0	224372	289
6	30327055	30327688	7	224486	289
6	30330889	30332057	7	236405	289
6	30382492	30387096	0	226577	289
6	30434229	30435771	7	229068	290
6	30436659	30438028	7	224936	290
6	30453717	30454367	7	236603	290
6	30457244	30461982	5	204592	290
6	30509154	30524951	5	204590	290
6	30524663	30531500	5	204576	290
6	30539153	30564956	5	204574	290
6	30552109	30552194	9	216101	290
6	30568177	30586389	5	204569	290
6	30584006	30584082	9	222894	290
6	30585486	30594172	5	204568	290
6	30594619	30614600	5	137343	290
6	30601409	30601733	7	228415	290
6	30614816	30620987	5	204564	290
6	30616443	30616536	9	266183	290
6	30620896	30640814	5	204560	290
6	30644166	30655672	5	146112	290
6	30655824	30659197	5	137404	290
6	30664583	30665312	7	230449	290
6	30667584	30685666	5	137337	290
6	30687978	30693203	5	196230	290
6	30695486	30710510	5	137312	290
6	30710976	30712331	5	137331	290
6	30734602	30760027	10	228022	290
6	30766431	30798436	10	214894	290
6	30807303	30815936	10	237923	290
6	30844198	30867933	5	204580	290
6	30858660	30858749	9	264594	290
6	30875961	30881883	5	213780	290
6	30876019	30894236	5	137411	290
6	30899130	30923413	5	196260	290
6	30902300	30921998	5	168631	290
6	30929180	30930173	7	275906	290
6	30951495	30957680	5	204544	290
6	30978251	31003179	5	261272	290
6	31021227	31027667	10	228789	290
6	31079000	31080336	5	204542	290
6	31082527	31107869	5	204540	290
6	31082867	31088223	5	204539	290
6	31105313	31107127	5	204538	290
6	31108504	31108690	7	238211	290
6	31110216	31126015	5	204536	290
6	31126319	31134936	5	137310	290
6	31132114	31148508	5	204531	290
6	31165537	31171745	10	206344	290
6	31167942	31169695	10	271821	290
6	31190690	31190870	0	255726	290
6	31192119	31192835	0	255899	290
6	31236526	31239907	5	204525	290
6	31237268	31324965	5	234745	290
6	31243349	31246531	7	214892	290
6	31248094	31249296	7	227939	290
6	31255287	31256741	7	231402	290
6	31261685	31269419	10	256166	290
6	31275592	31276326	0	229836	290
6	31324424	31325414	0	271581	290
6	31334129	31334675	7	228432	290
6	31342095	31342180	9	265294	290
6	31345196	31345796	7	230994	290
6	31348188	31348616	7	223702	290
6	31349851	31350065	0	225851	290
6	31362066	31363272	10	272221	290
6	31367561	31383092	5	204520	290
6	31409444	31414750	10	230174	290
6	31430505	31431113	0	233902	290
6	31462658	31478901	5	204516	290
6	31483756	31483988	0	256851	290
6	31487257	31488068	7	219797	290
6	31495891	31496470	7	225499	290
6	31496494	31498009	5	204511	290
6	31497996	31510225	5	198563	290
6	31497996	31514385	5	254870	290
6	31512239	31516204	5	213760	290
6	31514647	31526606	5	204498	290
6	31539831	31542101	5	226979	290
6	31543344	31546113	5	232810	290
6	31548302	31550299	5	227507	290
6	31553901	31556686	5	204482	290
6	31556672	31560762	5	204475	290
6	31578860	31579133	7	230622	290
6	31582961	31584798	5	204472	290
6	31588497	31605548	5	204469	290
6	31606805	31620482	5	204463	290
6	31620193	31625987	5	204444	290
6	31626075	31628549	5	204439	290
6	31629006	31634060	5	204438	290
6	31633013	31638120	5	204435	290
6	31633879	31641323	5	263020	290
6	31637944	31641553	5	240053	290
6	31644461	31651817	5	204428	290
6	31654726	31671221	5	204427	290
6	31654739	31681849	5	204422	290
6	31668806	31668868	9	266776	290
6	31674662	31678372	5	204424	290
6	31674681	31685695	5	250641	290
6	31679548	31681842	5	255552	290
6	31683133	31685581	5	244355	290
6	31686371	31694491	5	204420	290
6	31686425	31689622	5	204421	290
6	31694815	31698394	5	213722	290
6	31698358	31707540	5	213719	290
6	31707725	31730611	5	204410	290
6	31707797	31732628	5	255152	290
6	31730576	31732628	5	228727	290
6	31733367	31745071	5	204396	290
6	31745295	31763730	5	204394	290
6	31765173	31774761	5	204392	290
6	31777396	31782842	5	204390	290
6	31783241	31785723	5	204389	290
6	31795512	31798032	5	204388	290
6	31802385	31807543	5	204387	290
6	31825436	31830683	5	204386	290
6	31830969	31846823	5	204385	290
6	31847536	31865464	5	204371	290
6	31865562	31913449	5	166278	290
6	31867384	31869769	5	204366	290
6	31895475	31919825	5	244255	290
6	31913427	31919861	5	243649	290
6	31919864	31926887	5	204356	290
6	31924616	31924717	9	221267	290
6	31926857	31937532	5	204351	290
6	31937587	31940069	5	204348	290
6	31938868	31950598	5	204344	290
6	31949801	31970458	5	244731	290
6	31973413	31976228	1	204338	290
6	31973945	31974881	5	268923	290
6	31976391	31980249	0	248290	290
6	31981047	31981564	0	250535	290
6	31982539	32003195	5	224389	290
6	32006042	32009447	5	231852	290
6	32008931	32083111	5	168477	290
6	32065953	32096030	5	213676	290
6	32096484	32098068	5	204315	290
6	32116136	32122150	5	204314	291
6	32121218	32131457	5	221988	291
6	32121622	32139755	5	258388	291
6	32132360	32136058	5	241404	291
6	32135989	32145873	5	204310	291
6	32146131	32148570	5	204308	291
6	32148745	32152101	5	204305	291
6	32152518	32157963	5	204304	291
6	32158543	32163300	5	213654	291
6	32162620	32191844	5	204301	291
6	32256303	32339689	5	204296	291
6	32292996	32293955	7	237285	291
6	32361740	32374905	5	204290	291
6	32407619	32412823	5	204287	291
6	32427598	32441277	0	196301	291
6	32485120	32498064	5	198502	291
6	32520490	32527799	1	229391	291
6	32546546	32557625	5	196126	291
6	32595956	32614839	5	196735	291
6	32627244	32636160	5	179344	291
6	32673901	32674732	0	235040	291
6	32698535	32699472	0	226030	291
6	32709119	32714992	5	237541	291
6	32717689	32717756	9	263649	291
6	32723875	32731311	5	232629	291
6	32780540	32784825	5	241106	291
6	32781544	32806599	5	250264	291
6	32789610	32806557	5	204267	291
6	32808494	32812480	5	204264	291
6	32811863	32814272	10	204261	291
6	32811913	32827362	5	240065	291
6	32812986	32821755	5	168394	291
6	32846948	32847625	2	234515	291
6	32864193	32864267	0	235301	291
6	32902406	32908847	5	242574	291
6	32904693	32904787	9	212066	291
6	32905141	32920899	5	248993	291
6	32916390	32936871	5	204257	291
6	32936437	32949282	5	204256	291
6	32971955	32977389	5	204252	291
6	33032346	33048552	5	231389	291
6	33043703	33054978	5	223865	291
6	33047228	33047637	7	224796	291
6	33059530	33065072	0	231461	291
6	33071571	33075107	0	228688	291
6	33080228	33096861	1	224557	291
6	33098993	33111102	0	237398	291
6	33130458	33160276	5	204248	291
6	33161365	33168465	5	204231	291
6	33168222	33172216	5	112473	291
6	33172419	33174608	5	204228	291
6	33175612	33175721	9	199036	291
6	33176272	33180499	5	204227	291
6	33183482	33184105	7	225463	291
6	33205576	33207467	7	223457	291
6	33213852	33214633	10	272217	291
6	33218049	33239824	5	223501	291
6	33239787	33244287	5	231500	291
6	33244909	33252609	5	235863	291
6	33246885	33257304	5	227057	291
6	33257079	33266178	5	204220	291
6	33259431	33267101	5	237441	291
6	33267471	33282164	5	231925	291
6	33282183	33285719	5	236104	291
6	33286335	33297063	5	204209	291
6	33306755	33307272	7	229596	291
6	33333325	33334020	7	228285	291
6	33357151	33357252	7	225644	291
6	33359313	33377701	5	237649	291
6	33367836	33368333	7	204194	291
6	33378176	33384230	5	112511	291
6	33384219	33386094	5	112514	291
6	33387438	33425318	5	197283	291
6	33406108	33406214	9	264085	291
6	33421747	33425325	5	213588	291
6	33507823	33556803	28	204188	292
6	33540324	33548070	5	30110	292
6	33553883	33561115	10	197251	292
6	33588142	33664351	5	96433	292
6	33662070	33679504	5	137288	292
6	33663196	33663474	5	269490	292
6	33665905	33666011	9	266509	292
6	33689447	33714682	5	161896	292
6	33738979	33756913	5	161904	292
6	33762450	33771788	5	96395	292
6	33835283	33864691	10	249346	292
6	33850947	33851188	7	271362	292
6	33861100	33895408	10	233183	292
6	33967749	33967828	9	221697	292
6	33986422	34123399	5	124493	292
6	34036934	34036995	9	221779	292
6	34157557	34158856	7	271231	292
6	34187216	34187843	7	214810	292
6	34204650	34214008	5	137309	292
6	34214157	34217247	5	186577	292
6	34231088	34231450	7	220583	292
6	34247456	34254545	10	225339	292
6	34247456	34360451	5	272325	292
6	34252664	34393848	5	270800	292
6	34385231	34393902	5	124614	292
6	34433838	34503008	5	124507	292
6	34438567	34438706	9	221635	292
6	34505579	34524110	5	124664	292
6	34544035	34544433	7	196114	292
6	34555065	34664636	5	196821	292
6	34584315	34585035	7	216636	292
6	34654379	34654883	7	220643	292
6	34683390	34683717	7	186328	292
6	34711953	34712450	7	217130	292
6	34725183	34741571	5	124562	292
6	34759792	34850915	5	65060	292
6	34845555	34855866	5	64995	292
6	34857042	35059190	5	64999	292
6	34991299	34991608	7	187762	292
6	35038648	35038826	7	273870	292
6	35085848	35116387	5	124678	292
6	35101231	35101315	9	264241	292
6	35182196	35220856	5	146197	292
6	35188147	35192407	10	272374	292
6	35226686	35263762	5	65029	292
6	35246954	35247596	0	217004	292
6	35265629	35289548	5	23892	292
6	35310335	35395968	5	112033	292
6	35410821	35417643	0	227154	292
6	35420138	35434880	5	112039	292
6	35436185	35438562	5	198755	292
6	35441374	35464853	5	7866	292
6	35465651	35480715	5	112041	292
6	35512409	35513446	10	228559	292
6	35523650	35524041	7	219023	292
6	35541362	35696360	5	96060	292
6	35575405	35575711	7	218749	292
6	35632494	35632566	9	265527	292
6	35668780	35668915	9	223063	292
6	35704809	35716856	5	157343	292
6	35733685	35734704	7	220734	292
6	35744371	35747329	5	196748	292
6	35748794	35761452	5	204140	292
6	35762759	35765121	5	137392	292
6	35773070	35801651	5	197753	292
6	35800743	35889119	5	96063	292
6	35911291	35992645	5	112053	292
6	35957292	35958213	7	271304	292
6	35995454	36079013	5	112062	292
6	36059768	36060423	7	237719	292
6	36095586	36112301	5	156711	292
6	36108275	36108365	9	221743	292
6	36164521	36200567	5	96070	292
6	36210980	36280006	5	180316	292
6	36283534	36304662	5	189325	292
6	36321868	36355577	5	10030	292
6	36358328	36410666	5	179165	292
6	36410544	36458920	5	112078	292
6	36461669	36515247	5	112079	292
6	36478294	36478375	9	264878	292
6	36562130	36573377	5	112081	292
6	36590213	36590289	9	263894	292
6	36641398	36642903	10	281450	293
6	36641594	36643047	7	213500	293
6	36644237	36655116	5	124762	293
6	36665628	36700960	5	255587	293
6	36704827	36705763	7	220349	293
6	36708552	36807778	5	124772	293
6	36822603	36842800	5	137168	293
6	36839646	36896740	5	198663	293
6	36907847	36912451	10	232598	293
6	36916039	36932613	5	164530	293
6	36935917	36954074	5	137409	293
6	36973422	36996846	5	146192	293
6	37012636	37012965	7	226976	293
6	37059090	37059582	7	216412	293
6	37137979	37143202	5	137193	293
6	37179956	37225931	5	172738	293
6	37225548	37300746	5	65491	293
6	37263360	37263518	7	275550	293
6	37321748	37362514	5	112130	293
6	37400995	37450603	5	137200	293
6	37450696	37467698	5	198937	293
6	37475124	37503392	10	204110	293
6	37511329	37515056	2	229559	293
6	37512921	37518636	10	227920	293
6	37523141	37523198	9	263926	293
6	37598455	37667082	5	112139	293
6	37787275	38122400	5	156639	293
6	37970608	37971089	7	218521	293
6	38136227	38607924	5	183826	293
6	38326924	38327005	9	238716	293
6	38555099	38556305	7	217227	293
6	38643701	38670917	5	124767	293
6	38681827	38682993	10	236355	293
6	38683117	38998305	5	124721	293
6	38730681	38732470	7	219273	293
6	38895807	38895929	7	220076	293
6	39007379	39007761	7	220556	293
6	39016574	39055519	5	112164	293
6	39071840	39082965	5	112167	293
6	39078097	39080728	7	217165	293
6	39156749	39197226	5	164626	293
6	39266777	39282329	5	124780	293
6	39282474	39290744	5	95981	293
6	39297766	39693181	5	164627	293
6	39321523	39321948	7	218986	293
6	39521587	39522719	7	231276	293
6	39760074	39872653	5	146122	293
6	39867354	39902290	5	124615	293
6	39926153	39926572	7	180211	293
6	39960554	39967972	7	220586	293
6	40239305	40243976	10	227131	293
6	40312083	40313890	10	204092	293
6	40326483	40337213	10	226070	293
6	40359325	40555204	5	156564	293;294
6	40681150	40683102	10	237947	294
6	40994650	41006956	5	124602	294
6	41001366	41065526	5	124596	294
6	41010293	41012076	5	112212	294
6	41021043	41032250	5	124701	294
6	41040684	41067715	5	1167	294
6	41068761	41108573	1	161912	294
6	41117080	41122075	5	161911	294
6	41126244	41130924	5	95970	294
6	41158015	41168932	5	112195	294
6	41176451	41185685	1	184106	294
6	41196062	41206620	5	188056	294
6	41215107	41217387	0	225690	294
6	41218589	41218835	7	274256	294
6	41220434	41220596	7	278745	294
6	41235664	41254457	5	124731	294
6	41237613	41237977	0	218809	294
6	41275904	41276303	7	213461	294
6	41303393	41318625	5	96264	294
6	41323187	41323246	9	238867	294
6	41470182	41487590	10	226917	294
6	41514164	41570122	5	137166	294
6	41566461	41566526	9	266494	294
6	41604620	41621984	5	112559	294
6	41634644	41635387	7	230913	294
6	41651716	41703997	5	112561	294
6	41653964	41654127	5	268275	294
6	41704449	41721847	5	96088	294
6	41732030	41732198	10	269387	294
6	41737914	41754280	5	137218	294
6	41748087	41757879	5	124593	294
6	41748500	41755110	5	278224	294
6	41755400	41757636	5	214736	294
6	41757634	41863099	5	164663	294
6	41836360	41837469	10	227516	294
6	41873092	41888877	5	124641	294
6	41888926	41900784	5	112578	294
6	41902671	42018095	5	112576	294
6	41997791	41999120	10	223946	294
6	42018251	42055199	5	137413	294
6	42059971	42061997	10	261068	294
6	42068856	42110357	5	188112	294
6	42123144	42147794	5	48545	294
6	42123164	42131177	5	214732	294
6	42152139	42162654	5	112599	294
6	42174539	42185603	5	48544	294
6	42192669	42419789	5	124496	294
6	42467448	42467760	7	237107	294
6	42531800	42661242	5	24048	294
6	42664338	42690312	5	112619	294
6	42694972	42695438	7	213435	294
6	42712219	42713834	5	124659	294
6	42714696	42836298	5	112624	294
6	42847356	42857663	5	146223	294
6	42858003	42858554	5	221821	294
6	42883727	42893573	5	171611	294
6	42896930	42907025	5	137161	294
6	42924083	42924503	7	181524	294
6	42928496	42931618	5	124713	294
6	42931608	42946958	5	124587	294
6	42952237	42980080	5	112640	294
6	42979832	42981706	5	124733	294
6	42981841	42989036	5	124702	294
6	42989383	43001894	5	124541	294
6	43005355	43021683	5	44090	294
6	43008515	43042837	5	137171	294
6	43021767	43027544	5	112651	294
6	43044006	43129457	5	112655	294
6	43139037	43149245	5	112658	294
6	43149913	43192325	5	112659	294
6	43193367	43197222	5	112667	294
6	43211418	43255997	5	146216	294
6	43263432	43273276	5	137204	294
6	43267448	43276535	5	146215	294
6	43274872	43337216	5	171467	294
6	43277969	43278095	7	219222	294
6	43295872	43296214	7	220614	294
6	43331217	43331957	7	179157	294
6	43331958	43332032	7	226558	294
6	43395104	43418168	5	124574	294
6	43418090	43424370	5	171462	294
6	43445261	43474294	5	137221	294
6	43474707	43478424	5	204052	294
6	43477440	43497323	5	171453	294
6	43479565	43484728	5	137207	294
6	43490068	43543812	5	124571	294
6	43506559	43507440	7	219470	294
6	43543887	43583397	5	170734	294
6	43573053	43596899	5	172432	294
6	43597277	43608689	5	124688	294
6	43612783	43640336	5	172426	294
6	43639040	43655528	5	96080	294
6	43673686	43674488	7	218107	294
6	43690523	43705571	10	236961	294
6	43737921	43754224	5	112715	294
6	43770930	43810362	10	283573	294
6	43812615	43820054	10	283215	294
6	43819494	43820070	10	223469	294
6	43968317	43973695	5	181577	294
6	43980738	43980838	9	265518	294
6	44041650	44045689	10	231881	294
6	44056979	44057433	7	183239	294
6	44081191	44095194	5	180992	294
6	44094651	44123256	5	137216	294
6	44126548	44152139	5	137225	294
6	44184676	44185973	5	262179	294
6	44187242	44201888	5	112759	294
6	44213903	44221625	5	96384	294
6	44221833	44225627	5	157593	294
6	44221943	44222022	9	265700	294
6	44225903	44233525	5	146232	294
6	44238203	44275243	5	178233	294
6	44240931	44346694	5	272442	294
6	44246480	44265425	5	146221	294
6	44267391	44281063	5	124608	294
6	44310397	44344904	5	249481	294
6	44355262	44418163	5	96401	294
6	44400472	44400720	5	267849	294
6	44403378	44403459	9	266619	294
6	44492996	44494491	10	237530	294
6	44777054	45345690	5	196284	294
6	44866448	44867032	7	270900	294
6	45065233	45065713	0	276156	294
6	45065758	45066997	7	277769	294
6	45126607	45127248	7	219384	294
6	45165411	45165507	9	207769	294
6	45295894	45632086	5	124813	294
6	45541083	45544507	10	261080	294
6	45866188	46048132	5	112782	294
6	46097730	46114436	5	1561	294
6	46126924	46138708	5	112796	294
6	46172466	46175123	7	229349	294
6	46188473	46459709	5	172348	294;295
6	46406047	46406356	7	226541	295
6	46517317	46620567	5	146233	295
6	46620652	46645930	5	153291	295
6	46655612	46672056	5	180113	295
6	46671938	46703430	5	146070	295
6	46714654	46727243	5	230062	295
6	46726033	46728895	10	236164	295
6	46761127	46807519	5	112818	295
6	46820249	46922680	5	69122	295
6	46965440	47010099	5	153292	295
6	47199268	47277641	5	146072	295
6	47336679	47336966	7	271328	295
6	47430587	47430652	9	266330	295
6	47444979	47445308	10	270761	295
6	47445525	47594999	5	198087	295
6	47530358	47530754	7	216813	295
6	47624172	47665533	5	164393	295
6	47653600	47689757	5	153294	295
6	47697563	47708477	10	226594	295
6	47720564	47720976	7	216616	295
6	47749718	47800516	5	124818	295
6	47845764	48036425	5	244694	295
6	48116939	48117741	7	226068	295
6	48181340	48182530	7	216835	295
6	48669234	48669615	7	278736	295
6	48817560	48817639	9	221175	295
6	48919707	48920418	7	271162	295
6	49045349	49045688	7	218337	295
6	49083173	49083751	7	274867	295
6	49241241	49241435	7	217631	295
6	49325859	49328093	7	277043	295
6	49398073	49430904	5	146085	295
6	49431091	49460820	5	31691	295
6	49467671	49494760	5	203972	295
6	49518359	49529620	5	197261	295
6	49572871	49604552	5	112077	295
6	49660071	49681303	5	124490	295
6	49695097	49712150	5	96006	295
6	49753364	49755020	5	170950	295
6	49791425	49792495	10	226707	295
6	49801970	49844809	5	124812	295
6	49913734	49917978	5	214643	295
6	49927962	49931818	5	177684	295
6	49936390	49937338	5	214642	295
6	49976851	49989694	5	203970	295
6	50011288	50016364	5	180872	295
6	50061329	50148720	5	226733	295
6	50481748	50488817	10	233470	295
6	50555320	50604918	10	230472	295
6	50681541	50740701	5	8197	295
6	50786436	50815326	5	8196	295
6	50824968	50825375	7	60303	295
6	50865328	50865938	7	216913	295
6	50880425	50880969	7	230204	295
6	51250080	51250647	7	270306	295
6	51274879	51275335	7	232702	295
6	51401953	51402341	7	214641	295
6	51480098	51952423	5	170927	295;296
6	51926413	51926504	9	264206	296
6	52009147	52009232	9	207604	296
6	52011612	52015917	10	225613	296
6	52013721	52013839	9	199080	296
6	52051185	52055436	5	112115	296
6	52101479	52109335	5	112116	296
6	52111258	52112160	7	218363	296
6	52128807	52149679	5	112118	296
6	52226219	52272575	5	170915	296
6	52226921	52394684	5	96093	296
6	52362200	52441713	5	65308	296
6	52442105	52448791	10	225791	296
6	52522171	52522449	7	270382	296
6	52529946	52533953	1	216775	296
6	52535907	52551386	5	96092	296
6	52552728	52568623	0	220377	296
6	52553459	52553796	7	271227	296
6	52604388	52609454	0	237674	296
6	52614887	52628367	5	244067	296
6	52630078	52643145	0	217228	296
6	52656462	52668708	5	243955	296
6	52670411	52678258	0	223622	296
6	52696453	52710893	5	182793	296
6	52712708	52735127	0	230375	296
6	52737812	52744738	0	230845	296
6	52761437	52774483	5	174156	296
6	52804524	52822319	1	243236	296
6	52842746	52860176	5	170899	296
6	52866077	52926600	5	112144	296;297
6	52916789	52965671	5	112146	297
6	52991762	53013627	5	137270	297
6	53061518	53061957	7	219074	297
6	53071396	53073495	7	218713	297
6	53100419	53101095	7	219163	297
6	53132196	53213977	5	12660	297
6	53141791	53141869	9	264056	297
6	53201741	53202144	2	217527	297
6	53214956	53215503	10	271367	297
6	53219513	53219863	7	219863	297
6	53233468	53233807	7	218049	297
6	53243301	53243659	7	218261	297
6	53246317	53247001	7	271338	297
6	53283250	53283535	7	271373	297
6	53321245	53321330	9	212065	297
6	53362139	53481768	5	1084	297
6	53426087	53481969	10	231683	297
6	53512699	53530506	5	124743	297
6	53605547	53611820	10	227885	297
6	53659295	53788919	5	137269	297
6	53794780	54131078	5	146147	297
6	53794820	53862465	10	236740	297
6	53881277	53881575	7	218143	297
6	54172657	54254950	5	137251	297
6	54349967	54350648	7	213335	297
6	54467285	54467948	7	216347	297
6	54489403	54490286	7	220773	297
6	54635381	54635932	7	220635	297
6	54711569	54806820	5	168143	297
6	54971258	55147418	5	137252	297
6	55192267	55267291	5	187871	297
6	55299167	55444012	5	146151	297
6	55545440	55545819	7	220725	297
6	55618443	55740362	5	112175	297
6	55804588	55805422	7	214604	297
6	55921388	56258892	5	124749	297
6	56141327	56141594	7	219095	297
6	56296748	56298011	7	220666	297
6	56297177	56297240	9	266793	297
6	56322785	56819426	5	151914	297
6	56735989	56736541	7	216854	297
6	56819924	56892140	5	151917	297
6	56840404	56840860	7	219790	297
6	56869318	56869597	7	218980	297
6	56894319	56894786	7	276576	297
6	56911330	56920037	5	168116	297
6	56951642	57035105	5	112200	297;298
6	57037124	57054631	5	112208	298
6	57051790	57087112	5	112210	298
6	57179603	57513375	5	146143	298
6	57254930	57255010	9	212017	298
6	57358807	57362565	10	266579	298
6	57372288	57512702	0	283453	298
6	57686969	57687943	7	277172	298
6	57690895	57691645	10	275773	298
6	57793932	57794280	7	274844	298
6	57841107	57842389	7	276290	298
6	58182169	58182746	10	272541	298
6	58228887	58229426	10	271761	298
6	58234838	58240189	10	272316	298
6	58246062	58256569	1	239650	298
6	58263736	58265293	7	218189	298
6	58272352	58287779	1	215190	298
6	58287716	58764642	10	225096	298;299
6	58293965	58294939	7	214563	298
6	58397998	58399412	7	216687	298
6	58446019	58447307	7	214561	298
6	58713077	58713239	7	275046	299
6	61996403	61996816	7	220030	300
6	62056770	62056882	9	221606	300
6	62284233	62284307	7	255633	300
6	62389865	62996132	5	112232	300
6	63170845	63171408	7	216859	300
6	63257332	63258177	0	217067	300
6	63321058	63321232	7	262566	301
6	63393083	63393173	9	216072	301
6	63436740	63436829	9	264410	302
6	63692989	63693075	9	266682	302
6	63902977	63903535	7	217477	302
6	63921351	63922929	5	198225	302
6	63937390	63937648	7	219940	302
6	63938992	63940015	7	218520	302
6	63985856	64029882	5	146166	302
6	64102127	64102511	7	218617	302
6	64104912	64107011	0	218274	302
6	64150671	64153485	0	218048	302
6	64190039	64191781	0	225121	302
6	64231653	64293492	5	112245	302
6	64258613	64259413	7	213312	302
6	64322666	64322808	7	262651	302
6	64325732	64326266	7	213309	302
6	64345725	64489229	5	118482	302
6	64429876	66417118	5	188107	302
6	64507082	64507924	7	218813	302
6	64567334	64567662	7	219653	302
6	65341098	65341575	7	217811	302
6	65438730	65443730	2	243828	302
6	65684286	65684385	9	221312	302
6	66012415	66014850	7	214558	302
6	66176897	66176982	9	265187	302
6	66498310	66499180	7	220483	302
6	66546823	66547932	7	233859	302
6	66803324	66804802	7	218890	302
6	67069318	67069392	9	221281	302
6	67420135	67420720	7	270521	302
6	67859402	67859492	9	266073	302
6	68166239	68167143	7	271111	302
6	68597538	68599231	10	227706	302
6	68643377	68644574	7	270509	302
6	68765243	68770394	10	223504	302
6	68936864	69039791	10	226497	302
6	69203331	69203418	9	266675	302
6	69308096	69308285	7	218834	302
6	69345259	70099403	5	135298	302;303
6	69924622	69924702	9	265498	302
6	70331265	70331364	9	265362	303
6	70385694	70507003	5	168216	303
6	70415179	70416052	7	219085	303
6	70455763	70456743	7	219881	303
6	70576463	70919679	5	82293	303
6	70808282	70808568	7	216365	303
6	70924764	71012786	5	112280	303
6	71104590	71109120	10	237643	303
6	71122644	71270877	5	82269	303
6	71276620	71299272	5	154079	303
6	71306141	71306683	10	271967	303
6	71317937	71319037	7	232389	303
6	71373205	71373982	7	218870	303
6	71377479	71571718	5	112305	303
6	71403542	71404322	7	262803	303
6	71444206	71444665	7	217767	303
6	71566382	71666741	5	112309	303
6	71785267	71786078	7	219669	303
6	71874779	71875473	7	218350	303
6	71961461	71962691	7	276127	303
6	71998506	72018653	5	119900	303
6	72004876	72127139	10	269966	303
6	72038645	72039509	10	230597	303
6	72054047	72130472	10	233237	303
6	72086663	72086734	9	199094	303
6	72113254	72113324	9	207827	303
6	72160537	72168577	10	223765	303
6	72248587	72248679	9	212099	303
6	72260661	72261346	7	219575	303
6	72294424	72295609	7	218014	303
6	72294792	72294904	9	211530	303
6	72596406	73112845	5	79841	303
6	72936410	72936533	9	264447	303
6	73026302	73027139	7	218732	303
6	73232343	73232940	7	217483	303
6	73308179	73309362	7	181514	303
6	73331520	73908574	5	185760	303
6	73677410	73677476	9	266180	303
6	73696036	73697473	7	232422	303
6	73764820	73765580	7	220515	303
6	73867240	73867862	7	234025	303
6	73918806	73919803	1	251360	303
6	73919469	73972919	5	243501	303
6	73933267	73935493	5	256980	303
6	73951037	74020088	5	135314	303
6	73972731	73972807	9	263378	303
6	74000126	74000985	7	239626	303
6	74001685	74003000	7	234882	303
6	74032560	74033173	7	223389	303
6	74037247	74038740	7	226840	303
6	74062785	74064018	5	203909	303
6	74072400	74073894	5	203908	303
6	74078278	74104856	5	203907	303
6	74082831	74082986	7	235174	303
6	74100761	74101490	7	224221	303
6	74104471	74127292	5	80007	303
6	74123238	74161999	5	164430	303
6	74142707	74142807	9	266346	303
6	74171301	74218959	5	135297	303
6	74186781	74186865	9	264609	303
6	74225473	74233520	5	156508	303
6	74236467	74236602	7	223967	303
6	74303102	74363878	5	119899	303
6	74328069	74328320	7	218459	303
6	74405508	74538040	5	156535	303
6	74714236	74714528	7	217268	303
6	74779167	75400443	10	223786	303
6	74991982	74992376	7	217178	303
6	75239964	75443995	10	272243	303
6	75320165	75320431	7	218483	303
6	75352100	75361718	10	224583	303
6	75429462	75429559	9	264884	303
6	75558793	75560200	7	219736	303
6	75794042	75915767	5	111799	303;304
6	75947391	75960039	5	112695	304
6	75962640	75994684	5	112697	304
6	75994730	76006719	10	225793	304
6	76001575	76203454	5	118407	304
6	76028817	76029696	7	203489	304
6	76138123	76138189	9	263533	304
6	76164660	76168616	10	238156	304
6	76174839	76175286	7	217680	304
6	76209421	76209852	7	219722	304
6	76295838	76296177	7	220730	304
6	76311225	76427994	5	112701	304
6	76320674	76321661	2	217488	304
6	76458909	76629254	5	196586	304
6	76630832	76782395	5	112706	304
6	77232168	77303340	10	236635	304
6	77271045	77272307	10	280511	304
6	77370203	77372487	7	231762	304
6	77484700	77485577	10	271945	304
6	78053274	78053371	7	276064	304
6	78171470	78173490	5	135312	304
6	78205836	78206388	7	219253	304
6	78400375	78636691	5	269964	304
6	79314184	79315753	10	230309	304
6	79519432	79523020	10	229495	304
6	79577189	79656157	5	146243	304
6	79645584	79787953	5	146247	304
6	79671213	79671289	9	251969	304
6	79777409	79777855	7	217512	304
6	79910962	79944455	5	118418	304
6	79987822	79988144	7	220154	304
6	80036285	80036924	7	217786	304
6	80064160	80064430	7	218029	304
6	80115957	80116491	7	262048	304
6	80130014	80131022	10	231533	304
6	80146625	80146884	7	218748	304
6	80194708	80247175	5	135338	304
6	80262511	80262877	7	261970	304
6	80270849	80271319	10	272137	304
6	80341000	80413376	5	198478	304
