#chromosomeIndex	startPos	endPos	geneTypeIndex	geneId
4	84423852	84424187	7	239525
4	84457067	84527028	5	138678
4	84589663	84652908	10	249171
4	85165156	85166641	7	214980
4	85292546	85301342	10	248749
4	85413140	85419603	5	163623
4	85465457	85465672	7	258013
4	85504132	85572491	5	163624
4	85590763	85887544	5	163625
4	86167310	86168065	7	248725
4	86396267	86923823	5	138639
4	86643621	86643686	9	266421
4	86831631	86831696	9	265774
4	86911160	87515778	5	109339
4	87463635	87463705	9	266515
4	87515468	87736324	5	163629
4	87744621	87770416	5	145283
4	87791344	87792557	7	243312
4	87797358	87857354	5	163633
4	87797491	87797805	7	250202
4	87834419	87835970	7	251411
4	87856154	88062206	5	172493
4	87870821	87871265	7	235043
4	88081255	88161466	5	145332
4	88087996	88088886	7	248196
4	88128244	88129238	7	248180
4	88183083	88187974	10	250572
4	88221647	88221735	9	263981
4	88224941	88244058	5	170509
4	88257762	88312538	5	198189
4	88331796	88332540	7	249262
4	88343734	88380606	5	170502
4	88381959	88383432	10	272856
4	88394487	88452213	5	152583
4	88529681	88538062	5	152591
4	88571459	88585513	5	152592
4	88707072	88707523	7	249973
4	88720733	88733587	5	29559
4	88742563	88767969	5	152595
4	88812995	88815167	7	183199
4	88896802	88904578	5	118785
4	88928820	88998929	5	118762
4	89011416	89152474	5	118777
4	89084731	89085119	7	241853
4	89141721	89144989	7	251285
4	89178772	89205921	5	163644
4	89206094	89252573	10	246375
4	89299891	89364263	5	138642
4	89378268	89427314	5	138646
4	89415084	89415168	9	221079
4	89429742	89431554	7	249934
4	89442136	89444964	5	145337
4	89442199	89629693	5	138641
4	89442724	89442940	5	255072
4	89448311	89449321	7	249755
4	89617066	89619386	5	177432
4	89647106	90032549	5	138640
4	90032651	90036050	5	180346
4	90040435	90041022	10	270720
4	90157537	90229161	5	185477
4	90645250	90759466	5	145335
4	90800683	90875780	5	138722
4	91048686	92523064	5	184305
4	91604147	91604274	7	251401
4	91760054	91760188	7	187653
4	92806197	92806405	7	249891
4	92809037	92825486	10	249052
4	93103628	93105203	7	248817
4	93189918	93198226	10	249152
4	93218402	93225329	10	248511
4	93224773	94731308	5	152208
4	93623496	93623810	7	251449
4	93743137	93744069	7	249239
4	93805814	93806258	7	248750
4	94749904	94752115	5	172238
4	95038943	95128707	10	246541
4	95117091	95117664	7	250897
4	95128762	95212443	5	163104
4	95219686	95264027	5	163106
4	95290984	95291314	7	241103
4	95373008	95589378	5	163110
4	95596396	95623721	10	249951
4	95664951	95678684	10	249599
4	95679119	96079599	5	138696
4	96083655	96470357	5	182168
4	96566103	96566444	7	242936
4	96761170	96762625	5	163114
4	97133430	97134251	7	250655
4	97231852	97740015	10	248510
4	97823952	97824201	7	236764
4	98041852	98056210	10	253170
4	98105244	99064391	5	163116
4	98407957	98408047	9	271995
4	98837504	98838552	7	250293
4	98946541	98947391	7	242697
4	98969706	98970194	7	214904
4	99182535	99365012	5	138698
4	99330441	99330914	7	242318
4	99391518	99579780	5	168785
4	99634955	99635122	7	249764
4	99661893	99662382	7	227118
4	99792835	99851788	5	151247
4	99830688	99830999	2	249055
4	99851074	99851138	9	238449
4	99877133	99877918	7	214886
4	99897951	99898268	7	251437
4	99916771	99983964	5	164024
4	99918538	99918611	9	265213
4	99943462	99944282	7	250496
4	99988407	99989276	10	272777
4	99992129	100009952	5	197894
4	100044808	100078949	5	198099
4	100081671	100082802	2	249065
4	100123795	100140694	5	172955
4	100197524	100212185	5	187758
4	100226121	100273917	5	196616
4	100257649	100274184	5	248144
4	100333418	100356894	5	196344
4	100390755	100419855	0	250300
4	100432161	100463460	5	138813
4	100467866	100485189	5	145331
4	100484918	100545156	5	138823
4	100557686	100575805	5	248713
4	100737990	100791311	5	70190
4	100799493	100815647	5	109270
4	100817405	100867883	5	164031
4	100869243	100871545	5	164032
4	100911894	100912634	7	250403
4	100962998	100963261	7	248820
4	101051102	101051192	9	222196
4	101107027	101111939	5	145358
4	101316498	101801283	5	164035
4	101944566	102269435	5	138814
4	102251459	102251571	9	221265
4	102268937	102270040	10	254531
4	102332443	102995969	5	153064
4	102893580	102893955	7	251149
4	103172198	103352415	5	138821
4	103339759	103371167	10	248161
4	103382407	103383309	7	251572
4	103422486	103538459	5	109320
4	103487032	103487124	9	238553
4	103552645	103682151	5	109323
4	103583768	103584230	7	241981
4	103648431	103651878	7	230069
4	103649903	103651328	7	248971
4	103655515	103655769	7	224207
4	103672558	103673798	7	251288
4	103715540	103790053	5	109332
4	103790135	103810399	5	145354
4	103806205	103940896	5	164037
4	103817882	103819394	7	250651
4	103883113	103884484	7	249283
4	103941025	104006986	5	164038
4	104000592	104021040	5	164039
4	104026963	104119566	5	138778
4	104177316	104374815	10	248740
4	104472084	104480284	10	250920
4	104493246	104495239	7	251571
4	104507188	104640973	5	169836
4	104882773	104958080	10	249614
4	105151537	105332192	10	251170
4	105199264	105199348	9	215999
4	105389469	105416058	5	168772
4	105412033	105412111	9	272082
4	105478117	105490034	10	250670
4	105575031	105887950	10	248242
4	105807275	105808112	7	244470
4	105828514	106041157	10	248373
4	105918057	105918209	7	276992
4	106024048	106025161	7	251473
4	106058437	106061776	10	251259
4	106067032	106200973	5	168769
4	106290234	106395238	5	138777
4	106405855	106407237	7	249264
4	106447753	106448554	7	216425
4	106453632	106453787	7	250922
4	106473777	106629250	5	236699
4	106600207	106601251	7	248778
4	106603784	106817143	5	138785
4	106629935	106768885	5	138780
4	106815932	106925184	5	168743
4	106962756	107242652	5	145348
4	107236701	107270383	5	164022
4	107278642	107289982	5	250298
4	107336863	107336942	9	222333
4	107354781	107374605	10	249613
4	107757655	107758758	7	248915
4	107842959	108204963	5	155011
4	108124506	108125081	7	213522
4	108179857	108223027	10	251081
4	108511433	108641608	5	138801
4	108745719	108836203	5	164023
4	108852525	108874613	5	155016
4	108910870	108956331	5	138796
4	108968701	109090112	5	138795
4	109328999	109329734	7	239939
4	109336376	109337795	0	278589
4	109338861	109340919	7	250485
4	109459346	109541616	10	234492
4	109498228	109498296	9	266046
4	109541722	109551568	5	109475
4	109571740	109588976	5	198856
4	109663196	109684210	5	164089
4	109694769	109695176	7	249257
4	109709901	109710935	7	250185
4	109710356	109710418	9	265522
4	109731877	110223813	5	188517
4	110224191	110237291	10	246774
4	110267482	110268615	7	249465
4	110354928	110462052	5	138802
4	110409854	110409951	9	207988
4	110474399	110475250	7	225094
4	110476326	110476888	7	249965
4	110481361	110609882	5	5059
4	110594999	110595280	7	248785
4	110609778	110624739	5	138794
4	110631145	110651233	5	123739
4	110661850	110723335	5	205403
4	110736203	110736566	10	272795
4	110736666	110745896	5	109534
4	110749150	110765760	5	180245
4	110769358	110793471	5	183423
4	110800226	110801053	7	249681
4	110834040	110933422	5	138798
4	110967002	111120355	5	170522
4	111067530	111068404	7	248200
4	111173027	111173255	7	166530
4	111186021	111186173	7	250594
4	111212800	111214729	7	250304
4	111286889	111486441	5	138792
4	111320929	111321667	7	251464
4	111337054	111339660	7	251046
4	111516669	111536614	10	250103
4	111538579	111563279	5	164093
4	111715559	111718500	10	249519
4	111774532	111774626	9	251808
4	111781738	111781803	9	215961
4	111866265	111866955	7	251483
4	111984739	111985383	7	251312
4	112473010	112473329	7	241722
4	112561651	112569964	10	248656
4	112723957	112761042	10	250855
4	112725574	112730850	10	248432
4	112748037	112993854	10	249815
4	112989166	112989682	7	250556
4	112998754	112999556	7	250307
4	113037666	113038059	7	240459
4	113066553	113116412	5	174749
4	113092371	113092683	7	243280
4	113152893	113191203	5	138660
4	113194124	113194472	10	272567
4	113195698	113207059	5	145365
4	113206665	113363776	5	73331
4	113277291	113280975	7	251441
4	113377080	113378941	7	248697
4	113434672	113437328	5	178403
4	113451527	113451828	7	248439
4	113460489	113558151	5	138658
4	113486144	113486554	7	250966
4	113558120	113578748	5	174720
4	113569030	113569097	9	199169
4	113569160	113569227	9	199145
4	113569339	113569407	9	207927
4	113569519	113569586	9	199102
4	113606211	113606659	7	220924
4	113614203	113627966	10	250046
4	113614615	113614948	2	248633
4	113659828	113660262	7	241002
4	113709239	113710034	7	241741
4	113718206	113719847	7	250500
4	113739265	114304896	5	145362
4	113747463	113748763	7	234841
4	113802874	113803288	2	228814
4	114135202	114138326	2	196656
4	114372188	114683083	5	145349
4	114761206	114761392	7	250229
4	114821440	114900883	5	180801
4	115025094	115025381	7	248716
4	115519611	115599380	5	174607
4	115577915	115578010	9	207931
4	115634735	115636076	7	250215
4	115748919	116035032	5	138653
4	116064138	116064459	7	251308
4	116549968	116550863	7	250693
4	116685255	116685975	7	248488
4	116841863	116843134	7	250363
4	116843171	117218316	2	249259
4	116964563	116965201	7	250442
4	117115153	117115907	7	250627
4	117220032	117221476	5	270394
4	117300075	117300425	7	250272
4	117347139	117352048	7	248139
4	117410520	117436302	10	250791
4	117519317	117520767	7	213493
4	117779249	117780129	7	271053
4	118004710	118006732	5	174599
4	118171080	118171344	0	223605
4	118235753	118281795	10	224932
4	118281781	118294008	10	228358
4	118327322	118612343	10	236922
4	118334618	118335435	7	237684
4	118495667	118497329	2	213492
4	118755556	118791103	10	229565
4	118954773	119179803	5	164100
4	119114560	119115906	7	251463
4	119199864	119200978	10	269893
4	119201193	119274158	5	164099
4	119321669	119321989	7	230671
4	119381379	119381456	7	273716
4	119388745	119475255	1	154608
4	119512928	119554884	1	260404
4	119557125	119559937	7	248213
4	119561828	119562013	7	251155
4	119585242	119606496	10	281731
4	119606523	119636588	5	145388
4	119643978	119759838	5	150961
4	119771843	119982402	5	172403
4	119927187	119927556	7	249002
4	120056939	120108944	5	172399
4	120113928	120133799	2	178636
4	120133742	120216672	5	145390
4	120217574	120225600	5	164096
4	120238405	120243545	5	145384
4	120255484	120299388	0	250412
4	120312986	120316490	0	249244
4	120329122	120375793	1	283050
4	120330488	120331388	10	260091
4	120375946	120473180	1	245958
4	120377505	120378432	10	250950
4	120415550	120550146	5	138735
4	120720244	120725670	10	250772
4	120858712	120885053	1	250183
4	120860695	120885448	10	250392
4	120956188	120961770	10	253825
4	120976763	120988229	5	164109
4	121012201	121013437	7	250219
4	121263211	121263802	7	225665
4	121560245	121571951	10	249409
4	121606074	121844025	5	138738
4	121816649	121818238	7	251609
4	121956768	121994176	5	173376
4	121992584	122001631	10	250344
4	122039454	122039889	7	271302
4	122052563	122148621	5	50730
4	122250467	122302214	5	186867
4	122290588	122291500	7	213480
4	122323742	122323826	9	264927
4	122372696	122373122	7	224062
4	122589110	122618268	5	164111
4	122680088	122686582	5	164112
4	122722472	122738176	5	123737
4	122737599	122745088	5	145386
4	122745595	122791652	5	138686
4	122791738	122794003	10	261501
4	122800182	122872909	5	138741
4	122998995	122999473	7	237868
4	123073488	123283913	5	138688
4	123300121	123350957	5	164113
4	123372625	123377880	5	109471
4	123533783	123542224	5	138684
4	123649687	123653637	28	224786
4	123653857	123666098	5	181004
4	123736926	123737272	7	244083
4	123747863	123819391	5	138685
4	123748169	123748245	9	253069
4	123761498	123761845	7	240775
4	123809852	123844123	5	170917
4	123844229	124240605	5	145375
4	123928727	123928818	9	216154
4	124181104	124181273	7	250322
4	124317950	124324915	5	164056
4	124411423	124443261	10	249125
4	124426434	124448680	10	251526
4	124571422	124851561	10	249464
4	124666078	124666828	10	226655
4	124666905	124667381	7	228489
4	124783015	124783170	7	250458
4	124983617	124984145	7	250484
4	125070532	125173199	10	249837
4	125356905	125358275	7	248506
4	125384018	125384945	7	248565
4	125421097	125479589	10	261083
4	125585207	125633887	5	151458
4	126237554	126414087	5	196159
4	126597873	126673948	10	250149
4	126602332	126604823	7	251436
4	126644422	126645372	7	249555
4	126991863	126993159	10	251649
4	127027294	127028078	7	251005
4	127484664	127485931	7	223620
4	127964585	127998917	10	250945
4	128018046	128391724	10	248491
4	128414660	128414983	7	248209
4	128419482	128419962	7	249795
4	128544426	128647892	5	164066
4	128651533	128695454	5	151475
4	128702976	128761888	5	164070
4	128730325	128730632	7	282855
4	128733875	128734355	7	244021
4	128802016	128820350	5	142731
4	128838887	128887189	5	164073
4	128886461	128960866	5	164074
4	128982423	129144086	5	138709
4	128990169	128990767	7	241651
4	129076544	129077359	7	248394
4	129190392	129209984	5	164040
4	129213906	129440549	10	251432
4	129473745	129474571	10	273077
4	129489127	129491686	10	248187
4	129504154	129522562	10	248802
4	129689383	129691103	10	280711
4	129730778	129796379	5	77684
4	129786076	130014762	5	151466
4	129865783	129866111	7	275647
4	130014472	130037795	5	151470
4	130054261	130055253	7	251345
4	130057081	130060895	7	248958
4	130098541	130100249	7	251195
4	130220330	130226177	10	250193
4	130645326	130692636	10	246876
4	130692814	130876523	10	249618
4	130824165	130825318	7	234125
4	131297384	131307526	10	251326
4	131415828	131416440	7	248877
4	131424512	131425499	7	249018
4	131802182	131806796	10	250503
4	132033903	132034410	7	250213
4	132301168	132462552	10	250102
4	132461436	132461644	7	248715
4	132689388	132689733	7	249416
4	132694457	132712637	10	251676
4	132778498	132779068	7	184139
4	132851186	132897107	10	251555
4	132925965	133045186	10	251598
4	132948330	132949589	10	249463
4	133288941	133289634	7	251051
4	133356957	133368390	10	248369
4	133512244	133599658	10	251398
4	133513239	133513691	7	249038
4	133757927	133902832	10	251488
4	133906665	133909832	10	249513
4	133996466	134070271	10	250241
4	134045259	134047218	7	248735
4	134070470	134129761	5	138650
4	134482011	134482089	9	221637
4	134495721	134496363	0	250191
4	134792401	134931845	10	251388
4	134964622	134964708	9	266277
4	135117488	135122903	5	254535
4	135176328	135248628	10	251199
4	135248218	135249953	7	248191
4	135345022	135379007	10	251291
4	135680554	135738444	10	249000
4	135854044	135855286	10	249847
4	135865430	135865678	7	251228
4	135873414	135874044	7	241411
4	135966619	135968005	7	250144
4	135988388	136018813	10	248434
4	136034060	136044934	10	248456
4	136292332	136293079	7	250834
4	136292745	136292836	9	207849
4	136486272	136488312	7	248104
4	136713539	136727059	10	250865
4	136788138	136834835	10	248330
4	136925664	136926057	7	251492
4	137018952	137020395	10	261166
4	137039830	137316626	10	251567
4	137047064	137060029	10	250665
4	137276265	137277491	7	249311
4	137628333	137628416	9	264362
4	137717877	138133953	10	248869
4	138114910	138119521	10	250341
4	138149282	138149385	9	222526
4	138222155	138222341	7	250813
4	138346580	138347018	7	251440
4	138369241	138369655	7	213448
4	138440072	138453648	5	189184
4	138466885	138524584	10	251632
4	138566419	138576328	10	250126
4	138611631	138656131	10	250777
4	138728860	138737556	10	250034
4	138948576	139051863	10	248307
4	139085251	139163503	5	151012
4	139198269	139202938	10	249091
4	139220010	139233812	10	248397
4	139230865	139345498	10	251372
4	139346677	139358023	10	249381
4	139402409	139403250	7	248305
4	139481858	139483095	7	248795
4	139585879	139586723	10	250977
4	139694704	139722793	10	250501
4	139732832	139732920	9	238971
4	139845084	139845386	10	250577
4	139936943	139967093	5	151014
4	139938647	139938733	9	264953
4	139949266	140098372	5	109381
4	140036084	140036528	7	179967
4	140187317	140201492	5	137463
4	140188034	140223705	5	109390
4	140222609	140341187	5	164134
4	140347453	140352038	2	248863
4	140374386	140397763	5	172007
4	140417095	140527853	5	145391
4	140467420	140467881	7	249302
4	140539290	140544386	10	261268
4	140586922	140661899	5	85871
4	140619298	140619708	7	178458
4	140637907	141075338	5	196782
4	141178440	141306880	5	153130
4	141235317	141235704	7	249754
4	141287394	141288015	7	241923
4	141309609	141349122	5	153132
4	141363416	141419531	5	205301
4	141445312	141474924	5	179387
4	141480588	141489959	5	109424
4	141521555	141521729	7	248621
4	141541919	141677274	5	109436
4	141562994	141566643	7	249661
4	141677682	141679075	10	273472
4	141780961	142134031	5	170153
4	142142041	142155851	5	109445
4	142161893	142199943	10	248747
4	142240604	142253772	10	248810
4	142326326	142328740	7	250189
4	142351985	142352438	10	272632
4	142491084	142497230	10	250141
4	142557752	142655140	5	164136
4	142944313	143768585	5	109452
4	143208070	143208778	7	242134
4	143238391	143238699	7	250835
4	143435599	143440136	10	251248
4	143487172	143582103	10	249806
4	143966239	143967031	7	251300
4	144106070	144144983	5	170185
4	144207446	144251011	10	250969
4	144257915	144395721	5	109458
4	144264613	144264688	9	265623
4	144270428	144271270	7	228981
4	144345906	144347166	2	243175
4	144418565	144419279	7	250540
4	144434616	144478639	5	153147
4	144476235	144476736	2	248924
4	144480625	144482613	2	236296
4	144498455	144621828	5	183090
4	144681552	144683246	7	250345
4	144792020	144826716	5	197465
4	144832667	144833206	7	249741
4	144917257	144940498	5	250361
4	145030456	145792105	5	170180
4	145427052	145430153	10	261129
4	145493390	145494135	7	250504
4	145567173	145666423	5	164161
4	145753060	146019693	5	164162
4	145766777	145768496	7	249193
4	145772724	145795939	10	250406
4	145841865	145842316	7	251452
4	146019084	146050331	5	164163
4	146031990	146101313	5	164164
4	146190962	146191710	7	240992
4	146256415	146261573	10	272727
4	146296695	146297405	7	251333
4	146377157	146377996	7	248745
4	146402346	146479231	5	170365
4	146520261	146521704	10	248686
4	146539415	146581187	5	151611
4	146545311	146547187	7	249245
4	146601267	146692184	5	237136
4	146678779	146859787	5	151612
4	146973756	146977914	10	260303
4	146998998	147029309	10	251024
4	147030607	147043065	10	248809
4	147043356	147043436	9	216055
4	147096837	147121152	5	164167
4	147135667	147152030	5	250673
4	147175127	147443116	5	120519
4	147560045	147563626	5	151615
4	147560413	147560495	9	264323
4	147627790	147867034	5	137473
4	147878590	147896609	10	248346
4	147926644	147930297	10	260090
4	148265781	148265869	9	221369
4	148347126	148347503	7	241281
4	148379876	148380473	7	249004
4	148402069	148466106	5	151617
4	148427243	148427917	7	251254
4	148488758	148515739	10	251688
4	148538534	148593195	5	164168
4	148558936	148605381	5	164169
4	148653214	148993931	5	71205
4	148703746	148703819	9	264274
4	148837680	148838537	7	270387
4	148999913	149365850	5	151623
4	149447645	149448291	7	251418
4	149614184	149615475	10	250357
4	149624678	149624984	7	225176
4	149948597	149983674	10	249752
4	150068954	150070932	10	250252
4	150075447	150199275	10	248210
4	150273055	150817385	5	234828
4	150587209	150632301	10	250905
4	150711104	150711455	7	251482
4	150877360	150879724	10	250704
4	150999426	151178609	5	170390
4	151185683	151936879	5	198589
4	151343797	151344794	7	248521
4	151503074	151505845	5	181541
4	151560908	151561018	9	221235
4	151642133	151642630	7	183432
4	151948242	151948769	7	235606
4	152020725	152025804	5	145425
4	152023903	152246784	5	109686
4	152180655	152184001	0	249012
4	152198323	152212605	5	189099
4	152200182	152200344	0	250350
4	152254927	152274376	10	270265
4	152328703	152329987	10	251611
4	152330368	152584784	5	164142
4	152486875	152486961	9	221657
4	152591656	152682175	5	59691
4	152720652	152722500	10	249184
4	152808695	152812415	10	249708
4	152826084	152849800	10	249818
4	152840620	152865085	10	248991
4	153021906	153025872	10	245954
4	153067537	153099725	10	250706
4	153128573	153147022	10	251377
4	153149620	153149686	9	266244
4	153229435	153231135	10	270302
4	153239054	153239516	10	270883
4	153241696	153242196	10	270750
4	153242411	153457253	5	109670
4	153410479	153410568	9	264678
4	153457416	153460415	10	268471
4	153472429	153473516	7	243417
4	153535027	153535485	7	240669
4	153539784	153601317	5	170006
4	153690506	153700916	5	169989
4	153701089	153839615	5	164144
4	153717215	153717983	7	250980
4	153822118	153822231	9	252375
4	153848598	153849359	7	231841
4	153857504	153900848	5	137460
4	153955363	154012317	10	249022
4	154073494	154260472	5	109654
4	154228944	154229869	7	213406
4	154265801	154336270	5	121211
4	154281685	154281806	9	263596
4	154387498	154557863	5	121210
4	154561320	154602332	1	250771
4	154579724	154580805	7	248208
4	154622652	154626851	5	137462
4	154631277	154681387	5	145428
4	154701744	154710272	5	145423
4	154794519	154794603	9	252181
4	155140061	155140145	9	264137
4	155153189	155412868	5	197410
4	155295038	155295499	7	249200
4	155444639	155445959	7	250609
4	155456158	155471587	5	171566
4	155476360	155477137	7	248611
4	155484108	155492238	5	171564
4	155504278	155511918	5	171560
4	155525286	155534119	5	171557
4	155548097	155674270	5	121207
4	155645738	155646032	7	249074
4	155691720	155692068	7	249692
4	155702365	155749965	5	151962
4	156129781	156138230	5	185149
4	156207314	156208288	10	249924
4	156263810	156298122	5	164114
4	156302194	156302391	7	250205
4	156304259	156305254	7	250398
4	156306504	156306644	0	271606
4	156372769	156373557	0	249247
4	156373678	156374196	0	249770
4	156374201	156375955	0	248748
4	156376202	156377563	0	248548
4	156377790	156378133	0	249127
4	156378332	156379112	0	249698
4	156379113	156379792	0	248420
4	156380022	156380715	0	249386
4	156380856	156382389	0	251223
4	156382785	156383815	0	248907
4	156384025	156384975	0	251407
4	156436879	156438611	10	251244
4	156587863	156653501	5	164116
4	156680144	156728743	5	61918
4	156750881	156787425	5	256394
4	156775890	156841558	5	151790
4	156845270	156875069	5	256043
4	156927630	156928140	7	249013
4	157217713	157217798	9	221189
4	157507131	157511191	10	251511
4	157555646	157563606	10	251283
4	157607816	157613788	10	248912
4	157681606	157892546	5	145431
4	157893783	157894108	7	250622
4	157997209	158093242	5	109738
4	158125334	158287227	5	120251
4	158125614	158126007	7	249819
4	158281267	158281378	9	263738
4	158493642	158497306	10	234111
4	158509300	158509387	9	221618
4	158558839	158588196	10	249275
4	158736162	158736632	7	249627
4	158889564	158890767	0	250475
4	159045626	159094470	5	164125
4	159103977	159104545	7	251073
4	159122756	159176563	5	164124
4	159191530	159199828	2	251429
4	159236463	159574524	5	171509
4	159390738	159391854	7	248387
4	159587831	159593407	5	205208
4	159593277	159630775	5	171503
4	159630286	159644548	5	171497
4	159690290	159829201	5	52795
4	159814286	159959912	5	164123
4	159921298	159921442	9	221314
4	159928271	159928987	7	248988
4	159947291	159947679	7	249367
4	160025330	160281321	5	109756
4	160044785	160044836	9	266377
4	160049954	160050046	9	264105
4	160216866	160216935	9	216089
4	160296251	160296474	7	248552
4	160319685	160322398	10	250180
4	160587655	160698936	10	250488
4	161442981	161443463	7	250997
4	161460406	161507969	10	249425
4	161739574	161740021	7	242635
4	161925029	161925110	9	221362
4	162305049	163085187	5	168843
4	163243340	163245059	7	251253
4	163442834	163443193	7	248396
4	163661820	163663200	10	248431
4	163905947	163906568	7	251123
4	164031225	164088073	5	145414
4	164186727	164187735	7	250547
4	164245113	164265984	5	164128
4	164265091	164273086	5	164129
4	164303331	164303668	7	227283
4	164392245	164394898	5	151005
4	164415594	164441691	5	198498
4	164444444	164444538	9	264535
4	164445450	165305202	5	145416
4	164450923	164451849	10	273449
4	164853678	164854334	7	177803
4	165109463	165111519	7	250746
4	165118159	165118863	7	248546
4	165518871	165519128	7	251162
4	165646462	165647858	7	248162
4	165675216	165724947	5	248771
4	165798156	165820117	5	248329
4	165836717	165838135	7	250227
4	165841770	165842215	7	244146
4	165850646	165851103	7	221891
4	165854238	165854658	7	270960
4	165859474	165861142	0	248645
4	165864442	165865089	7	121089
4	165869231	165870590	7	236941
4	165875598	165898820	5	183439
4	165878100	165880274	5	250486
4	165889739	165891154	7	248632
4	165908417	165908939	7	248229
4	165928238	165929111	10	250887
4	165931611	165933003	7	250712
4	165933518	165933997	7	240674
4	165938039	165938585	7	276623
4	165947413	165948096	7	250430
4	165953105	165962896	5	176979
4	165967121	165967432	7	249617
4	165980300	165981706	5	250374
4	165991760	165992156	10	273097
4	165991760	166129701	5	170088
4	166128770	166244308	5	109466
4	166198964	166200831	5	229894
4	166248775	166264312	5	52802
4	166282346	166419472	5	109472
4	166307394	166307489	9	207559
4	166325219	166327502	7	251596
4	166438407	166438653	7	248287
4	166468684	166472212	7	248327
4	166585502	166586823	7	250725
4	166605791	166683930	10	249500
4	166794410	167025047	5	38295
4	167148917	167148984	9	266254
4	167309853	167447271	10	249675
4	167654535	168155947	5	196104
4	168228061	168229940	10	250150
4	168569581	168569947	7	248913
4	168663030	168663438	7	270336
4	169013666	169108841	5	109511
4	169137444	169239958	5	137628
4	169277886	169458937	5	181381
4	169418217	169849608	5	129116
4	169519391	169519908	7	229226
4	169676967	169677533	7	214676
4	169784921	169931426	5	145439
4	170015407	170192256	5	154447
4	170087423	170088268	7	214671
4	170314008	170533780	5	137601
4	170533784	170644824	5	109572
4	170650616	170679104	5	56050
4	170706345	170706431	9	264713
4	170712372	170712853	7	229204
4	170753804	170754514	7	248625
4	170838912	170897053	10	248319
4	170907748	170954182	5	198948
4	170981373	171012850	5	109576
4	171020969	171021255	7	248822
4	171062443	171063683	7	248739
4	171195070	171204230	10	250266
4	171264240	171293462	10	251061
4	171402846	171403346	7	250082
4	171502621	171526601	2	181359
4	171663620	171664869	10	250968
4	171735490	171735699	7	249943
4	171961753	171980314	10	248872
4	172034940	172035732	7	249525
4	172090360	172091093	7	248755
4	172210626	172219418	10	248339
4	172474151	172485418	10	251176
4	172523834	172559914	10	249297
4	172733405	173962710	5	174473
4	173301179	173301638	7	248637
4	174089904	174245118	5	109586
4	174189311	174189384	9	221296
4	174252846	174256276	5	164104
4	174291120	174298683	5	164105
4	174305852	174327531	5	164106
4	174340396	174341288	7	242882
4	174388984	174391192	10	261646
4	174446120	174451380	5	164107
4	174514823	174515707	10	261672
4	174537087	174538057	7	234801
4	174554879	174555522	7	213370
4	174798622	174834403	10	250043
4	174818403	174850676	10	250708
4	174845358	174912012	10	251216
4	175015811	175141549	10	248174
4	175056206	175075788	10	250957
4	175085592	175090064	10	251213
4	175157809	175205415	5	164117
4	175204828	175254531	5	164118
4	175276005	175297596	10	249875
4	175344946	175345015	9	265846
4	175411328	175444305	5	164120
4	175444852	175461495	2	250596
4	175457791	175461935	10	251584
4	175558065	175750465	5	145451
4	175750819	175899331	5	168594
4	175844964	175845189	7	250200
4	175848458	175848542	9	265493
4	175938167	175940365	7	249411
4	176207756	176211918	7	249284
4	176267509	176324261	10	248551
4	176379440	176387848	10	249945
4	176394153	176394259	9	221136
4	176415765	176417151	7	251174
4	176496019	176497291	7	248574
4	176554085	176923815	5	150625
4	176883212	176883636	7	248249
4	176933189	176935568	7	250372
4	176959234	176959339	9	264130
4	176986985	177103969	5	150627
4	177105789	177116822	5	150628
4	177134824	177198722	5	164122
4	177241115	177253396	5	129128
4	177552543	177554382	7	248480
4	177604689	177713881	5	150630
4	177787768	177796611	10	249458
4	177796856	177801759	10	250263
4	178163693	178169927	10	249008
4	178230990	178284097	5	109674
4	178351924	178363657	5	38002
4	178465631	178465718	9	221499
4	178607827	178612222	10	251416
4	178649911	178911904	10	231171
4	178650792	178829090	10	251504
4	179207849	179208439	7	241877
4	179990591	179990748	0	250839
4	180310288	180386459	10	250993
4	180778006	180778734	7	248921
4	181494617	181495180	7	251025
4	181652317	181680191	10	249883
4	181985242	182080302	10	248197
4	182158511	182158717	0	248770
4	182182314	182186182	10	249460
4	182443819	182444154	7	225356
4	182741172	182751126	10	251336
4	182826943	182827620	7	251433
4	183065140	183724177	5	218336
4	183090446	183090531	9	221227
4	183747381	183747518	9	221186
4	183802930	183803356	10	272646
4	183811213	183839089	5	129187
4	183949754	183950873	7	250636
4	183958818	183961272	2	230219
4	183996633	183997186	10	273180
4	184015576	184016209	10	272784
4	184018170	184020352	10	251359
4	184020446	184241930	5	151718
4	184239347	184241927	5	177300
4	184242917	184243579	5	185758
4	184301498	184302858	7	250292
4	184305706	184305773	9	263395
4	184340043	184340958	7	248376
4	184365744	184369351	5	168564
4	184404643	184405338	7	213434
4	184426147	184432249	5	168556
4	184438047	184438680	10	272744
4	184560788	184580378	5	182552
4	184580420	184634747	5	168538
4	184683268	184686874	10	283383
4	184718845	184944679	5	173320
4	184993556	184994192	7	250726
4	185009859	185142383	5	164303
4	185175662	185176483	7	240159
4	185188510	185188584	9	221523
4	185220282	185220793	7	227765
4	185261909	185275130	10	180712
4	185286336	185303460	10	249096
4	185308867	185395734	5	168310
4	185395956	185398458	10	271646
4	185427614	185458708	10	271538
4	185480329	185480937	7	249056
4	185505247	185546184	10	254233
4	185548850	185570663	5	164305
4	185570767	185616117	5	164306
4	185615772	185655287	5	151725
