reactomePathwayId	reactomePathwayName
381340	Transcriptional regulation of white adipocyte differentiation
381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
381753	Olfactory Signaling Pathway
381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)
382551	Transport of small molecules
382556	ABC-family proteins mediated transport
383280	Nuclear Receptor transcription pathway
388396	GPCR downstream signalling
388479	Vasopressin-like receptors
388841	Costimulation by the CD28 family
388844	Receptor-type tyrosine-protein phosphatases
389356	CD28 co-stimulation
389357	CD28 dependent PI3K/Akt signaling
389359	CD28 dependent Vav1 pathway
389397	Orexin and neuropeptides FF and QRFP bind to their respective receptors
389513	CTLA4 inhibitory signaling
389542	NADPH regeneration
389599	Alpha-oxidation of phytanate
389661	Glyoxylate metabolism and glycine degradation
389887	Beta-oxidation of pristanoyl-CoA
389948	PD-1 signaling
389957	Prefoldin mediated transfer of substrate  to CCT/TriC
389958	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding
389960	Formation of tubulin folding intermediates by CCT/TriC
389977	Post-chaperonin tubulin folding pathway
390247	Beta-oxidation of very long chain fatty acids
390450	Folding of actin by CCT/TriC
390466	Chaperonin-mediated protein folding
390471	Association of TriC/CCT with target proteins during biosynthesis
390522	Striated Muscle Contraction
390648	Muscarinic acetylcholine receptors
390650	Histamine receptors
390651	Dopamine receptors
390666	Serotonin receptors
390696	Adrenoceptors
390918	Peroxisomal lipid metabolism
391160	Signal regulatory protein family interactions
391251	Protein folding
391903	Eicosanoid ligand-binding receptors
391906	Leukotriene receptors
391908	Prostanoid ligand receptors
392023	Adrenaline signalling through Alpha-2 adrenergic receptor
392154	Nitric oxide stimulates guanylate cyclase
392170	ADP signalling through P2Y purinoceptor 12
392451	G beta:gamma signalling through PI3Kgamma
392499	Metabolism of proteins
392517	Rap1 signalling
392518	Signal amplification
392851	Prostacyclin signalling through prostacyclin receptor
397014	Muscle contraction
397795	G-protein beta:gamma signalling
399710	Activation of AMPA receptors
399719	Trafficking of AMPA receptors
399721	Glutamate binding, activation of AMPA receptors and synaptic plasticity
399954	Sema3A PAK dependent Axon repulsion
399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion
399956	CRMPs in Sema3A signaling
399997	Acetylcholine regulates insulin secretion
400042	Adrenaline,noradrenaline inhibits insulin secretion
400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
400253	Circadian Clock
400451	Free fatty acids regulate insulin secretion
400508	Incretin synthesis, secretion, and inactivation
400511	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)
400685	Sema4D in semaphorin signaling
416476	G alpha (q) signalling events
416482	G alpha (12/13) signalling events
416550	Sema4D mediated inhibition of cell attachment and migration
416572	Sema4D induced cell migration and growth-cone collapse
416700	Other semaphorin interactions
416993	Trafficking of GluR2-containing AMPA receptors
417957	P2Y receptors
417973	Adenosine P1 receptors
418038	Nucleotide-like (purinergic) receptors
418217	G beta:gamma signalling through PLC beta
418346	Platelet homeostasis
418359	Reduction of cytosolic Ca++ levels
418360	Platelet calcium homeostasis
418457	cGMP effects
418555	G alpha (s) signalling events
418592	ADP signalling through P2Y purinoceptor 1
418594	G alpha (i) signalling events
418597	G alpha (z) signalling events
418885	DCC mediated attractive signaling
418886	Netrin mediated repulsion signals
418889	via Dependence Receptors in the absence of ligand
418890	Role of second messengers in netrin-1 signaling
418990	Adherens junctions interactions
419037	NCAM1 interactions
419408	Lysosphingolipid and LPA receptors
419771	Opsins
419812	Calcitonin-like ligand receptors
420029	Tight junction interactions
420092	Glucagon-type ligand receptors
420499	Class C/3 (Metabotropic glutamate/pheromone receptors)
420597	Nectin/Necl  trans heterodimerization
421270	Cell-cell junction organization
421837	Clathrin derived vesicle budding
422085	Synthesis, secretion, and deacylation of Ghrelin
422356	Regulation of insulin secretion
422475	Axon guidance
425366	Transport of bile salts and organic acids, metal ions and amine compounds
425381	Bicarbonate transporters
425393	Transport of inorganic cations/anions and amino acids/oligopeptides
425397	Transport of vitamins, nucleosides, and related molecules
425407	SLC-mediated transmembrane transport
425410	Metal ion SLC transporters
425561	Sodium/Calcium exchangers
425986	Sodium/Proton exchangers
426048	Arachidonate production from DAG
426117	Cation-coupled Chloride cotransporters
426486	Small interfering RNA (siRNA) biogenesis
426496	Post-transcriptional silencing by small RNAs
427359	SIRT1 negatively regulates rRNA expression
427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression
427413	NoRC negatively regulates rRNA expression
427589	Type II Na+/Pi cotransporters
427601	Multifunctional anion exchangers
427652	Sodium-coupled phosphate cotransporters
427975	Proton/oligopeptide cotransporters
428157	Sphingolipid metabolism
428359	Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA
428540	Activation of RAC1
428542	Regulation of commissural axon pathfinding by SLIT and ROBO
428543	Inactivation of CDC42 and RAC1
428559	Proton-coupled neutral amino acid transporters
428643	Organic anion transporters
428890	Role of ABL in ROBO-SLIT signaling
428930	Thromboxane signalling through TP receptor
429593	Inositol transporters
429914	Deadenylation-dependent mRNA decay
429947	Deadenylation of mRNA
429958	mRNA decay by 3' to 5' exoribonuclease
430039	mRNA decay by 5' to 3' exoribonuclease
430116	GP1b-IX-V activation signalling
432030	Transport of glycerol from adipocytes to the liver by Aquaporins
432040	Vasopressin regulates renal water homeostasis via Aquaporins
432047	Passive transport by Aquaporins
432142	Platelet sensitization by LDL
432720	Lysosome Vesicle Biogenesis
432722	Golgi Associated Vesicle Biogenesis
433137	Sodium-coupled sulphate, di- and tri-carboxylate transporters
433692	Proton-coupled monocarboxylate transport
434316	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion
435354	Zinc transporters
435368	Zinc efflux and compartmentalization by the SLC30 family
437239	Recycling pathway of L1
438064	Post NMDA receptor activation events
438066	Unblocking of NMDA receptor, glutamate binding and activation
442380	Zinc influx into cells by the SLC39 gene family
442660	Na+/Cl- dependent neurotransmitter transporters
442717	CREB phosphorylation through the activation of CaMKK
442720	CREB phosphorylation through the activation of Adenylate Cyclase
442729	CREB phosphorylation through the activation of CaMKII
442742	CREB phosphorylation through the activation of Ras
442745	Activation of CaMK IV
442755	Activation of NMDA receptor and postsynaptic events
442982	Ras activation upon Ca2+ influx through NMDA receptor
444209	Free fatty acid receptors
444257	RSK activation
444411	Rhesus glycoproteins mediate ammonium transport.
444473	Formyl peptide receptors bind formyl peptides and many other ligands
444821	Relaxin receptors
445095	Interaction between L1 and Ankyrins
445144	Signal transduction by L1
445355	Smooth Muscle Contraction
445717	Aquaporin-mediated transport
445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex
446107	Type I hemidesmosome assembly
446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein
446199	Synthesis of Dolichyl-phosphate
446203	Asparagine N-linked glycosylation
446205	Synthesis of GDP-mannose
446210	Synthesis of UDP-N-acetyl-glucosamine
446219	Synthesis of substrates in N-glycan biosythesis
446343	Localization of the PINCH-ILK-PARVIN complex to focal adhesions
446353	Cell-extracellular matrix interactions
446388	Regulation of cytoskeletal remodeling and cell spreading by IPP complex components
446652	Interleukin-1 family signaling
446728	Cell junction organization
447038	NrCAM interactions
447041	CHL1 interactions
447043	Neurofascin interactions
447115	Interleukin-12 family signaling
448424	Interleukin-17 signaling
448706	Interleukin-1 processing
449147	Signaling by Interleukins
449836	Other interleukin signaling
450282	MAPK targets/ Nuclear events mediated by MAP kinases
450294	MAP kinase activation
450302	activated TAK1 mediates p38 MAPK activation
450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1
450341	Activation of the AP-1 family of transcription factors
450385	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA
450408	AUF1 (hnRNP D0) binds and destabilizes mRNA
450513	Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA
450520	HuR (ELAVL1) binds and stabilizes mRNA
450531	Regulation of mRNA stability by proteins that bind AU-rich elements
450604	KSRP (KHSRP) binds and destabilizes mRNA
451306	Ionotropic activity of kainate receptors
451307	Activation of Na-permeable kainate receptors
451308	Activation of Ca-permeable Kainate Receptor
451326	Activation of kainate receptors upon glutamate binding
451927	Interleukin-2 family signaling
452723	Transcriptional regulation of pluripotent stem cells
453274	Mitotic G2-G2/M phases
453276	Regulation of mitotic cell cycle
453279	Mitotic G1-G1/S phases
456926	Thrombin signalling through proteinase activated receptors (PARs)
480985	Synthesis of dolichyl-phosphate-glucose
499943	Interconversion of nucleotide di- and triphosphates
500657	Presynaptic function of Kainate receptors
500753	Pyrimidine biosynthesis
500792	GPCR ligand binding
512988	Interleukin-3, Interleukin-5 and GM-CSF signaling
525793	Myogenesis
532668	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
539107	Activation of E2F1 target genes at G1/S
549127	Organic cation transport
549132	Organic cation/anion/zwitterion transport
556833	Metabolism of lipids
561048	Organic anion transport
597592	Post-translational protein modification
606279	Deposition of new CENPA-containing nucleosomes at the centromere
611105	Respiratory electron transport
622312	Inflammasomes
622323	Presynaptic nicotinic acetylcholine receptors
622327	Postsynaptic nicotinic acetylcholine receptors
629587	Highly sodium permeable acetylcholine nicotinic receptors
629594	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors
629597	Highly calcium permeable nicotinic acetylcholine receptors
629602	Activation of Nicotinic Acetylcholine Receptors
674695	RNA Polymerase II Pre-transcription Events
727802	Transport of nucleotide sugars
749476	RNA Polymerase III Abortive And Retractive Initiation
774815	Nucleosome assembly
804914	Transport of fatty acids
844455	The NLRP1 inflammasome
844456	The NLRP3 inflammasome
844615	The AIM2 inflammasome
844623	The IPAF inflammasome
877300	Interferon gamma signaling
877312	Regulation of IFNG signaling
879415	Advanced glycosylation endproduct receptor signaling
879518	Transport of organic anions
880009	Interconversion of 2-oxoglutarate and 2-hydroxyglutarate
881907	Gastrin-CREB signalling pathway via PKC and MAPK
888568	GABA synthesis
888590	GABA synthesis, release, reuptake and degradation
888593	Reuptake of GABA
901032	ER Quality Control Compartment (ERQC)
901042	Calnexin/calreticulin cycle
909733	Interferon alpha/beta signaling
912446	Meiotic recombination
912526	Interleukin receptor SHC signaling
912631	Regulation of signaling by CBL
912694	Regulation of IFNA signaling
913531	Interferon Signaling
913709	O-linked glycosylation of mucins
916853	Degradation of GABA
917729	Endosomal Sorting Complex Required For Transport (ESCRT)
917937	Iron uptake and transport
917977	Transferrin endocytosis and recycling
918233	TRAF3-dependent IRF activation pathway
927802	Nonsense-Mediated Decay (NMD)
933541	TRAF6 mediated IRF7 activation
933542	TRAF6 mediated NF-kB activation
933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10
936440	Negative regulators of DDX58/IFIH1 signaling
936837	Ion transport by P-type ATPases
936964	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon
937039	IRAK1 recruits IKK complex
937041	IKK complex recruitment mediated by RIP1
937042	IRAK2 mediated activation of TAK1 complex
937061	TRIF(TICAM1)-mediated TLR4 signaling 
937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex
947581	Molybdenum cofactor biosynthesis
948021	Transport to the Golgi and subsequent modification
964739	N-glycan trimming and elongation in the cis-Golgi
964827	Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2
964975	Vitamins B6 activation to pyridoxal phosphate
975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling
975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation
975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation
975155	MyD88 dependent cascade initiated on endosome
975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation
975574	Reactions specific to the hybrid N-glycan synthesis pathway
975576	N-glycan antennae elongation in the medial/trans-Golgi
975577	N-Glycan antennae elongation
975578	Reactions specific to the complex N-glycan synthesis pathway
975634	Retinoid metabolism and transport
975871	MyD88 cascade initiated on plasma membrane
975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)
975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
977068	Termination of O-glycan biosynthesis
977225	Amyloid fiber formation
977347	Serine biosynthesis
977441	GABA A receptor activation
977442	GABA A (rho) receptor activation
977443	GABA receptor activation
977444	GABA B receptor activation
977606	Regulation of Complement cascade
982772	Growth hormone receptor signaling
983168	Antigen processing: Ubiquitination & Proteasome degradation
983169	Class I MHC mediated antigen processing & presentation
983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC
983189	Kinesins
983231	Factors involved in megakaryocyte development and platelet production
983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
983705	Signaling by the B Cell Receptor (BCR)
983712	Ion channel transport
991365	Activation of GABAB receptors
997269	Inhibition of adenylate cyclase pathway
997272	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits
1059683	Interleukin-6 signaling
1168372	Downstream signaling events of B Cell Receptor (BCR)
1169091	Activation of NF-kappaB in B cells
1169092	Activation of RAS in B cells
1169408	ISG15 antiviral mechanism
1169410	Antiviral mechanism by IFN-stimulated genes
1170546	Prolactin receptor signaling
1181150	Signaling by NODAL
1187000	Fertilization
1221632	Meiotic synapsis
1222352	Latent infection of Homo sapiens with Mycobacterium tuberculosis
1222387	Tolerance of reactive oxygen produced by macrophages
1222449	Mtb iron assimilation by chelation
1222499	Response of Mtb to phagocytosis
1222538	Tolerance by Mtb to nitric oxide produced by macrophages
1222541	Cell redox homeostasis
1222556	ROS, RNS production in phagocytes
1226099	Signaling by FGFR in disease
1227986	Signaling by ERBB2
1234158	Regulation of gene expression by Hypoxia-inducible Factor
1234162	Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha
1234174	Regulation of Hypoxia-inducible Factor (HIF) by oxygen
1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants
1236394	Signaling by ERBB4
1236973	Cross-presentation of particulate exogenous antigens (phagosomes)
1236974	ER-Phagosome pathway
1236975	Antigen processing-Cross presentation
1236977	Endosomal/Vacuolar pathway
1236978	Cross-presentation of soluble exogenous antigens (endosomes)
1237044	Erythrocytes take up carbon dioxide and release oxygen
1237112	Methionine salvage pathway
1247673	Erythrocytes take up oxygen and release carbon dioxide
1250196	SHC1 events in ERBB2 signaling
1250342	PI3K events in ERBB4 signaling
1250347	SHC1 events in ERBB4 signaling
1251932	PLCG1 events in ERBB2 signaling
1251985	Nuclear signaling by ERBB4
1253288	Downregulation of ERBB4 signaling
1257604	PIP3 activates AKT signaling
1266695	Interleukin-7 signaling
1266738	Developmental Biology
1268020	Mitochondrial protein import
1280215	Cytokine Signaling in Immune system
1280218	Adaptive Immune System
1295596	Spry regulation of FGF signaling
1296025	ATP sensitive Potassium channels
1296041	Activation of G protein gated Potassium channels
1296052	Ca2+ activated K+ channels
1296053	Classical Kir channels
1296059	G protein gated Potassium channels
1296061	HCN channels
1296065	Inwardly rectifying K+ channels
1296067	Potassium transport channels
1296071	Potassium Channels
1296072	Voltage gated Potassium channels
1296346	Tandem pore domain potassium channels
1299287	Tandem pore domain halothane-inhibited K+ channel (THIK)
1299308	Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)
1299316	TWIK-releated acid-sensitive K+ channel (TASK)
1299344	TWIK-related spinal cord K+ channel (TRESK)
1299361	TWIK-related alkaline pH activated K+ channel (TALK)
1299503	TWIK related potassium channel (TREK)
1300642	Sperm Motility And Taxes
1300644	Interaction With The Zona Pellucida
1300645	Acrosome Reaction
1300652	Sperm:Oocyte Membrane Binding
1306955	GRB7 events in ERBB2 signaling
1307965	betaKlotho-mediated ligand binding
1358803	Downregulation of ERBB2:ERBB3 signaling
1362277	Transcription of E2F targets under negative control by DREAM complex
1362300	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1
1362409	Mitochondrial iron-sulfur cluster biogenesis
1368071	NR1D1 (REV-ERBA) represses gene expression
1368082	RORA activates gene expression
1368108	BMAL1:CLOCK,NPAS2 activates circadian gene expression
1369007	Mitochondrial ABC transporters
1369062	ABC transporters in lipid homeostasis
1428517	The citric acid (TCA) cycle and respiratory electron transport
1430728	Metabolism
1433557	Signaling by SCF-KIT
1433559	Regulation of KIT signaling
1433617	Regulation of signaling by NODAL
1442490	Collagen degradation
1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane
1461957	Beta defensins
1461973	Defensins
1462054	Alpha-defensins
1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation
1474165	Reproduction
1474228	Degradation of the extracellular matrix
1474244	Extracellular matrix organization
1474290	Collagen formation
1475029	Reversible hydration of carbon dioxide
1480926	O2/CO2 exchange in erythrocytes
1482788	Acyl chain remodelling of PC
1482798	Acyl chain remodeling of CL
1482801	Acyl chain remodelling of PS
1482839	Acyl chain remodelling of PE
1482883	Acyl chain remodeling of DAG and TAG
1482922	Acyl chain remodelling of PI
1482925	Acyl chain remodelling of PG
1483076	Synthesis of CL
1483101	Synthesis of PS
1483115	Hydrolysis of LPC
1483148	Synthesis of PG
1483152	Hydrolysis of LPE
1483166	Synthesis of PA
1483171	Synthesis of BMP
1483191	Synthesis of PC
1483196	PI and PC transport between ER and Golgi membranes
1483206	Glycerophospholipid biosynthesis
1483213	Synthesis of PE
1483226	Synthesis of PI
1483248	Synthesis of PIPs at the ER membrane
1483249	Inositol phosphate metabolism
1483255	PI Metabolism
1483257	Phospholipid metabolism
1489509	DAG and IP3 signaling
1500620	Meiosis
1500931	Cell-Cell communication
1502540	Signaling by Activin
1538133	G0 and Early G1
1566948	Elastic fibre formation
1566977	Fibronectin matrix formation
1592230	Mitochondrial biogenesis
1592389	Activation of Matrix Metalloproteinases
1606322	ZBP1(DAI) mediated induction of type I IFNs
1606341	IRF3 mediated activation of type 1 IFN
1614517	Sulfide oxidation to sulfate
1614558	Degradation of cysteine and homocysteine
1614603	Cysteine formation from homocysteine
1614635	Sulfur amino acid metabolism
1630316	Glycosaminoglycan metabolism
1632852	Macroautophagy
1638074	Keratan sulfate/keratin metabolism
1638091	Heparan sulfate/heparin (HS-GAG) metabolism
1640170	Cell Cycle
1643685	Disease
1643713	Signaling by EGFR in Cancer
1650814	Collagen biosynthesis and modifying enzymes
1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)
1660499	Synthesis of PIPs at the plasma membrane
1660502	PIPs transport between early and late endosome membranes
1660508	PIPs transport between late endosome and Golgi membranes
1660510	PIPs transport between Golgi and plasma membranes
1660514	Synthesis of PIPs at the Golgi membrane
1660516	Synthesis of PIPs at the early endosome membrane
1660517	Synthesis of PIPs at the late endosome membrane
1660524	PIPs transport between plasma and early endosome membranes
1660537	PIPs transport between early endosome and Golgi membranes
1660661	Sphingolipid de novo biosynthesis
1660662	Glycosphingolipid metabolism
1663150	The activation of arylsulfatases
1679131	Trafficking and processing of endosomal TLR
1793185	Chondroitin sulfate/dermatan sulfate metabolism
1799339	SRP-dependent cotranslational protein targeting to membrane
1810476	RIP-mediated NFkB activation via ZBP1
1834941	STING mediated induction of host immune responses
1834949	Cytosolic sensors of pathogen-associated DNA 
1839117	Signaling by cytosolic FGFR1 fusion mutants
1839120	Signaling by FGFR1 amplification mutants
1839122	Signaling by activated point mutants of FGFR1
1839124	FGFR1 mutant receptor activation
1839126	FGFR2 mutant receptor activation
1839128	FGFR4 mutant receptor activation
1839130	Signaling by activated point mutants of FGFR3
1852241	Organelle biogenesis and maintenance
1855156	IPs transport between ER lumen and nucleus
1855167	Synthesis of pyrophosphates in the cytosol
1855170	IPs transport between nucleus and cytosol
1855183	Synthesis of IP2, IP, and Ins in the cytosol
1855184	IPs transport between cytosol and ER lumen
1855191	Synthesis of IPs in the nucleus
1855192	IPs transport between nucleus and ER lumen
1855196	IP3 and IP4 transport between cytosol and nucleus
1855204	Synthesis of IP3 and IP4 in the cytosol
1855215	IPs transport between ER lumen and cytosol
1855229	IP6 and IP7 transport between cytosol and nucleus
1855231	Synthesis of IPs in the ER lumen
1912399	Pre-NOTCH Processing in the Endoplasmic Reticulum
1912408	Pre-NOTCH Transcription and Translation
1912420	Pre-NOTCH Processing in Golgi
1912422	Pre-NOTCH Expression and Processing
1963640	GRB2 events in ERBB2 signaling
1963642	PI3K events in ERBB2 signaling
1971475	A tetrasaccharide linker sequence is required for GAG synthesis
1980143	Signaling by NOTCH1
1980145	Signaling by NOTCH2
1989781	PPARA activates gene expression
2022090	Assembly of collagen fibrils and other multimeric structures
2022377	Metabolism of Angiotensinogen to Angiotensins
2022854	Keratan sulfate biosynthesis
2022857	Keratan sulfate degradation
2022870	Chondroitin sulfate biosynthesis
2022923	Dermatan sulfate biosynthesis
2022928	HS-GAG biosynthesis
2023837	Signaling by FGFR2 amplification mutants
2024096	HS-GAG degradation
2024101	CS/DS degradation
2025928	Calcineurin activates NFAT
2028269	Signaling by Hippo
2029480	Fcgamma receptor (FCGR) dependent phagocytosis
2029481	FCGR activation
2029482	Regulation of actin dynamics for phagocytic cup formation
2029485	Role of phospholipids in phagocytosis
2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression
2033514	FGFR3 mutant receptor activation
2033515	t(4;14) translocations of FGFR3
2033519	Activated point mutants of FGFR2
2046104	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism
2046105	Linoleic acid (LA) metabolism
2046106	alpha-linolenic acid (ALA) metabolism
2122947	NOTCH1 Intracellular Domain Regulates Transcription
2122948	Activated NOTCH1 Transmits Signal to the Nucleus
2129379	Molecules associated with elastic fibres
2132295	MHC class II antigen presentation
2142670	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
2142688	Synthesis of 5-eicosatetraenoic acids
2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)
2142696	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)
2142700	Synthesis of Lipoxins (LX)
2142712	Synthesis of 12-eicosatetraenoic acid derivatives
2142753	Arachidonic acid metabolism
2142770	Synthesis of 15-eicosatetraenoic acid derivatives
2142789	Ubiquinol biosynthesis
2142816	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)
2142845	Hyaluronan metabolism
2142850	Hyaluronan biosynthesis and export
2151201	Transcriptional activation of mitochondrial biogenesis
2151209	Activation of PPARGC1A (PGC-1alpha) by phosphorylation
2160456	Phenylketonuria
2160916	Hyaluronan uptake and degradation
2161517	Abacavir transmembrane transport
2161522	Abacavir transport and metabolism
2161541	Abacavir metabolism
2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
2168880	Scavenging of heme from plasma
2172127	DAP12 interactions
2173782	Binding and Uptake of Ligands by Scavenger Receptors
2173788	Downregulation of TGF-beta receptor signaling
2173789	TGF-beta receptor signaling activates SMADs
2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)
2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity
2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
2179392	EGFR Transactivation by Gastrin
2187335	The retinoid cycle in cones (daylight vision)
2187338	Visual phototransduction
2197563	NOTCH2 intracellular domain regulates transcription
2206280	MPS IX - Natowicz syndrome
2206281	Mucopolysaccharidoses
2206282	MPS IIIB - Sanfilippo syndrome B
2206285	MPS VI - Maroteaux-Lamy syndrome
2206290	MPS IV - Morquio syndrome A
2206291	MPS IIIC - Sanfilippo syndrome C
2206292	MPS VII - Sly syndrome
2206296	MPS II - Hunter syndrome
2206302	MPS I - Hurler syndrome
2206305	MPS IIID - Sanfilippo syndrome D
2206307	MPS IIIA - Sanfilippo syndrome A
2206308	MPS IV - Morquio syndrome B
2214320	Anchoring fibril formation
2219528	PI3K/AKT Signaling in Cancer
2219530	Constitutive Signaling by Aberrant PI3K in Cancer
2243919	Crosslinking of collagen fibrils
2262749	Cellular response to hypoxia
2262752	Cellular responses to stress
2299718	Condensation of Prophase Chromosomes
2393930	Phosphate bond hydrolysis by NUDT proteins
2395516	Electron transport from NADPH to Ferredoxin
2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
2408499	Formation of selenosugars for excretion
2408508	Metabolism of ingested SeMet, Sec, MeSec into H2Se
2408517	SeMet incorporation into proteins
2408522	Selenoamino acid metabolism
2408550	Metabolism of ingested H2SeO4 and H2SeO3 into H2Se
2408552	Methylation of MeSeH for excretion
2408557	Selenocysteine synthesis
2424491	DAP12 signaling
2426168	Activation of gene expression by SREBF (SREBP)
2428924	IGF1R signaling cascade
2428928	IRS-related events triggered by IGF1R
2428933	SHC-related events triggered by IGF1R
2453864	Retinoid cycle disease events
2453902	The canonical retinoid cycle in rods (twilight vision)
2454202	Fc epsilon receptor (FCERI) signaling
2465910	MASTL Facilitates Mitotic Progression
2466712	Biosynthesis of A2E, implicated in retinal degradation
2467813	Separation of Sister Chromatids
2468052	Establishment of Sister Chromatid Cohesion
2470946	Cohesin Loading onto Chromatin
2473224	Antagonism of Activin by Follistatin
2474795	Diseases associated with visual transduction
2485179	Activation of the phototransduction cascade
2500257	Resolution of Sister Chromatid Cohesion
2514853	Condensation of Prometaphase Chromosomes
2514856	The phototransduction cascade
2514859	Inactivation, recovery and regulation of the phototransduction cascade
2534343	Interaction With Cumulus Cells
2555396	Mitotic Metaphase and Anaphase
2559580	Oxidative Stress Induced Senescence
2559582	Senescence-Associated Secretory Phenotype (SASP)
2559583	Cellular Senescence
2559584	Formation of Senescence-Associated Heterochromatin Foci (SAHF)
2559585	Oncogene Induced Senescence
2559586	DNA Damage/Telomere Stress Induced Senescence
2562578	TRIF-mediated programmed cell death
2564830	Cytosolic iron-sulfur cluster assembly
2565942	Regulation of PLK1 Activity at G2/M Transition
2586552	Signaling by Leptin
2644602	Signaling by NOTCH1 PEST Domain Mutants in Cancer
2644603	Signaling by NOTCH1 in Cancer
2644605	FBXW7 Mutants and NOTCH1 in Cancer
2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants
2644607	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling
2660825	Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant
2660826	Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant
2672351	Stimuli-sensing channels
2682334	EPH-Ephrin signaling
2691230	Signaling by NOTCH1 HD Domain Mutants in Cancer
2691232	Constitutive Signaling by NOTCH1 HD Domain Mutants
2730905	Role of LAT2/NTAL/LAB on calcium mobilization
2855086	Ficolins bind to repetitive carbohydrate structures on the target cell surface
2871796	FCERI mediated MAPK activation
2871809	FCERI mediated Ca+2 mobilization
2871837	FCERI mediated NF-kB activation
2892245	POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation
2892247	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation
2894858	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
2978092	Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate
2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus
2980736	Peptide hormone metabolism
2980766	Nuclear Envelope Breakdown
2980767	Activation of NIMA Kinases NEK9, NEK6, NEK7
2990846	SUMOylation
2993913	Clearance of Nuclear Envelope Membranes from Chromatin
2995383	Initiation of Nuclear Envelope Reformation
2995410	Nuclear Envelope Reassembly
3000157	Laminin interactions
3000170	Syndecan interactions
3000171	Non-integrin membrane-ECM interactions
