cytobandIndex	chromosomeIndex	startPos	endPos	cytobandSize	colourIndex	cytobandName	chromosomeArmIndex	firstTadIndex	lastTadIndex	gapSize	coefficientInit
400	8	99000000	101600000	2600000	4	8q22.2	16	1713	1718	0	1
401	8	101600000	106200000	4600000	7	8q22.3	16	1718	1723	0	1
402	8	106200000	110500000	4300000	2	8q23.1	16	1723	1728	0	1
403	8	110500000	112100000	1600000	7	8q23.2	16	1728	1730	0	1
404	8	112100000	117700000	5600000	0	8q23.3	16	1730	1734	0	1
405	8	117700000	119200000	1500000	7	8q24.11	16	1734	1735	0	1
406	8	119200000	122500000	3300000	1	8q24.12	16	1735	1740	0	1
407	8	122500000	127300000	4800000	7	8q24.13	16	1740	1746	0	1
408	8	127300000	131500000	4200000	1	8q24.21	16	1746	1751	0	1
409	8	131500000	136400000	4900000	7	8q24.22	16	1751	1757	0	1
410	8	136400000	139900000	3500000	2	8q24.23	16	1757	1762	0	1
411	8	139900000	146364022	6464022	7	8q24.3	16	1762	1770	10000000	1
412	9	0	2200000	2200000	7	9p24.3	17	1771	1774	0	1
413	9	2200000	4600000	2400000	4	9p24.2	17	1774	1776	0	1
414	9	4600000	9000000	4400000	7	9p24.1	17	1776	1782	0	1
415	9	9000000	14200000	5200000	2	9p23	17	1782	1788	0	1
416	9	14200000	16600000	2400000	7	9p22.3	17	1788	1790	0	1
417	9	16600000	18500000	1900000	4	9p22.2	17	1790	1793	0	1
418	9	18500000	19900000	1400000	7	9p22.1	17	1793	1795	0	1
419	9	19900000	25600000	5700000	0	9p21.3	17	1795	1799	0	1
420	9	25600000	28000000	2400000	7	9p21.2	17	1799	1803	0	1
421	9	28000000	33200000	5200000	0	9p21.1	17	1803	1809	0	1
422	9	33200000	36300000	3100000	10	9p13.3	17	1809	1810	0	1
423	9	36300000	38400000	2100000	4	9p13.2	17	1810	1813	0	1
424	9	38400000	41000000	2600000	7	9p13.1	17	1813	1818	0	1
425	9	41000000	43600000	2600000	1	9p12	17	1818	1820	0	1
426	9	43600000	47300000	3700000	7	9p11.2	17	1820	1827	0	1
427	9	47300000	49000000	1700000	5	9p11.1	17	1826	1827	0	1
428	9	49000000	50700000	1700000	5	9q11	18	1828	1828	0	1
429	9	50700000	65900000	15200000	3	9q12	18	1828	1829	0	1
430	9	65900000	68700000	2800000	7	9q13	18	1829	1833	0	1
431	9	68700000	72200000	3500000	4	9q21.11	18	1833	1838	0	1
432	9	72200000	74000000	1800000	7	9q21.12	18	1838	1842	0	1
433	9	74000000	79200000	5200000	1	9q21.13	18	1842	1846	0	1
434	9	79200000	81100000	1900000	7	9q21.2	18	1846	1849	0	1
435	9	81100000	84100000	3000000	1	9q21.31	18	1849	1852	0	1
436	9	84100000	86900000	2800000	7	9q21.32	18	1851	1855	0	1
437	9	86900000	90400000	3500000	1	9q21.33	18	1855	1859	0	1
438	9	90400000	91800000	1400000	7	9q22.1	18	1859	1861	0	1
439	9	91800000	93900000	2100000	4	9q22.2	18	1861	1865	0	1
440	9	93900000	96600000	2700000	7	9q22.31	18	1865	1868	0	1
441	9	96600000	99300000	2700000	4	9q22.32	18	1868	1871	0	1
442	9	99300000	102600000	3300000	7	9q22.33	18	1871	1876	0	1
443	9	102600000	108200000	5600000	0	9q31.1	18	1876	1881	0	1
444	9	108200000	111300000	3100000	7	9q31.2	18	1881	1883	0	1
445	9	111300000	114900000	3600000	4	9q31.3	18	1883	1889	0	1
446	9	114900000	117700000	2800000	7	9q32	18	1889	1895	0	1
447	9	117700000	122500000	4800000	2	9q33.1	18	1895	1901	0	1
448	9	122500000	125800000	3300000	7	9q33.2	18	1901	1907	0	1
449	9	125800000	130300000	4500000	4	9q33.3	18	1907	1913	0	1
450	9	130300000	133500000	3200000	7	9q34.11	18	1913	1918	0	1
451	9	133500000	134000000	500000	4	9q34.12	18	1918	1919	0	1
452	9	134000000	135900000	1900000	7	9q34.13	18	1919	1922	0	1
453	9	135900000	137400000	1500000	4	9q34.2	18	1921	1924	0	1
454	9	137400000	141213431	3813431	7	9q34.3	18	1924	1930	10000000	1
455	10	0	3000000	3000000	7	10p15.3	19	1931	1934	0	1
456	10	3000000	3800000	800000	4	10p15.2	19	1934	1935	0	1
457	10	3800000	6600000	2800000	7	10p15.1	19	1935	1937	0	1
458	10	6600000	12200000	5600000	2	10p14	19	1937	1943	0	1
459	10	12200000	17300000	5100000	7	10p13	19	1943	1949	0	1
460	10	17300000	18600000	1300000	2	10p12.33	19	1949	1952	0	1
461	10	18600000	18700000	100000	7	10p12.32	19	1951	1952	0	1
462	10	18700000	22600000	3900000	2	10p12.31	19	1952	1956	0	1
463	10	22600000	24600000	2000000	7	10p12.2	19	1956	1959	0	1
464	10	24600000	29600000	5000000	1	10p12.1	19	1959	1964	0	1
465	10	29600000	31300000	1700000	7	10p11.23	19	1964	1965	0	1
466	10	31300000	34400000	3100000	4	10p11.22	19	1965	1967	0	1
467	10	34400000	38000000	3600000	7	10p11.21	19	1967	1971	0	1
468	10	38000000	40200000	2200000	5	10p11.1	19	1971	1972	0	1
469	10	40200000	42300000	2100000	5	10q11.1	20	1973	1974	0	1
470	10	42300000	46100000	3800000	7	10q11.21	20	1974	1978	0	1
471	10	46100000	49900000	3800000	4	10q11.22	20	1978	1984	0	1
472	10	49900000	52900000	3000000	7	10q11.23	20	1984	1987	0	1
473	10	52900000	61200000	8300000	0	10q21.1	20	1987	1994	0	1
474	10	61200000	64500000	3300000	7	10q21.2	20	1994	1999	0	1
475	10	64500000	70600000	6100000	0	10q21.3	20	1999	2006	0	1
476	10	70600000	74900000	4300000	7	10q22.1	20	2006	2011	0	1
477	10	74900000	77700000	2800000	1	10q22.2	20	2011	2015	0	1
478	10	77700000	82000000	4300000	7	10q22.3	20	2015	2018	0	1
479	10	82000000	87900000	5900000	0	10q23.1	20	2018	2023	0	1
480	10	87900000	89500000	1600000	7	10q23.2	20	2023	2024	0	1
481	10	89500000	92900000	3400000	2	10q23.31	20	2024	2027	0	1
482	10	92900000	94100000	1200000	7	10q23.32	20	2027	2029	0	1
483	10	94100000	97000000	2900000	1	10q23.33	20	2029	2033	0	1
484	10	97000000	99300000	2300000	7	10q24.1	20	2033	2035	0	1
485	10	99300000	101900000	2600000	1	10q24.2	20	2035	2037	0	1
486	10	101900000	103000000	1100000	7	10q24.31	20	2037	2040	0	1
487	10	103000000	104900000	1900000	4	10q24.32	20	2040	2043	0	1
488	10	104900000	105800000	900000	7	10q24.33	20	2043	2044	0	1
489	10	105800000	111900000	6100000	0	10q25.1	20	2044	2048	0	1
490	10	111900000	114900000	3000000	7	10q25.2	20	2048	2051	0	1
491	10	114900000	119100000	4200000	2	10q25.3	20	2051	2057	0	1
492	10	119100000	121700000	2600000	7	10q26.11	20	2057	2061	0	1
493	10	121700000	123100000	1400000	1	10q26.12	20	2060	2062	0	1
494	10	123100000	127500000	4400000	7	10q26.13	20	2062	2067	0	1
495	10	127500000	130600000	3100000	1	10q26.2	20	2066	2069	0	1
496	10	130600000	135534747	4934747	7	10q26.3	20	2069	2074	10000000	1
497	11	0	2800000	2800000	7	11p15.5	21	2075	2079	0	1
498	11	2800000	10700000	7900000	1	11p15.4	21	2079	2089	0	1
499	11	10700000	12700000	2000000	7	11p15.3	21	2089	2092	0	1
500	11	12700000	16200000	3500000	1	11p15.2	21	2092	2097	0	1
501	11	16200000	21700000	5500000	7	11p15.1	21	2097	2104	0	1
502	11	21700000	26100000	4400000	0	11p14.3	21	2104	2107	0	1
503	11	26100000	27200000	1100000	7	11p14.2	21	2107	2109	0	1
504	11	27200000	31000000	3800000	2	11p14.1	21	2109	2113	0	1
505	11	31000000	36400000	5400000	7	11p13	21	2113	2119	0	1
506	11	36400000	43500000	7100000	0	11p12	21	2119	2125	0	1
507	11	43500000	48800000	5300000	7	11p11.2	21	2125	2133	0	1
508	11	48800000	51600000	2800000	2	11p11.12	21	2133	2138	0	1
509	11	51600000	53700000	2100000	5	11p11.11	21	2138	2139	0	1
510	11	53700000	55700000	2000000	5	11q11	22	2140	2142	0	1
511	11	55700000	59900000	4200000	2	11q12.1	22	2142	2147	0	1
512	11	59900000	61700000	1800000	7	11q12.2	22	2147	2150	0	1
513	11	61700000	63400000	1700000	4	11q12.3	22	2150	2152	0	1
514	11	63400000	65900000	2500000	7	11q13.1	22	2152	2156	0	1
515	11	65900000	68400000	2500000	4	11q13.2	22	2156	2160	0	1
516	11	68400000	70400000	2000000	7	11q13.3	22	2160	2163	0	1
517	11	70400000	75200000	4800000	1	11q13.4	22	2163	2170	0	1
518	11	75200000	77100000	1900000	7	11q13.5	22	2170	2171	0	1
519	11	77100000	85600000	8500000	0	11q14.1	22	2171	2180	0	1
520	11	85600000	88300000	2700000	7	11q14.2	22	2180	2183	0	1
521	11	88300000	92800000	4500000	0	11q14.3	22	2183	2187	0	1
522	11	92800000	97200000	4400000	7	11q21	22	2187	2193	0	1
523	11	97200000	102100000	4900000	0	11q22.1	22	2193	2199	0	1
524	11	102100000	102900000	800000	7	11q22.2	22	2199	2199	0	1
525	11	102900000	110400000	7500000	0	11q22.3	22	2199	2208	0	1
526	11	110400000	112500000	2100000	7	11q23.1	22	2208	2211	0	1
527	11	112500000	114500000	2000000	1	11q23.2	22	2211	2214	0	1
528	11	114500000	121200000	6700000	7	11q23.3	22	2214	2222	0	1
529	11	121200000	123900000	2700000	1	11q24.1	22	2222	2227	0	1
530	11	123900000	127800000	3900000	7	11q24.2	22	2226	2230	0	1
531	11	127800000	130800000	3000000	1	11q24.3	22	2230	2235	0	1
532	11	130800000	135006516	4206516	7	11q25	22	2235	2242	10000000	1
533	12	0	3300000	3300000	7	12p13.33	23	2243	2247	0	1
534	12	3300000	5400000	2100000	4	12p13.32	23	2247	2249	0	1
535	12	5400000	10100000	4700000	7	12p13.31	23	2249	2253	0	1
536	12	10100000	12800000	2700000	2	12p13.2	23	2253	2257	0	1
537	12	12800000	14800000	2000000	7	12p13.1	23	2257	2260	0	1
538	12	14800000	20000000	5200000	0	12p12.3	23	2260	2268	0	1
539	12	20000000	21300000	1300000	7	12p12.2	23	2268	2269	0	1
540	12	21300000	26500000	5200000	0	12p12.1	23	2269	2275	0	1
541	12	26500000	27800000	1300000	7	12p11.23	23	2275	2277	0	1
542	12	27800000	30700000	2900000	1	12p11.22	23	2277	2279	0	1
543	12	30700000	33300000	2600000	7	12p11.21	23	2279	2282	0	1
544	12	33300000	35800000	2500000	5	12p11.1	23	2282	2284	0	1
545	12	35800000	38200000	2400000	5	12q11	24	2285	2286	0	1
546	12	38200000	46400000	8200000	0	12q12	24	2286	2295	0	1
547	12	46400000	49100000	2700000	7	12q13.11	24	2295	2297	0	1
548	12	49100000	51500000	2400000	4	12q13.12	24	2297	2301	0	1
549	12	51500000	54900000	3400000	7	12q13.13	24	2301	2305	0	1
550	12	54900000	56600000	1700000	4	12q13.2	24	2304	2307	0	1
551	12	56600000	58100000	1500000	7	12q13.3	24	2307	2310	0	1
552	12	58100000	63100000	5000000	2	12q14.1	24	2310	2315	0	1
553	12	63100000	65100000	2000000	7	12q14.2	24	2315	2318	0	1
554	12	65100000	67700000	2600000	1	12q14.3	24	2318	2322	0	1
555	12	67700000	71500000	3800000	7	12q15	24	2322	2328	0	1
556	12	71500000	75700000	4200000	2	12q21.1	24	2327	2335	0	1
557	12	75700000	80300000	4600000	7	12q21.2	24	2335	2340	0	1
558	12	80300000	86700000	6400000	0	12q21.31	24	2340	2347	0	1
559	12	86700000	89000000	2300000	7	12q21.32	24	2347	2349	0	1
560	12	89000000	92600000	3600000	0	12q21.33	24	2349	2353	0	1
561	12	92600000	96200000	3600000	7	12q22	24	2353	2359	0	1
562	12	96200000	101600000	5400000	2	12q23.1	24	2359	2364	0	1
563	12	101600000	103800000	2200000	7	12q23.2	24	2364	2367	0	1
564	12	103800000	109000000	5200000	1	12q23.3	24	2367	2373	0	1
565	12	109000000	111700000	2700000	7	12q24.11	24	2373	2376	0	1
566	12	111700000	112300000	600000	4	12q24.12	24	2376	2377	0	1
567	12	112300000	114300000	2000000	7	12q24.13	24	2377	2379	0	1
568	12	114300000	116800000	2500000	1	12q24.21	24	2379	2382	0	1
569	12	116800000	118100000	1300000	7	12q24.22	24	2382	2384	0	1
570	12	118100000	120700000	2600000	1	12q24.23	24	2384	2387	0	1
571	12	120700000	125900000	5200000	7	12q24.31	24	2386	2394	0	1
572	12	125900000	129300000	3400000	1	12q24.32	24	2394	2396	0	1
573	12	129300000	133851895	4551895	7	12q24.33	24	2396	2402	10000000	1
574	13	0	4500000	4500000	3	13p13	25	2403	2403	0	1
575	13	4500000	10000000	5500000	6	13p12	25	2403	2403	0	1
576	13	10000000	16300000	6300000	3	13p11.2	25	2403	2403	0	1
577	13	16300000	17900000	1600000	5	13p11.1	25	2403	2403	0	1
578	13	17900000	19500000	1600000	5	13q11	26	2404	2405	0	1
579	13	19500000	23300000	3800000	7	13q12.11	26	2405	2408	0	1
580	13	23300000	25500000	2200000	4	13q12.12	26	2408	2411	0	1
581	13	25500000	27800000	2300000	7	13q12.13	26	2411	2414	0	1
582	13	27800000	28900000	1100000	4	13q12.2	26	2414	2416	0	1
583	13	28900000	32200000	3300000	7	13q12.3	26	2416	2421	0	1
584	13	32200000	34000000	1800000	1	13q13.1	26	2421	2423	0	1
585	13	34000000	35500000	1500000	7	13q13.2	26	2423	2424	0	1
586	13	35500000	40100000	4600000	2	13q13.3	26	2424	2429	0	1
587	13	40100000	45200000	5100000	7	13q14.11	26	2429	2434	0	1
588	13	45200000	45800000	600000	4	13q14.12	26	2434	2435	0	1
589	13	45800000	47300000	1500000	7	13q14.13	26	2435	2437	0	1
590	13	47300000	50900000	3600000	1	13q14.2	26	2437	2441	0	1
591	13	50900000	55300000	4400000	7	13q14.3	26	2441	2444	0	1
592	13	55300000	59600000	4300000	0	13q21.1	26	2444	2447	0	1
593	13	59600000	62300000	2700000	7	13q21.2	26	2447	2451	0	1
594	13	62300000	65700000	3400000	2	13q21.31	26	2451	2455	0	1
595	13	65700000	68600000	2900000	7	13q21.32	26	2455	2457	0	1
596	13	68600000	73300000	4700000	0	13q21.33	26	2457	2460	0	1
597	13	73300000	75400000	2100000	7	13q22.1	26	2460	2463	0	1
598	13	75400000	77200000	1800000	1	13q22.2	26	2463	2464	0	1
599	13	77200000	79000000	1800000	7	13q22.3	26	2464	2467	0	1
600	13	79000000	87700000	8700000	0	13q31.1	26	2467	2477	0	1
601	13	87700000	90000000	2300000	7	13q31.2	26	2476	2480	0	1
602	13	90000000	95000000	5000000	0	13q31.3	26	2480	2483	0	1
603	13	95000000	98200000	3200000	7	13q32.1	26	2483	2487	0	1
604	13	98200000	99300000	1100000	4	13q32.2	26	2487	2489	0	1
605	13	99300000	101700000	2400000	7	13q32.3	26	2489	2492	0	1
606	13	101700000	104800000	3100000	0	13q33.1	26	2492	2496	0	1
607	13	104800000	107000000	2200000	7	13q33.2	26	2496	2499	0	1
608	13	107000000	110300000	3300000	0	13q33.3	26	2499	2503	0	1
609	13	110300000	115169878	4869878	7	13q34	26	2503	2510	10000000	1
610	14	0	3700000	3700000	3	14p13	27	2511	2511	0	1
611	14	3700000	8100000	4400000	6	14p12	27	2511	2511	0	1
612	14	8100000	16100000	8000000	3	14p11.2	27	2511	2511	0	1
613	14	16100000	17600000	1500000	5	14p11.1	27	2511	2511	0	1
614	14	17600000	19100000	1500000	5	14q11.1	27	2512	2513	0	1
615	14	19100000	24600000	5500000	10	14q11.2	28	2513	2520	0	1
616	14	24600000	33300000	8700000	0	14q12	28	2520	2528	0	1
617	14	33300000	35300000	2000000	7	14q13.1	28	2528	2530	0	1
618	14	35300000	36600000	1300000	1	14q13.2	28	2530	2532	0	1
619	14	36600000	37800000	1200000	7	14q13.3	28	2532	2534	0	1
620	14	37800000	43500000	5700000	0	14q21.1	28	2534	2538	0	1
621	14	43500000	47200000	3700000	7	14q21.2	28	2538	2543	0	1
622	14	47200000	50900000	3700000	0	14q21.3	28	2543	2547	0	1
623	14	50900000	54100000	3200000	7	14q22.1	28	2547	2552	0	1
624	14	54100000	55500000	1400000	4	14q22.2	28	2552	2554	0	1
625	14	55500000	58100000	2600000	7	14q22.3	28	2553	2557	0	1
626	14	58100000	62100000	4000000	2	14q23.1	28	2557	2562	0	1
627	14	62100000	64800000	2700000	7	14q23.2	28	2562	2565	0	1
628	14	64800000	67900000	3100000	1	14q23.3	28	2565	2568	0	1
629	14	67900000	70200000	2300000	7	14q24.1	28	2567	2571	0	1
630	14	70200000	73800000	3600000	1	14q24.2	28	2570	2576	0	1
631	14	73800000	79300000	5500000	7	14q24.3	28	2576	2587	0	1
632	14	79300000	83600000	4300000	0	14q31.1	28	2586	2592	0	1
633	14	83600000	84900000	1300000	7	14q31.2	28	2592	2595	0	1
634	14	84900000	89800000	4900000	0	14q31.3	28	2594	2599	0	1
635	14	89800000	91900000	2100000	7	14q32.11	28	2599	2602	0	1
636	14	91900000	94700000	2800000	4	14q32.12	28	2601	2607	0	1
637	14	94700000	96300000	1600000	7	14q32.13	28	2607	2608	0	1
638	14	96300000	101400000	5100000	1	14q32.2	28	2608	2614	0	1
639	14	101400000	103200000	1800000	7	14q32.31	28	2614	2616	0	1
640	14	103200000	104000000	800000	1	14q32.32	28	2616	2618	0	1
641	14	104000000	107349540	3349540	10	14q32.33	28	2617	2623	10000000	1
642	15	0	3900000	3900000	3	15p13	29	2624	2624	0	1
643	15	3900000	8700000	4800000	6	15p12	29	2624	2624	0	1
644	15	8700000	15800000	7100000	3	15p11.2	29	2624	2624	0	1
645	15	15800000	19000000	3200000	5	15p11.1	29	2624	2624	0	1
646	15	19000000	20700000	1700000	5	15q11.1	29	2625	2627	0	1
647	15	20700000	25700000	5000000	7	15q11.2	29	2627	2632	0	1
648	15	25700000	28100000	2400000	1	15q12	30	2632	2634	0	1
649	15	28100000	30300000	2200000	7	15q13.1	30	2634	2637	0	1
650	15	30300000	31200000	900000	1	15q13.2	30	2637	2638	0	1
651	15	31200000	33600000	2400000	7	15q13.3	30	2638	2642	0	1
652	15	33600000	40100000	6500000	2	15q14	30	2642	2649	0	1
653	15	40100000	42800000	2700000	7	15q15.1	30	2649	2653	0	1
654	15	42800000	43600000	800000	4	15q15.2	30	2653	2654	0	1
655	15	43600000	44800000	1200000	7	15q15.3	30	2654	2655	0	1
656	15	44800000	49500000	4700000	2	15q21.1	30	2655	2660	0	1
657	15	49500000	52900000	3400000	7	15q21.2	30	2660	2663	0	1
658	15	52900000	59100000	6200000	2	15q21.3	30	2663	2669	0	1
659	15	59100000	59300000	200000	7	15q22.1	30	2669	2670	0	1
660	15	59300000	63700000	4400000	4	15q22.2	30	2670	2676	0	1
661	15	63700000	67200000	3500000	7	15q22.31	30	2676	2680	0	1
662	15	67200000	67300000	100000	4	15q22.32	30	2680	2680	0	1
663	15	67300000	67500000	200000	7	15q22.33	30	2680	2680	0	1
664	15	67500000	72700000	5200000	4	15q23	30	2680	2689	0	1
665	15	72700000	75200000	2500000	7	15q24.1	30	2689	2693	0	1
666	15	75200000	76600000	1400000	4	15q24.2	30	2693	2694	0	1
667	15	76600000	78300000	1700000	7	15q24.3	30	2694	2696	0	1
668	15	78300000	81700000	3400000	1	15q25.1	30	2696	2700	0	1
669	15	81700000	85200000	3500000	7	15q25.2	30	2700	2704	0	1
670	15	85200000	89100000	3900000	1	15q25.3	30	2704	2708	0	1
671	15	89100000	94300000	5200000	7	15q26.1	30	2707	2713	0	1
672	15	94300000	98500000	4200000	1	15q26.2	30	2713	2716	0	1
673	15	98500000	102531392	4031392	7	15q26.3	30	2716	2723	10000000	1
674	16	0	7900000	7900000	7	16p13.3	31	2724	2734	0	1
675	16	7900000	10500000	2600000	1	16p13.2	31	2734	2737	0	1
676	16	10500000	12600000	2100000	7	16p13.13	31	2737	2741	0	1
677	16	12600000	14800000	2200000	1	16p13.12	31	2741	2744	0	1
678	16	14800000	16800000	2000000	7	16p13.11	31	2744	2748	0	1
679	16	16800000	21200000	4400000	1	16p12.3	31	2748	2754	0	1
680	16	21200000	24200000	3000000	7	16p12.2	31	2754	2759	0	1
681	16	24200000	28100000	3900000	1	16p12.1	31	2759	2763	0	1
682	16	28100000	34600000	6500000	7	16p11.2	31	2763	2773	0	1
683	16	34600000	36600000	2000000	5	16p11.1	31	2773	2774	0	1
684	16	36600000	38600000	2000000	5	16q11.1	32	2775	2775	0	1
685	16	38600000	47000000	8400000	3	16q11.2	32	2775	2776	0	1
686	16	47000000	52600000	5600000	7	16q12.1	32	2776	2782	0	1
687	16	52600000	56700000	4100000	1	16q12.2	32	2782	2786	0	1
688	16	56700000	57400000	700000	7	16q13	32	2786	2786	0	1
689	16	57400000	66700000	9300000	0	16q21	32	2786	2795	0	1
690	16	66700000	70800000	4100000	7	16q22.1	32	2795	2802	0	1
691	16	70800000	72900000	2100000	1	16q22.2	32	2802	2803	0	1
692	16	72900000	74100000	1200000	7	16q22.3	32	2803	2803	0	1
693	16	74100000	79200000	5100000	2	16q23.1	32	2803	2808	0	1
694	16	79200000	81700000	2500000	7	16q23.2	32	2808	2809	0	1
695	16	81700000	84200000	2500000	1	16q23.3	32	2809	2811	0	1
696	16	84200000	87100000	2900000	7	16q24.1	32	2811	2816	0	1
697	16	87100000	88700000	1600000	4	16q24.2	32	2816	2818	0	1
698	16	88700000	90354753	1654753	7	16q24.3	32	2818	2820	10000000	1
699	17	0	3300000	3300000	7	17p13.3	33	2821	2827	0	1
700	17	3300000	6500000	3200000	1	17p13.2	33	2827	2830	0	1
701	17	6500000	10700000	4200000	7	17p13.1	33	2829	2837	0	1
702	17	10700000	16000000	5300000	2	17p12	33	2837	2842	0	1
703	17	16000000	22200000	6200000	7	17p11.2	33	2842	2850	0	1
704	17	22200000	24000000	1800000	5	17p11.1	33	2850	2851	0	1
705	17	24000000	25800000	1800000	5	17q11.1	33	2852	2853	0	1
706	17	25800000	31800000	6000000	7	17q11.2	34	2853	2862	0	1
707	17	31800000	38100000	6300000	1	17q12	34	2862	2869	0	1
708	17	38100000	38400000	300000	7	17q21.1	34	2869	2869	0	1
709	17	38400000	40900000	2500000	4	17q21.2	34	2869	2871	0	1
710	17	40900000	44900000	4000000	7	17q21.31	34	2871	2875	0	1
711	17	44900000	47400000	2500000	4	17q21.32	34	2875	2878	0	1
712	17	47400000	50200000	2800000	7	17q21.33	34	2877	2881	0	1
713	17	50200000	57600000	7400000	2	17q22	34	2881	2891	0	1
714	17	57600000	58300000	700000	7	17q23.1	34	2891	2892	0	1
715	17	58300000	61100000	2800000	2	17q23.2	34	2892	2895	0	1
716	17	61100000	62600000	1500000	7	17q23.3	34	2895	2896	0	1
717	17	62600000	64200000	1600000	1	17q24.1	34	2896	2898	0	1
718	17	64200000	67100000	2900000	7	17q24.2	34	2898	2902	0	1
719	17	67100000	70900000	3800000	2	17q24.3	34	2902	2906	0	1
720	17	70900000	74800000	3900000	7	17q25.1	34	2906	2911	0	1
721	17	74800000	75300000	500000	4	17q25.2	34	2911	2912	0	1
722	17	75300000	81195210	5895210	7	17q25.3	34	2912	2923	10000000	1
723	18	0	2900000	2900000	7	18p11.32	35	2924	2927	0	1
724	18	2900000	7100000	4200000	1	18p11.31	35	2927	2931	0	1
725	18	7100000	8500000	1400000	7	18p11.23	35	2931	2932	0	1
726	18	8500000	10900000	2400000	4	18p11.22	35	2932	2936	0	1
727	18	10900000	15400000	4500000	7	18p11.21	35	2936	2943	0	1
728	18	15400000	17200000	1800000	5	18p11.1	35	2943	2945	0	1
729	18	17200000	19000000	1800000	5	18q11.1	36	2946	2947	0	1
730	18	19000000	25000000	6000000	7	18q11.2	36	2947	2953	0	1
731	18	25000000	32700000	7700000	0	18q12.1	36	2953	2964	0	1
732	18	32700000	37200000	4500000	7	18q12.2	36	2964	2969	0	1
733	18	37200000	43500000	6300000	2	18q12.3	36	2969	2973	0	1
734	18	43500000	48200000	4700000	7	18q21.1	36	2973	2980	0	1
735	18	48200000	53800000	5600000	2	18q21.2	36	2980	2987	0	1
736	18	53800000	56200000	2400000	7	18q21.31	36	2987	2990	0	1
737	18	56200000	59000000	2800000	1	18q21.32	36	2990	2994	0	1
738	18	59000000	61600000	2600000	7	18q21.33	36	2994	2998	0	1
739	18	61600000	66800000	5200000	0	18q22.1	36	2998	3003	0	1
740	18	66800000	68700000	1900000	7	18q22.2	36	3003	3005	0	1
741	18	68700000	73100000	4400000	4	18q22.3	36	3005	3007	0	1
742	18	73100000	78077248	4977248	7	18q23	36	3007	3013	10000000	1
743	19	0	6900000	6900000	7	19p13.3	37	3014	3023	0	1
744	19	6900000	13900000	7000000	4	19p13.2	37	3023	3029	0	1
745	19	13900000	14000000	100000	7	19p13.13	37	3028	3029	0	1
746	19	14000000	16300000	2300000	4	19p13.12	37	3029	3033	0	1
747	19	16300000	20000000	3700000	7	19p13.11	37	3032	3037	0	1
748	19	20000000	24400000	4400000	3	19p12	37	3037	3040	0	1
749	19	24400000	26500000	2100000	5	19p11	37	3040	3041	0	1
750	19	26500000	28600000	2100000	5	19q11	37	3042	3044	0	1
751	19	28600000	32400000	3800000	3	19q12	38	3044	3047	0	1
752	19	32400000	35500000	3100000	7	19q13.11	38	3047	3050	0	1
753	19	35500000	38300000	2800000	4	19q13.12	38	3050	3052	0	1
754	19	38300000	38700000	400000	7	19q13.13	38	3052	3053	0	1
755	19	38700000	43400000	4700000	4	19q13.2	38	3053	3058	0	1
756	19	43400000	45200000	1800000	7	19q13.31	38	3058	3059	0	1
757	19	45200000	48000000	2800000	4	19q13.32	38	3058	3063	0	1
758	19	48000000	51400000	3400000	7	19q13.33	38	3063	3067	0	1
759	19	51400000	53600000	2200000	4	19q13.41	38	3067	3070	0	1
760	19	53600000	56300000	2700000	7	19q13.42	38	3070	3072	0	1
761	19	56300000	59128983	2828983	4	19q13.43	38	3072	3075	10000000	1
762	20	0	5100000	5100000	7	20p13	39	3076	3081	0	1
763	20	5100000	9200000	4100000	2	20p12.3	39	3081	3086	0	1
764	20	9200000	12100000	2900000	7	20p12.2	39	3086	3089	0	1
765	20	12100000	17900000	5800000	2	20p12.1	39	3089	3095	0	1
766	20	17900000	21300000	3400000	7	20p11.23	39	3095	3100	0	1
767	20	21300000	22300000	1000000	4	20p11.22	39	3100	3102	0	1
768	20	22300000	25600000	3300000	7	20p11.21	39	3101	3105	0	1
769	20	25600000	27500000	1900000	5	20p11.1	39	3105	3106	0	1
770	20	27500000	29400000	1900000	5	20q11.1	40	3107	3107	0	1
771	20	29400000	32100000	2700000	7	20q11.21	40	3107	3110	0	1
772	20	32100000	34400000	2300000	4	20q11.22	40	3110	3115	0	1
773	20	34400000	37600000	3200000	7	20q11.23	40	3115	3120	0	1
774	20	37600000	41700000	4100000	2	20q12	40	3120	3122	0	1
775	20	41700000	42100000	400000	7	20q13.11	40	3122	3123	0	1
776	20	42100000	46400000	4300000	4	20q13.12	40	3122	3130	0	1
777	20	46400000	49800000	3400000	7	20q13.13	40	3130	3135	0	1
778	20	49800000	55000000	5200000	2	20q13.2	40	3135	3141	0	1
779	20	55000000	56500000	1500000	7	20q13.31	40	3141	3142	0	1
780	20	56500000	58400000	1900000	1	20q13.32	40	3142	3145	0	1
781	20	58400000	63025520	4625520	7	20q13.33	40	3145	3149	10000000	1
782	21	0	2800000	2800000	3	21p13	41	3150	3150	0	1
783	21	2800000	6800000	4000000	6	21p12	41	3150	3150	0	1
784	21	6800000	10900000	4100000	3	21p11.2	41	3150	3153	0	1
785	21	10900000	13200000	2300000	5	21p11.1	41	3153	3154	0	1
786	21	13200000	14300000	1100000	5	21q11.1	42	3155	3156	0	1
787	21	14300000	16400000	2100000	7	21q11.2	42	3155	3157	0	1
788	21	16400000	24000000	7600000	0	21q21.1	42	3157	3164	0	1
