geneId	chromosomeIndex	startPos	endPos	geneTypeIndex	cytobandIndices	tadIndices	geneName	cancerGene	rppaIds	batch	reactomePathwayIds	orientation
135902	2	233390703	233401377	5	123	538;539	CHRND	0	.	15	629587	1
135903	2	223064607	223163715	5	120	526	PAX3	1	.	15	3214847	-1
135905	2	225629807	225907162	5	121	530;531	DOCK10	0	.	15	983231	-1
135912	2	219575568	219620139	5	119	523	TTLL4	0	.	15	8955332	1
135913	2	219314974	219433084	5	119	523	USP37	0	.	15	5689880	-1
135914	2	231972944	231989832	5	123	537	HTR2B	0	.	15	390666;416476	-1
135916	2	231729354	231743963	5	123	536	ITM2C	0	.	15	.	1
135917	2	228549926	228582728	5	122	533	SLC19A3	0	.	15	196819	-1
135919	2	224839829	224904036	5	120	528;529	SERPINE2	0	.	15	75205;140837;140875	-1
135924	2	220143989	220151622	5	119	524	DNAJB2	0	.	15	.	1
135925	2	219745085	219764303	5	119	523	WNT10A	1	.	15	373080;3238698	1
135926	2	219138915	219157309	5	119	523	TMBIM1	0	.	15	6798695	-1
135929	2	219646472	219680016	5	119	523	CYP27A1	0	.	15	193368;193775;193807;211976;5578996	1
135930	2	233414762	233448354	5	123	539	EIF4E2	1	.	15	1169408	1
135931	2	232063260	232239548	5	123	537	ARMC9	0	.	15	.	1
135932	2	231577560	231685790	5	123	536	CAB39	1	.	15	380972;6798695	1
135940	2	98262503	98264846	5	89	390	COX5B	0	.	15	611105;5628897	1
135945	2	100016938	100106497	5	89	391;392	REV1	1	.	15	110312;5655862;5656121;5656169	-1
135951	2	99613724	99771427	5	89	391	TSGA10	0	.	15	.	-1
135953	2	103332299	103353347	5	90	395	MFSD9	0	.	15	.	-1
135956	2	96914254	96931732	5	89	388	TMEM127	1	.	15	.	-1
135960	2	109510927	109605828	5	92	401	EDAR	0	.	15	5669034	-1
135966	2	105880848	105946491	5	90	397;398	TGFBRAP1	0	.	15	.	-1
135968	2	109065017	109125871	5	92	400	GCC2	0	.	15	6811440	1
135972	2	105654441	105716418	5	90	397	MRPS9	0	.	15	5368286;5389840;5419276	1
135973	2	105858200	105859506	5	90	397	GPR45	0	.	15	418555	1
135974	2	105953816	105965668	5	90	397;398	C2orf49	0	.	15	6784531	1
135976	2	97779233	97930258	5	89	389;390	ANKRD36	1	.	15	.	1
135999	2	149402009	149545137	5	103	442	EPC2	1	.	15	.	1
136002	2	131594489	131804836	5	97	423	ARHGEF4	0	.	15	193648;194840;416482	1
136003	12	108956358	108963160	5	564	2372;2373	ISCU	0	.	15	1362409	1
136010	12	105413562	105478355	5	564	2368	ALDH1L2	0	.	15	196757	-1
136011	12	103981051	104160505	5	564	2367;2368	STAB2	0	.	15	2160916;3000497	1
136014	12	95910336	95945266	5	561	2358	USP44	1	.	15	5689880	-1
136021	12	100660918	100735502	5	562	2363	SCYL2	0	.	15	.	1
136026	12	106631655	106698057	5	564	2369	CKAP4	0	.	15	381426;5683826;6798695;8957275	-1
136040	12	94542499	94701451	5	561	2355;2356	PLXNC1	1	.	15	416700	1
136044	12	105567074	105630016	5	564	2369	APPL2	0	.	15	.	-1
136045	12	108079509	108106944	5	564	2371;2372	PWP1	0	.	15	.	1
136048	12	102271129	102405908	5	563	2365;2366	DRAM1	0	.	15	.	1
136051	12	105501102	105562912	5	564	2368;2369	WASHC4	0	.	15	.	1
136052	12	105196331	105352522	5	564	2368	SLC41A2	0	.	15	425410	-1
136059	3	38029550	38048679	5	137	597;598	VILL	1	.	15	.	1
136068	3	57994127	58157978	5	144	625	FLNB	1	.	15	1169408	1
136098	13	52706775	52733996	5	591	2442	NEK3	0	.	15	.	-1
136099	13	53417024	53422776	5	591	2443	PCDH8	0	.	15	.	-1
136100	13	52986737	53024763	5	591	2442	VPS36	0	.	15	917729	-1
136104	13	51483814	51547881	5	591	2441	RNASEH2B	1	.	15	.	1
136108	13	53029564	53050763	5	591	2442	CKAP2	0	.	15	.	1
136110	13	53277399	53313947	5	591	2443	CNMD	0	.	15	.	-1
136111	13	75858801	76056250	5	598	2463;2464	TBC1D4	0	.	15	1445148	-1
136114	13	52951302	52980629	5	591	2442	THSD1	0	.	15	5083635;5173214	-1
136122	13	73301887	73330336	5	597	2460;2461	BORA	0	.	15	2565942	1
136141	13	47127303	47327175	5	589;590	2437;2438	LRCH1	0	.	15	.	1
136143	13	48510626	48575490	5	590	2438;2439	SUCLA2	0	.	15	71403	-1
136144	13	50106082	50159719	5	590	2440	RCBTB1	0	.	15	.	-1
136146	13	48627459	48669267	5	590	2438;2439	MED4	0	.	15	212436;381340;1989781	-1
136147	13	50069746	50103123	5	590	2440	PHF11	0	.	15	.	1
136149	13	55014839	55015450	7	591	2444	RPL13AP25	0	.	15	.	-1
136152	13	46039033	46110765	5	589	2436	COG3	0	169	15	6807878;6811438;6811440	1
136153	13	76194570	76434006	5	598	2464	LMO7	0	.	15	983168;8951664	1
136155	13	78109809	78219398	5	599	2465	SCEL	0	.	15	.	1
136156	13	48807294	48844493	5	590	2439	ITM2B	0	.	15	977225	1
136158	13	80910111	80915086	5	600	2468;2469	SPRY2	1	.	15	182971;1295596	-1
136159	13	48611703	48621358	5	590	2438;2439	NUDT15	0	.	15	2393930	1
136160	13	78469616	78493903	5	599	2466	EDNRB	1	.	15	375276;416476	-1
136161	13	49063095	49107392	5	590	2439	RCBTB2	0	.	15	.	-1
136167	13	46700055	46786006	5	589	2436	LCP1	1	.	15	8950505	-1
136169	13	50018510	50069139	5	590	2440	SETDB2	1	.	15	3214841	1
136193	7	29959719	30029905	5	337	1445;1446	SCRN1	0	.	15	.	-1
136197	7	42948325	42951904	5	339	1459;1460	C7orf25	0	.	15	.	-1
136205	7	47314752	47622156	5	341	1466;1467	TNS3	0	.	15	8875513	-1
136206	7	44040488	44049721	5	340	1462	SPDYE1	0	.	15	.	1
136213	7	2443195	2488118	5	328	1412;1413	CHST12	0	.	15	2022870	1
136231	7	23349828	23510086	5	334	1436	IGF2BP3	0	.	15	428359	-1
136235	7	23275586	23314727	5	334	1436	GPNMB	0	.	15	8857538	1
136237	7	22157856	22396763	5	334	1435	RAPGEF5	1	.	15	.	-1
136238	7	6414154	6443608	5	330	1415	RAC1	1	.	15	114604;164944;193648;194840;376172;389359;399954;399955;416482;416550;418885;428540;428543;445144;983231;1433557;1445148;2029482;2424491;2871796;3928662;3928664;3928665;4086400;4420097;5218920;5625740;5625900;5625970;5626467;5627123;5663213;5663220;5668599;5687128;6798695;8849471;8875555;9032759;9032845	1
136240	7	6485584	6523873	5	330	1415;1416	KDELR2	0	.	15	6807878;6811434	-1
136243	7	23221446	23240630	5	334	1436	NUPL2	0	.	15	159227;159230;159231;159236;165054;168271;168276;168325;168333;170822;180746;180910;191859;1169408;3108214;3232142;3301854;3371453;4085377;4551638;4570464;4615885;5578749;6784531	1
136244	7	22765503	22771621	5	334	1436	IL6	1	.	15	110056;112411;381426;1059683;2559582;6783783;6785807;8957275	1
136247	7	6617065	6629005	5	330	1416	ZDHHC4	0	.	15	.	1
136250	7	36552557	36764154	5	338	1454	AOAH	0	.	15	.	-1
136261	7	16685756	16746148	5	333	1427;1428	BZW2	0	.	15	.	1
136267	7	14184674	15014402	5	332	1425;1426	DGKB	1	.	15	114508	-1
136270	7	45139699	45151646	5	340	1463	TBRG4	0	.	15	.	-1
136271	7	44605016	44614650	5	340	1463	DDX56	0	.	15	.	-1
136273	7	47735328	48019178	5	341	1467	HUS1	1	.	15	69473;176187;5685938;5693607;5693616;6804756	-1
136274	7	45120037	45128513	5	340	1463	NACAD	0	.	15	.	-1
136279	7	44084239	44109055	5	340	1462	DBNL	0	.	15	264870;6794361;6798695	1
136280	7	45039074	45116068	5	340	1463	CCM2	0	.	15	.	1
136286	7	45002261	45018697	5	340	1463	MYO1G	1	.	15	.	-1
136295	7	2671585	2704436	5	328	1413	TTYH3	0	.	15	2672351	1
136297	7	4945620	4998844	5	330	1414	MMD2	0	.	15	.	-1
136305	14	24774302	24780636	5	616	2520	CIDEB	0	.	15	.	-1
136315	14	21387520	21388458	10	615	2516	AL355922.1	0	.	15	.	1
136319	14	20724717	20774153	5	615	2514;2515	TTC5	0	.	15	6804760	-1
136327	14	37049784	37051812	5	619	2532;2533	NKX2-8	0	.	15	.	-1
136352	14	36985597	36990354	5	619	2532;2533	NKX2-1	1	.	15	.	-1
136367	14	23990064	24025401	5	615	2518;2519	ZFHX2	0	.	15	.	-1
136371	15	80125927	80189721	5	668	2698	MTHFS	0	.	15	196757	-1
136378	15	79051545	79103773	5	668	2696;2697	ADAMTS7	1	.	15	5083635;5173214	-1
136379	15	80972025	81047962	5	668	2699	ABHD17C	0	.	15	.	1
136381	15	78729773	78793798	5	668	2696	IREB2	1	.	15	917937	1
136383	15	85359911	85416713	5	670	2704	ALPK3	0	.	15	.	1
136404	15	83776159	83813606	5	669	2703	TM6SF1	0	.	15	.	1
136425	15	78396948	78423886	5	668	2696	CIB2	0	.	15	.	-1
136436	17	46908350	46943884	5	711	2877	CALCOCO2	0	.	15	.	1
136444	17	48556161	48563336	5	712	2880	RSAD1	0	.	15	.	1
136448	17	43128978	43186384	5	710	2873;2874	NMT1	0	.	15	75108;162599;2514859	1
136449	17	48585745	48608862	5	712	2880	MYCBPAP	0	.	15	.	1
136450	17	56080721	56084707	5	713	2889	SRSF1	1	496;497	15	72163;72165;72187;109688;159236	-1
136451	17	56048908	56065620	5	713	2889	VEZF1	0	.	15	.	-1
136457	17	48541857	48546327	5	712	2880	CHAD	1	.	15	.	-1
136463	17	61678231	61685725	5	716	2895	TACO1	0	.	15	611105;5628897	1
136478	17	62224587	62340661	5	716	2896	TEX2	0	.	15	.	-1
136485	17	61627822	61671628	5	716	2895	DCAF7	0	.	15	390471;8951664	1
136487	17	61957575	61959295	5	716	2895;2896	GH2	1	.	15	982772;1170546	-1
136488	17	61972269	61974021	5	716	2896	CSH1	1	.	15	982772;1170546	-1
136490	17	61773262	61778532	5	716	2895	LIMD2	0	.	15	.	-1
136492	17	59758627	59940882	5	715	2894	BRIP1	1	.	15	69473;2564830;5685938;5685942;5693554;5693568;5693579;5693607;5693616;6804756	-1
136504	17	47865917	47912392	5	712	2878;2879	KAT7	1	.	15	3214847	1
136514	3	187086120	187089864	5	185	775	RTP4	0	.	15	381753	1
136518	3	179280668	179306196	5	182	764	ACTL6A	1	.	15	3214847;3214858;5689603;5696394;8939243	1
136521	3	179322478	179345435	5	182	764;765	NDUFB5	0	.	15	611105;6799198	1
136522	3	179306073	179322442	5	182	764;765	MRPL47	0	.	15	5368286;5389840;5419276	-1
136527	3	185633694	185655924	5	184	773	TRA2B	0	.	15	72163	-1
136531	2	166051503	166248820	5	108	458	SCN2A	0	.	15	445095;5576892	1
136535	2	162272605	162282381	5	107	455	TBR1	0	.	15	.	1
136536	2	160568968	160627538	5	107	453	MARCH7	0	.	15	.	1
136541	2	158175137	158184225	5	106	451	ERMN	0	.	15	.	-1
136542	2	158114110	158170723	5	106	450;451	GALNT5	0	.	15	913709	1
136546	2	167260083	167350757	5	108	458;459	SCN7A	0	.	15	445095;5576892	-1
136560	2	161993419	162092732	5	107	454;455	TANK	0	.	15	933541;936964;9013973	1
136573	8	11351510	11422113	5	374	1611;1612	BLK	0	.	15	983695;8939245	1
136574	8	11534468	11617511	5	374	1612	GATA4	0	.	15	400511;983231;2032785;5578768	1
136603	3	170075466	170114623	5	179	756	SKIL	1	.	16	2173795	1
136628	1	220141943	220220000	5	56	244	EPRS	0	.	16	379716;2408517;6782315	-1
136630	1	221052742	221058401	5	56	246	HLX	0	.	16	.	1
136631	1	150039350	150117505	5	38	160	VPS45	0	.	16	983231;6811438	1
136634	1	206940947	206945839	5	53	232	IL10	1	.	16	6783783;6785807;8950505	-1
136636	1	215740735	215795149	5	56	241	KCTD3	0	.	16	.	1
136643	1	213224575	213448116	5	55	239;240	RPS6KC1	0	.	16	.	1
136682	2	114195268	114253766	5	93	405;406	CBWD2	0	.	16	.	1
136688	2	113730780	113743242	5	93	404	IL36G	0	.	16	9014826	1
136689	2	113864791	113891593	5	93	404;405	IL1RN	0	.	16	6783783;9020702	1
136694	2	113763038	113765621	5	93	404	IL36A	0	.	16	9014826	1
136695	2	113816215	113822959	5	93	404;405	IL36RN	0	.	16	9014826	1
136696	2	113779668	113810444	5	93	404;405	IL36B	0	.	16	9014826	-1
136697	2	113825547	113833427	5	93	404;405	IL1F10	0	.	16	9007892;9014826	1
136698	2	131349741	131357148	5	97	423	CFC1	0	.	16	1181150;1433617	-1
136699	2	130908965	130940323	5	97	422	SMPD4	0	.	16	1660662	-1
136709	2	128458596	128568761	5	96	421;422	WDR33	0	.	16	72163;72187;77595;109688;159231	-1
136710	2	131095814	131099922	5	97	422	CCDC115	0	.	16	.	-1
136715	2	128698791	128785694	5	96	422	SAP130	1	.	16	427413;3214847	-1
136717	2	127805603	127864931	5	96	420;421	BIN1	0	.	16	8856828	-1
136718	2	131099798	131105383	5	97	422	IMP4	1	.	16	6790901;6791226	1
136720	2	128994290	129076151	5	96	422	HS6ST1	1	.	16	2022928	-1
136731	2	128848774	128953251	5	96	422	UGGT1	0	.	16	901032	1
136732	2	127413509	127454251	5	96	420	GYPC	0	.	16	202733	1
136738	10	17686124	17757913	5	460	1949	STAM	1	.	16	182971;917729;5689901;6807004;8856825;8856828;8875360	1
136750	10	26505236	26593487	5	464	1961	GAD2	0	.	16	888568;888590	1
136754	10	27035522	27150016	5	464	1962	ABI1	1	.	16	2029482;4420097;5663213	-1
136758	10	27399041	27444195	5	464	1962	YME1L1	0	.	16	8949664	-1
136770	10	22045466	22292698	5	462	1955;1956	DNAJC1	1	.	16	.	-1
136783	9	107509969	107522403	5	443	1880;1881	NIPSNAP3A	0	.	16	.	1
136802	9	131644391	131680318	5	450	1915	LRRC8A	0	.	16	5223345	1
136807	9	130547958	130553066	5	450	1914	CDK9	1	.	16	75955;112382;167152;167200;167238;167243;167246;167287;167290;176034;674695;2173796;6796648;6807505;9018519	1
136810	9	113006091	113018920	5	445	1886	TXN	0	.	16	499943;844456;2559580;3299685;5628897;5676934	-1
136811	9	131217465	131263571	5	450	1915	ODF2	0	.	16	380259;380270;380284;380320;2565942;5620912;8854518	1
136813	9	114122972	114247025	5	445	1887;1888	KIAA0368	0	.	16	.	-1
136816	9	132565432	132573560	5	450	1917	TOR1B	0	.	16	8856825	1
136819	9	132589569	132598142	5	450	1917	C9orf78	0	.	16	.	-1
136824	9	106856541	106903698	5	443	1880	SMC2	0	.	16	2299718;2514853	1
136826	9	110247133	110252763	5	444	1883	KLF4	1	.	16	381340;422085;452723	-1
136827	9	132575223	132586413	5	450	1917	TOR1A	0	.	16	8856825	-1
136828	9	129677053	129985445	5	449	1911;1912	RALGPS1	0	.	16	.	1
136830	9	130267618	130341268	5	449;450	1913	FAM129B	0	.	16	.	-1
136834	9	125239237	125240205	5	448	1906	OR1J1	0	.	16	381753	-1
136839	9	107379529	107380485	5	443	1880	OR13C9	0	.	16	381753	-1
136840	9	130670165	130679317	5	450	1914	ST6GALNAC4	0	.	16	977068;4085001	-1
136842	9	100263462	100364030	5	442	1873	TMOD1	0	.	16	390522	1
136848	9	124329336	124547809	5	448	1904	DAB2IP	1	.	16	5658442;6802949	1
136854	9	130341649	130458306	5	450	1913	STXBP1	0	.	16	181429;181430;210500;212676;264642;422356;888590;6794361	1
136856	9	130159417	130170703	5	449	1912;1913	SLC2A8	0	.	16	189200;8856825;8856828	1
136859	9	129849611	129885162	5	449	1911	ANGPTL2	0	.	16	.	-1
136861	9	123151147	123342448	5	448	1901;1902	CDK5RAP2	0	.	16	380259;380270;380284;380320;2565942;5620912;8854518	-1
136866	9	115800660	115819039	5	446	1890	ZFP37	0	.	16	212436	-1
136867	9	115913222	115926417	5	446	1890;1891	SLC31A2	0	.	16	.	1
136868	9	115983842	116026772	5	446	1890;1891	SLC31A1	0	.	16	425410	1
136869	9	120466610	120479149	5	447	1899	TLR4	1	.	16	140534;166016;166058;166166;936964;937041;937072;975163;1236974;2562578;5602498;5603041;5686938;9014325	1
136870	9	104161155	104172942	5	443	1877	ZNF189	0	.	16	212436	1
136872	9	104182860	104198105	5	443	1877	ALDOB	0	.	16	70171;70263;70350;5657560	-1
136874	9	102668915	102732623	5	443	1876	STX17	0	.	16	204005	1
136875	9	116037623	116055185	5	446	1891	PRPF4	0	.	16	72163	1
136877	9	130556876	130576606	5	450	1914	FPGS	0	.	16	196757	1
136878	9	132596977	132644117	5	450	1917	USP20	0	.	16	5689880	1
136881	9	104122699	104145801	5	443	1877	BAAT	0	.	16	159418;193368;9033241	-1
136883	9	116848406	116861571	5	446	1893	KIF12	0	.	16	983189;6811434	-1
136888	9	117350026	117360653	5	446	1894	ATP6V1G1	1	.	16	77387;917977;983712;1222556	1
136891	9	103064359	103115221	5	443	1876	TEX10	1	.	16	6791226	-1
136895	9	129986544	130155939	5	449	1912	GARNL3	0	.	16	.	1
136897	9	104149915	104160896	5	443	1877	MRPL50	0	.	16	5368286;5389840;5419276	-1
136908	9	130697378	130700763	5	450	1914	DPM2	0	.	16	162699;162710;4719377	-1
136918	9	127615696	127620169	5	449	1910	WDR38	0	.	16	.	1
136925	9	100362362	100395857	5	442	1873	TSTD2	0	.	16	.	-1
136928	9	101050364	101471479	5	442	1874	GABBR2	1	.	16	418594;420499;977444;997272;1296041	-1
136929	9	100689073	100707138	5	442	1874	HEMGN	0	.	16	.	-1
136930	9	127115745	127177723	5	449	1909	PSMB7	0	.	16	68827;68949;69017;69229;69481;69601;174084;174113;174154;174178;174184;180534;180585;187577;195253;202424;211733;349425;350562;382556;450408;983168;1169091;1234176;1236974;1236978;2467813;2871837;4608870;4641257;4641258;5358346;5362768;5607761;5607764;5610780;5610783;5610785;5632684;5658442;5668541;5676590;5678895;5687128;5689603;5689880;6798695;8852276;8854050;8939236;8939902;8941858;8948751;8951664;9010553;9020702;9604323	-1
136931	9	127243515	127269709	5	449	1909	NR5A1	0	.	16	383280;452723;4090294	-1
136932	9	100666771	100684852	5	442	1874	TRMO	0	.	16	.	-1
136933	9	127962821	127996437	5	449	1910	RABEPK	0	.	16	6811440	1
136935	9	127640636	127710771	5	449	1910	GOLGA1	0	.	16	6811440	-1
136936	9	100437191	100459639	5	442	1873;1874	XPA	1	.	16	5696395;5696400;6781823;6782135	-1
136937	9	100395908	100436030	5	442	1873;1874	NCBP1	0	.	16	72086;72163;72165;72187;72203;77588;77595;109688;111367;112382;113418;159227;159230;159231;159236;167152;167158;167200;167242;191859;674695;975956;975957;6803529;6807505;8851708;9010553	1
136938	9	100745643	100778225	5	442	1874	ANP32B	1	.	16	.	1
136939	9	125486269	125487204	5	448	1906	OR1L4	0	.	16	381753	1
136940	9	125560668	125590910	5	448	1906	PDCL	0	.	16	6814122	-1
136942	9	127620159	127624260	5	449	1910	RPL35	0	.	16	72689;72706;72764;156827;156902;192823;975956;975957;1799339;2408557;6791226;9010553	-1
136943	9	99791961	99801925	5	442	1872	CTSV	1	.	16	1236977;1474228;1592389;1679131;2022090;2132295;8939242	-1
136944	9	129376722	129463311	5	449	1910	LMX1B	0	.	16	.	1
136950	9	127624409	127640012	5	449	1910	ARPC5L	0	.	16	.	1
136960	8	120569326	120685693	5	406	1736	ENPP2	0	.	16	199220	-1
136982	8	120846216	120868250	5	406	1737	DSCC1	0	.	16	.	-1
136986	8	124025404	124054663	5	407	1742	DERL1	0	.	16	382556;532668;5678895;8866654	-1
136997	8	128747680	128753680	5	408	1747;1748	MYC	1	117;118	16	69202;69656;201722;1362277;2122947;2173796;2644606;2894862;4086398;4411364;4641265;5687128;5689880;6785807;8866911;8951430;9018519	1
136999	8	120428546	120436593	5	406	1736	NOV	0	.	16	.	1
137033	9	6215786	6257983	5	414	1780	IL33	0	.	16	1257604;5689880;6811558;9014843	1
137038	9	7796490	7888380	5	414	1782	DMAC1	0	.	16	.	-1
137040	9	6011043	6015625	5	414	1780	RANBP6	1	.	16	.	-1
137054	9	37485932	37503694	5	423	1812	POLR1E	0	.	16	73762;73772;73777;73863;427413;5250924	1
137055	9	26904081	26947461	5	420	1801	PLAA	0	.	16	.	-1
137070	9	34650699	34661889	5	422	1810	IL11RA	1	.	16	6788467	1
137073	9	33921691	34048947	5	422	1809	UBAP2	0	.	16	.	-1
137074	9	32972604	33025166	5	421	1808;1809	APTX	0	.	16	.	-1
137075	9	36336393	36487545	5	423	1810;1811	RNF38	0	.	16	.	-1
137076	9	35696945	35732392	5	422	1810	TLN1	1	.	16	114608;354192;354194;372708;381038;399955;445355;5674135;6802946;6802948;6802949;6802952;6802955	-1
137077	9	34709002	34710121	5	422	1810	CCL21	1	.	16	380108;418594	-1
137078	9	35649292	35650947	5	422	1810	SIT1	0	.	16	.	-1
137080	9	21165636	21166659	5	419	1795;1796	IFNA21	1	.	16	909733;912694;933541;983231	-1
137090	9	841690	969090	5	412	1772;1773	DMRT1	0	.	16	.	1
137094	9	34989638	34998897	5	422	1810	DNAJB5	0	.	16	.	1
137098	9	35808042	35812269	5	422	1810	SPAG8	0	.	16	.	-1
137100	9	34613542	34620520	5	422	1809;1810	DCTN3	0	.	16	380259;380270;380284;380320;2132295;2565942;3371497;5620912;6807878;6811436;8854518	-1
137101	9	35609530	35646807	5	422	1810	CD72	1	.	16	416700	-1
137103	9	35814448	35865515	5	422	1810	TMEM8B	0	.	16	.	1
137106	9	37422663	37436987	5	423	1811;1812	GRHPR	0	.	16	389661	1
137124	9	38392661	38398658	5	423	1813	ALDH1B1	0	.	16	71384	1
137133	9	35812957	35815351	5	422	1810	HINT2	0	.	16	.	-1
137135	9	35658872	35675863	5	422	1810	ARHGEF39	0	.	16	193648;194840;416482	-1
137142	9	38408991	38424444	5	424	1813	IGFBPL1	0	.	16	.	-1
137145	9	19230433	19373543	5	418	1794	DENND4C	0	.	16	8876198	1
137154	9	19375713	19380252	5	418	1794	RPS6	1	482;483;484;485;486;487;488;489	16	72649;72689;72695;72702;72706;72764;156827;156902;166208;192823;975956;975957;1799339;2408557;6790901;6791226;9010553	-1
137161	6	42896930	42907025	5	294	1262	CNPY3	0	.	16	1679131	1
137166	6	41514164	41570122	5	294	1258	FOXP4	1	.	16	.	1
137168	6	36822603	36842800	5	293	1252	PPIL1	0	.	16	72163	-1
137171	6	43008515	43042837	5	294	1262	KLC4	0	.	16	983189;2132295;5625970;6811434	1
137177	6	17759414	17987854	5	287	1228;1229	KIF13A	0	.	16	390471	-1
137185	6	28192664	28201260	5	289	1240	ZSCAN9	0	.	16	.	1
137193	6	37137979	37143202	5	293	1252	PIM1	1	.	16	6785807	1
137198	6	16238811	16295780	5	287	1226;1227	GMPR	0	.	16	74217	1
137200	6	37400995	37450603	5	293	1253	CMTR1	0	.	16	.	1
137203	6	10393419	10419892	5	283	1219	TFAP2A	0	.	16	3232118;8864260;8866904;8866906;8866907;8866910;8866911;8869496	-1
137204	6	43263432	43273276	5	294	1263	SLC22A7	0	.	16	561048	1
137207	6	43479565	43484728	5	294	1263	YIPF3	0	.	16	.	-1
137210	6	10747992	10852986	5	284	1220	TMEM14B	0	.	16	.	1
137216	6	44094651	44123256	5	294	1264	TMEM63B	0	.	16	.	1
137218	6	41737914	41754280	5	294	1259	FRS3	0	.	16	5654693;5654700;5654706;5654712;5673001;9028731	-1
137221	6	43445261	43474294	5	294	1263	TJAP1	0	.	16	.	1
137225	6	44126548	44152139	5	294	1264	CAPN11	0	.	16	1474228	1
137251	6	54172657	54254950	5	297	1277	TINAG	0	.	16	.	1
137252	6	54971258	55147418	5	297	1277;1278	HCRTR2	0	.	16	389397;416476	1
137261	6	24544332	24646383	5	287	1235	KIAA0319	0	.	16	8856825;8856828	-1
137265	6	391739	411447	5	280	1208	IRF4	1	.	16	877300;909733;6785807	1
137266	6	3269196	3457256	5	281	1210	SLC22A23	0	.	16	.	-1
137267	6	3153903	3157760	5	281	1210	TUBB2A	0	.	16	68877;190840;190861;380320;389957;389960;389977;437239;983189;1445148;2132295;2467813;2500257;3371497;5610787;5617833;5620924;5626467;5663220;6807878;6811434;6811436;8852276;8955332	-1
137269	6	53659295	53788919	5	297	1276;1277	LRRC1	0	.	16	.	1
137270	6	52991762	53013627	5	297	1274;1275	GCM1	0	.	16	.	-1
137273	6	1390069	1395832	5	280	1208	FOXF2	0	.	16	.	1
137274	6	3118608	3153812	5	281	1210	BPHL	0	.	16	211945	1
137275	6	3064225	3115421	5	281	1210	RIPK1	1	.	16	69416;75893;140534;168927;933543;937041;1810476;2562578;3295583;3371378;5213460;5218900;5357786;5357905;5357956;5675482;5689880;5689896;9013957	1
137285	6	3224495	3231964	5	281	1210	TUBB2B	0	.	16	68877;190840;190861;380320;389957;389960;389977;437239;983189;1445148;2132295;2467813;2500257;3371497;5610787;5617833;5620924;5626467;5663220;6807878;6811434;6811436;8852276;8955332	-1
137288	6	33662070	33679504	5	292	1248	UQCC2	0	.	16	.	-1
137309	6	34204650	34214008	5	292	1249	HMGA1	1	.	16	162592;164843;175567;177539;180689;180910;2559584	1
137310	6	31126319	31134936	5	290	1244	TCF19	0	.	16	.	1
137312	6	30695486	30710510	5	290	1243	FLOT1	1	.	16	8849932	-1
137331	6	30710976	30712331	5	290	1243	IER3	0	.	16	6811558	-1
137337	6	30667584	30685666	5	290	1243	MDC1	1	.	16	69473;3108214;5693565;5693571;5693607;6796648	-1
137338	6	28249349	28270326	5	289	1240	PGBD1	0	.	16	.	1
137343	6	30594619	30614600	5	290	1243	ATAT1	0	.	16	5617833	1
137364	6	18128542	18155305	5	287	1229	TPMT	1	.	16	156581;5578995	-1
137392	6	35762759	35765121	5	292	1252	CLPS	0	.	16	192456;975634	-1
137393	6	18387581	18469105	5	287	1230	RNF144B	0	.	16	983168	1
137404	6	30655824	30659197	5	290	1243	NRM	0	.	16	.	-1
137409	6	36935917	36954074	5	293	1252	MTCH1	0	.	16	.	-1
137411	6	30876019	30894236	5	290	1243	VARS2	0	.	16	379726	1
137413	6	42018251	42055199	5	294	1259;1260	TAF8	1	.	16	6807505	1
137414	6	17600586	17611950	5	287	1228	FAM8A1	0	.	16	.	1
137434	6	10671651	10695030	5	284	1220	C6orf52	0	.	16	.	-1
137440	4	15937192	15940363	5	192	807	FGFBP1	0	.	16	190377	-1
137441	4	15961866	15970932	5	192	807	FGFBP2	0	.	16	190377	-1
137449	4	15004298	15071777	5	191	806	CPEB2	0	.	16	.	1
137460	4	153857504	153900848	5	225	959	FHDC1	0	.	16	.	1
137462	4	154622652	154626851	5	225	960	TLR2	1	.	16	166058;168179;168188;1236974;1461957;5602498;5603041;5686938;6798695	1
137463	4	140187317	140201492	5	221	943	MGARP	0	.	16	.	-1
137473	4	147627790	147867034	5	223	950	TTC29	0	.	16	.	-1
137474	11	76839310	76926284	5	518	2170;2171	MYO7A	0	.	16	2453902	1
137478	11	72547790	72853306	5	517	2166	FCHSD2	0	.	16	.	-1
137486	11	74975226	75062749	5	517	2169;2170	ARRB1	1	.	16	418555;432720;432722;456926;2122948;5635838;5674135;5689880;6802946;6802948;6802949;6802952;6802955;8856825;8856828	-1
137491	11	74811608	74917594	5	517	2169	SLCO2B1	0	.	16	879518	1
137492	11	76061000	76092015	5	518	2170	THAP12	0	.	16	.	-1
137494	11	82904781	82971736	5	519	2176	ANKRD42	0	.	16	.	1
137496	11	71709587	71716761	5	517	2165	IL18BP	0	.	16	9008059;9012546	1
137497	11	71713910	71791739	5	517	2165	NUMA1	1	.	16	68875;380320	-1
137500	11	82970139	82997450	5	519	2176	CCDC90B	0	.	16	.	-1
137501	11	85405267	85522202	5	519	2180	SYTL2	0	.	16	.	-1
137502	11	82684175	82782965	5	519	2176	RAB30	0	.	16	6811438;8873719	-1
137504	11	85370752	85393951	5	519	2180	CREBZF	0	.	16	.	-1
