#chromosomeIndex	startPos	endPos	tadIndex	cytobandIndices
10	1110000	3160000	1934	455;456
10	3100000	4920000	1935	456;457
10	4840000	6040000	1936	457
10	5960000	6765000	1937	457;458
10	6685000	7590000	1938	458
10	7520000	9400000	1939	458
10	9360000	10840000	1940	458
10	10760000	11525000	1941	458
10	11480000	11880000	1942	458
10	11800000	12760000	1943	458;459
10	12720000	13215000	1944	459
10	13160000	14225000	1945	459
10	14160000	14560000	1946	459
10	14485000	15265000	1947	459
10	15200000	16840000	1948	459
10	16800000	17840000	1949	459;460
10	17760000	18240000	1950	460
10	18200000	18640000	1951	460;461
10	18560000	19640000	1952	460;461;462
10	19520000	20100000	1953	462
10	20040000	21190000	1954	462
10	21120000	22250000	1955	462
10	22200000	22880000	1956	462;463
10	22810000	23440000	1957	463
10	23400000	24240000	1958	463
10	24160000	24880000	1959	463;464
10	24840000	26040000	1960	464
10	26000000	27000000	1961	464
10	26920000	27640000	1962	464
10	27480000	28840000	1963	464
10	28760000	30920000	1964	464;465
10	30860000	32120000	1965	465;466
10	32040000	32720000	1966	466
10	32640000	34950000	1967	466;467
10	34910000	35365000	1968	467
10	35320000	35900000	1969	467
10	35840000	37240000	1970	467
10	37160000	39120000	1971	467;468
10	39040000	40200000	1972	468
10	40200000	40720000	1973	469
10	40680000	42560000	1974	469;470
10	42400000	44000000	1975	470
10	43920000	45520000	1976	470
10	45480000	45760000	1977	470
10	45700000	46360000	1978	470;471
10	46280000	47000000	1979	471
10	46920000	47765000	1980	471
10	47720000	48320000	1981	471
10	48280000	49360000	1982	471
10	49280000	49875000	1983	471
10	49835000	51150000	1984	471;472
10	51000000	52000000	1985	472
10	51920000	52525000	1986	472
10	52450000	54600000	1987	472;473
10	54535000	56800000	1988	473
10	56680000	57480000	1989	473
10	57400000	59080000	1990	473
10	58920000	59480000	1991	473
10	59280000	59940000	1992	473
10	59880000	61000000	1993	473
10	60960000	61840000	1994	473;474
10	61760000	62200000	1995	474
10	62160000	62520000	1996	474
10	62480000	63520000	1997	474
10	63460000	64240000	1998	474
10	64160000	64960000	1999	474;475
10	64920000	65640000	2000	475
10	65600000	66960000	2001	475
10	66700000	68160000	2002	475
10	68000000	68760000	2003	475
10	68680000	69600000	2004	475
10	69560000	70160000	2005	475
10	70110000	70750000	2006	475;476
10	70680000	71960000	2007	476
10	71880000	73080000	2008	476
10	73010000	73640000	2009	476
10	73560000	74160000	2010	476
10	74120000	75000000	2011	476;477
10	74960000	75600000	2012	477
10	75535000	75880000	2013	477
10	75835000	77040000	2014	477
10	77000000	78920000	2015	477;478
10	78880000	79800000	2016	478
10	79720000	81280000	2017	478
10	81200000	82065000	2018	478;479
10	82000000	83640000	2019	479
10	83600000	84565000	2020	479
10	84400000	85960000	2021	479
10	85880000	86360000	2022	479
10	86300000	88450000	2023	479;480
10	88400000	90575000	2024	480;481
10	90320000	91000000	2025	481
10	90960000	92650000	2026	481
10	92600000	93090000	2027	481;482
10	93040000	93775000	2028	482
10	93720000	94320000	2029	482;483
10	94240000	95315000	2030	483
10	95240000	96360000	2031	483
10	96300000	96880000	2032	483
10	96800000	97440000	2033	483;484
10	97360000	98125000	2034	484
10	98080000	99480000	2035	484;485
10	99400000	101480000	2036	485
10	101400000	102040000	2037	485;486
10	101985000	102300000	2038	486
10	102240000	102800000	2039	486
10	102760000	103600000	2040	486;487
10	103535000	103900000	2041	487
10	103840000	104440000	2042	487
10	104400000	105360000	2043	487;488
10	105280000	106160000	2044	488;489
10	106080000	108360000	2045	489
10	108280000	110400000	2046	489
10	110160000	111640000	2047	489
10	111600000	112400000	2048	489;490
10	112350000	112840000	2049	490
10	112760000	114240000	2050	490
10	114200000	115440000	2051	490;491
10	115400000	116040000	2052	491
10	115985000	116920000	2053	491
10	116840000	117440000	2054	491
10	117360000	118360000	2055	491
10	118280000	118990000	2056	491
10	118920000	120360000	2057	491;492
10	120280000	120880000	2058	492
10	120800000	121360000	2059	492
10	121280000	121740000	2060	492;493
10	121680000	122600000	2061	492;493
10	122560000	123760000	2062	493;494
10	123680000	125325000	2063	494
10	125280000	126160000	2064	494
10	126100000	126675000	2065	494
10	126560000	127550000	2066	494;495
10	127480000	128360000	2067	494;495
10	128160000	130000000	2068	495
10	129950000	130720000	2069	495;496
10	130640000	132040000	2070	496
10	131975000	134000000	2071	496
10	133920000	134280000	2072	496
10	134240000	135534747	2073	496
10	135494747	135534747	2074	496
11	1	100000	2075	497
11	40000	825000	2076	497
11	760000	1600000	2077	497
11	1560000	2215000	2078	497
11	2160000	3450000	2079	497;498
11	3400000	4175000	2080	498
11	4120000	5050000	2081	498
11	5010000	5425000	2082	498
11	5385000	6800000	2083	498
11	6720000	8200000	2084	498
11	8135000	8640000	2085	498
11	8600000	9040000	2086	498
11	8960000	9600000	2087	498
11	9525000	10440000	2088	498
11	10400000	10800000	2089	498;499
11	10760000	11960000	2090	499
11	11840000	12360000	2091	499
11	12320000	12975000	2092	499;500
11	12910000	13540000	2093	500
11	13480000	14560000	2094	500
11	14510000	15280000	2095	500
11	15210000	15600000	2096	500
11	15440000	16840000	2097	500;501
11	16760000	17600000	2098	501
11	17520000	18080000	2099	501
11	18000000	18880000	2100	501
11	18800000	19575000	2101	501
11	19535000	19965000	2102	501
11	19920000	20640000	2103	501
11	20560000	22360000	2104	501;502
11	22280000	22880000	2105	502
11	22840000	24640000	2106	502
11	24440000	26340000	2107	502;503
11	26280000	27200000	2108	503
11	27160000	27565000	2109	503;504
11	27520000	28800000	2110	504
11	28720000	29440000	2111	504
11	29400000	30360000	2112	504
11	30310000	31120000	2113	504;505
11	31060000	32400000	2114	505
11	32320000	33880000	2115	505
11	33800000	34525000	2116	505
11	34480000	34950000	2117	505
11	34880000	35515000	2118	505
11	35440000	36600000	2119	505;506
11	36520000	38960000	2120	506
11	38840000	39440000	2121	506
11	39360000	40320000	2122	506
11	40240000	41480000	2123	506
11	41400000	43365000	2124	506
11	43320000	43920000	2125	506;507
11	43840000	44615000	2126	507
11	44560000	44990000	2127	507
11	44920000	45880000	2128	507
11	45840000	46600000	2129	507
11	46400000	47200000	2130	507
11	47160000	47440000	2131	507
11	47400000	48200000	2132	507
11	48135000	49560000	2133	507;508
11	49360000	50120000	2134	508
11	50040000	50840000	2135	508
11	50800000	51160000	2136	508
11	51080000	51600000	2137	508
11	51560000	53160000	2138	508;509
11	53120000	53700000	2139	509
11	53700000	54760000	2140	510
11	54680000	55520000	2141	510
11	55440000	57080000	2142	510;511
11	57035000	57425000	2143	511
11	57385000	58400000	2144	511
11	58320000	58960000	2145	511
11	58885000	59340000	2146	511
11	59260000	60040000	2147	511;512
11	60000000	60600000	2148	512
11	60520000	61015000	2149	512
11	60960000	62680000	2150	512;513
11	62600000	63225000	2151	513
11	63160000	63525000	2152	513;514
11	63485000	63760000	2153	514
11	63710000	64600000	2154	514
11	64525000	65375000	2155	514
11	65320000	66120000	2156	514;515
11	66040000	66490000	2157	515
11	66410000	66840000	2158	515
11	66800000	67600000	2159	515
11	67480000	68840000	2160	515;516
11	68680000	69540000	2161	516
11	69480000	70280000	2162	516
11	70235000	70800000	2163	516;517
11	70680000	71520000	2164	517
11	71460000	72440000	2165	517
11	72385000	73050000	2166	517
11	73000000	73440000	2167	517
11	73360000	74640000	2168	517
11	74585000	75040000	2169	517
11	74960000	76840000	2170	517;518
11	76760000	77400000	2171	518;519
11	77320000	78320000	2172	519
11	78260000	79280000	2173	519
11	79200000	81320000	2174	519
11	81260000	82400000	2175	519
11	82320000	83040000	2176	519
11	83000000	83590000	2177	519
11	83520000	84320000	2178	519
11	84240000	85320000	2179	519
11	85275000	86080000	2180	519;520
11	86025000	86680000	2181	520
11	86610000	87080000	2182	520
11	87040000	88880000	2183	520;521
11	88800000	89480000	2184	521
11	89400000	89880000	2185	521
11	89800000	91040000	2186	521
11	90960000	92960000	2187	521;522
11	92840000	93520000	2188	522
11	93440000	94250000	2189	522
11	94200000	95565000	2190	522
11	95520000	96200000	2191	522
11	96160000	97080000	2192	522
11	96960000	98560000	2193	522;523
11	98400000	98940000	2194	523
11	98880000	99680000	2195	523
11	99640000	100465000	2196	523
11	100400000	100880000	2197	523
11	100800000	101320000	2198	523
11	101240000	103000000	2199	523;524;525
11	102935000	103525000	2200	525
11	103480000	104280000	2201	525
11	104075000	105960000	2202	525
11	105900000	107400000	2203	525
11	107320000	107815000	2204	525
11	107760000	108560000	2205	525
11	108520000	109840000	2206	525
11	109760000	110340000	2207	525
11	110280000	111125000	2208	525;526
11	111040000	111440000	2209	526
11	111400000	111990000	2210	526
11	111920000	113175000	2211	526;527
11	113135000	113760000	2212	527
11	113710000	114240000	2213	527
11	114160000	116600000	2214	527;528
11	116560000	117140000	2215	528
11	117080000	117680000	2216	528
11	117635000	118040000	2217	528
11	117960000	118520000	2218	528
11	118450000	119040000	2219	528
11	118920000	120080000	2220	528
11	120000000	121080000	2221	528
11	121035000	121520000	2222	528;529
11	121480000	122480000	2223	529
11	122425000	122960000	2224	529
11	122910000	123480000	2225	529
11	123400000	123965000	2226	529;530
11	123885000	124520000	2227	529;530
11	124475000	125800000	2228	530
11	125735000	126165000	2229	530
11	126120000	127900000	2230	530;531
11	127800000	128800000	2231	531
11	128720000	129240000	2232	531
11	129185000	129760000	2233	531
11	129685000	130280000	2234	531
11	130200000	130840000	2235	531;532
11	130800000	131590000	2236	532
11	131520000	132125000	2237	532
11	132000000	132965000	2238	532
11	132920000	133800000	2239	532
11	133750000	134120000	2240	532
11	134040000	135006516	2241	532
11	134966516	135006516	2242	532
12	1	80000	2243	533
12	40000	1200000	2244	533
12	1100000	1725000	2245	533
12	1680000	3000000	2246	533
12	2920000	4000000	2247	533;534
12	3950000	4920000	2248	534
12	4840000	6440000	2249	534;535
12	6360000	7075000	2250	535
12	6960000	8640000	2251	535
12	8575000	9490000	2252	535
12	9400000	10360000	2253	535;536
12	10300000	10960000	2254	536
12	10900000	11680000	2255	536
12	11640000	12240000	2256	536
12	12160000	12965000	2257	536;537
12	12920000	13400000	2258	537
12	13360000	14365000	2259	537
12	14320000	14915000	2260	537;538
12	14835000	15440000	2261	538
12	15385000	15680000	2262	538
12	15635000	16150000	2263	538
12	16080000	16550000	2264	538
12	16485000	17040000	2265	538
12	17000000	18280000	2266	538
12	18240000	19880000	2267	538
12	19800000	21000000	2268	538;539
12	20880000	21440000	2269	539;540
12	21360000	22200000	2270	540
12	22160000	22840000	2271	540
12	22760000	24240000	2272	540
12	24200000	25120000	2273	540
12	25040000	26240000	2274	540
12	26200000	27120000	2275	540;541
12	27040000	27600000	2276	541
12	27535000	27890000	2277	541;542
12	27840000	29265000	2278	542
12	29200000	31440000	2279	542;543
12	31400000	32540000	2280	543
12	32480000	32925000	2281	543
12	32880000	34480000	2282	543;544
12	34440000	34915000	2283	544
12	34840000	35800000	2284	544
12	35800000	37880000	2285	545
12	37840000	38480000	2286	545;546
12	38440000	39720000	2287	546
12	39675000	40080000	2288	546
12	40000000	40760000	2289	546
12	40560000	41360000	2290	546
12	41310000	42840000	2291	546
12	42760000	44320000	2292	546
12	44260000	45520000	2293	546
12	45480000	46400000	2294	546
12	46335000	47465000	2295	546;547
12	47400000	48140000	2296	547
12	48080000	49280000	2297	547;548
12	49200000	50000000	2298	548
12	49960000	50765000	2299	548
12	50685000	51165000	2300	548
12	51120000	51815000	2301	548;549
12	51760000	52440000	2302	549
12	52360000	53440000	2303	549
12	53400000	54920000	2304	549;550
12	54850000	55560000	2305	549;550
12	55510000	56125000	2306	550
12	56080000	57075000	2307	550;551
12	57000000	57680000	2308	551
12	57610000	57920000	2309	551
12	57880000	58190000	2310	551;552
12	58120000	59615000	2311	552
12	59560000	60320000	2312	552
12	60200000	60960000	2313	552
12	60880000	62640000	2314	552
12	62600000	63515000	2315	552;553
12	63400000	64200000	2316	553
12	64160000	64800000	2317	553
12	64760000	65160000	2318	553;554
12	65120000	65680000	2319	554
12	65635000	66600000	2320	554
12	66520000	67680000	2321	554
12	67600000	68720000	2322	554;555
12	68600000	69240000	2323	555
12	69185000	69720000	2324	555
12	69650000	70090000	2325	555
12	70000000	71160000	2326	555
12	71080000	71575000	2327	555;556
12	71480000	71800000	2328	555;556
12	71760000	72360000	2329	556
12	72280000	72725000	2330	556
12	72640000	73080000	2331	556
12	72960000	74160000	2332	556
12	74080000	74440000	2333	556
12	74280000	75040000	2334	556
12	74985000	75800000	2335	556;557
12	75720000	76465000	2336	557
12	76410000	77040000	2337	557
12	76960000	78400000	2338	557
12	78350000	79800000	2339	557
12	79760000	80720000	2340	557;558
12	80640000	81240000	2341	558
12	81200000	81840000	2342	558
12	81720000	82800000	2343	558
12	82750000	84280000	2344	558
12	84200000	85280000	2345	558
12	85200000	86325000	2346	558
12	86280000	87300000	2347	558;559
12	87120000	88440000	2348	559
12	88400000	89400000	2349	559;560
12	89360000	89920000	2350	560
12	89880000	90600000	2351	560
12	90520000	91375000	2352	560
12	91320000	93150000	2353	560;561
12	93080000	93840000	2354	561
12	93800000	94560000	2355	561
12	94500000	94950000	2356	561
12	94885000	95450000	2357	561
12	95400000	96000000	2358	561
12	95960000	96440000	2359	561;562
12	96385000	96925000	2360	562
12	96880000	99440000	2361	562
12	99360000	100215000	2362	562
12	100120000	101200000	2363	562
12	101150000	101800000	2364	562;563
12	101735000	102300000	2365	563
12	102235000	103320000	2366	563
12	103250000	104190000	2367	563;564
12	104120000	105560000	2368	564
12	105480000	106760000	2369	564
12	106710000	107520000	2370	564
12	107460000	108090000	2371	564
12	108040000	108960000	2372	564
12	108920000	109880000	2373	564;565
12	109800000	110400000	2374	565
12	110320000	111360000	2375	565
12	111280000	111840000	2376	565;566
12	111760000	112900000	2377	566;567
12	112840000	113640000	2378	567
12	113560000	114400000	2379	567;568
12	114335000	115015000	2380	568
12	114960000	116400000	2381	568
12	116360000	117175000	2382	568;569
12	117110000	117640000	2383	569
12	117600000	118360000	2384	569;570
12	118280000	118825000	2385	570
12	118785000	120760000	2386	570;571
12	120680000	122360000	2387	570;571
12	122280000	122890000	2388	571
12	122680000	123750000	2389	571
12	123685000	124200000	2390	571
12	124125000	124520000	2391	571
12	124460000	124825000	2392	571
12	124785000	125520000	2393	571
12	125440000	127480000	2394	571;572
12	127320000	128720000	2395	572
12	128635000	130540000	2396	572;573
12	130480000	130880000	2397	573
12	130800000	131290000	2398	573
12	131240000	132615000	2399	573
12	132535000	133480000	2400	573
12	133440000	133851895	2401	573
12	133811895	133851895	2402	573
13	1	17900000	2403	574;575;576;577
13	17900000	19120000	2404	578
13	19000000	20200000	2405	578;579
13	20135000	20600000	2406	579
13	20520000	22160000	2407	579
13	22080000	23920000	2408	579;580
13	23860000	24540000	2409	580
13	24480000	24920000	2410	580
13	24840000	26000000	2411	580;581
13	25920000	26725000	2412	581
13	26680000	27520000	2413	581
13	27460000	27925000	2414	581;582
13	27880000	28615000	2415	582
13	28560000	29400000	2416	582;583
13	29320000	30015000	2417	583
13	29960000	30300000	2418	583
13	30260000	30700000	2419	583
13	30640000	31775000	2420	583
13	31720000	32400000	2421	583;584
13	32360000	32960000	2422	584
13	32880000	34365000	2423	584;585
13	34320000	35790000	2424	585;586
13	35720000	36525000	2425	586
13	36480000	37640000	2426	586
13	37575000	38200000	2427	586
13	38160000	39600000	2428	586
13	39550000	40280000	2429	586;587
13	40225000	41665000	2430	587
13	41560000	42900000	2431	587
13	42840000	44480000	2432	587
13	44440000	45080000	2433	587
13	45010000	45600000	2434	587;588
13	45560000	46000000	2435	588;589
13	45920000	47040000	2436	589
13	46985000	47375000	2437	589;590
13	47320000	48640000	2438	590
13	48560000	49880000	2439	590
13	49800000	50240000	2440	590
13	50200000	51760000	2441	590;591
13	51680000	53120000	2442	591
13	53075000	53800000	2443	591
13	53750000	55920000	2444	591;592
13	55840000	57040000	2445	592
13	56720000	58160000	2446	592
13	58080000	59940000	2447	592;593
13	59880000	60400000	2448	593
13	60280000	61080000	2449	593
13	61000000	61960000	2450	593
13	61880000	62600000	2451	593;594
13	62520000	63680000	2452	594
13	63560000	65000000	2453	594
13	64880000	65560000	2454	594
13	65480000	66240000	2455	594;595
13	66160000	68000000	2456	595
13	67920000	68850000	2457	595;596
13	68800000	70120000	2458	596
13	70060000	71175000	2459	596
13	71120000	73360000	2460	596;597
13	73300000	74320000	2461	597
13	74240000	74880000	2462	597
13	74800000	76120000	2463	597;598
13	76000000	77600000	2464	598;599
13	77560000	78360000	2465	599
13	78280000	78700000	2466	599
13	78640000	80000000	2467	599;600
13	79920000	80960000	2468	600
13	80880000	81640000	2469	600
13	81600000	82520000	2470	600
13	82440000	83000000	2471	600
13	82885000	83920000	2472	600
13	83720000	84200000	2473	600
13	84110000	85440000	2474	600
13	85400000	86500000	2475	600
13	86440000	87720000	2476	600;601
13	87680000	87975000	2477	600;601
13	87920000	88360000	2478	601
13	88280000	89960000	2479	601
13	89760000	90440000	2480	601;602
13	90360000	92040000	2481	602
13	91960000	93840000	2482	602
13	93680000	95320000	2483	602;603
13	95240000	96200000	2484	603
13	96135000	96600000	2485	603
13	96520000	97680000	2486	603
13	97640000	98515000	2487	603;604
13	98440000	99100000	2488	604
13	99040000	99800000	2489	604;605
13	99660000	100160000	2490	605
13	100080000	101360000	2491	605
13	101280000	102490000	2492	605;606
13	102410000	103225000	2493	606
13	103160000	103560000	2494	606
13	103510000	104480000	2495	606
13	104400000	105200000	2496	606;607
13	105080000	105920000	2497	607
13	105800000	106680000	2498	607
13	106560000	107280000	2499	607;608
13	107200000	107840000	2500	608
13	107800000	108915000	2501	608
13	108840000	109560000	2502	608
13	109520000	110850000	2503	608;609
13	110800000	112120000	2504	609
13	112040000	113275000	2505	609
13	113200000	113615000	2506	609
13	113560000	114140000	2507	609
13	114060000	114650000	2508	609
13	114610000	115169878	2509	609
13	115129878	115169878	2510	609
14	1	17600000	2511	610;611;612;613
14	17600000	19000000	2512	614
14	18960000	19400000	2513	614;615
14	19320000	20760000	2514	615
14	20700000	21075000	2515	615
14	21035000	22115000	2516	615
14	22010000	23440000	2517	615
14	23360000	24080000	2518	615
14	24010000	24440000	2519	615
14	24385000	24965000	2520	615;616
14	24920000	25720000	2521	616
14	25640000	28040000	2522	616
14	27520000	29160000	2523	616
14	29110000	30040000	2524	616
14	30000000	31040000	2525	616
14	31000000	32760000	2526	616
14	32720000	33040000	2527	616
14	33000000	34300000	2528	616;617
14	34260000	35040000	2529	617
14	34985000	35525000	2530	617;618
14	35480000	36320000	2531	618
14	36280000	37100000	2532	618;619
14	36960000	37720000	2533	619
14	37675000	38240000	2534	619;620
14	38040000	39560000	2535	620
14	39510000	39960000	2536	620
14	39920000	42600000	2537	620
14	42440000	44120000	2538	620;621
14	43800000	45365000	2539	621
14	45320000	45815000	2540	621
14	45760000	46480000	2541	621
14	46440000	46960000	2542	621
14	46880000	47560000	2543	621;622
14	47500000	48360000	2544	622
14	48120000	50080000	2545	622
14	50040000	50600000	2546	622
14	50535000	51000000	2547	622;623
14	50960000	51400000	2548	623
14	51360000	51740000	2549	623
14	51680000	53280000	2550	623
14	53160000	53815000	2551	623
14	53720000	54990000	2552	623;624
14	54900000	55520000	2553	624;625
14	55440000	55900000	2554	624;625
14	55860000	57000000	2555	625
14	56950000	57915000	2556	625
14	57840000	58720000	2557	625;626
14	58640000	59600000	2558	626
14	59535000	60040000	2559	626
14	59960000	61040000	2560	626
14	60840000	61800000	2561	626
14	61750000	62365000	2562	626;627
14	62320000	63865000	2563	627
14	63800000	64280000	2564	627
14	64200000	65480000	2565	627;628
14	65400000	66840000	2566	628
14	66775000	67920000	2567	628;629
14	67840000	69360000	2568	628;629
14	69285000	69640000	2569	629
14	69600000	70240000	2570	629;630
14	70160000	70500000	2571	629;630
14	70460000	71490000	2572	630
14	71410000	72400000	2573	630
14	72320000	73000000	2574	630
14	72935000	73515000	2575	630
14	73440000	74560000	2576	630;631
14	74485000	75320000	2577	631
14	75260000	75575000	2578	631
14	75535000	75775000	2579	631
14	75735000	76160000	2580	631
14	76110000	76520000	2581	631
14	76460000	76840000	2582	631
14	76800000	77320000	2583	631
14	77275000	77640000	2584	631
14	77560000	78320000	2585	631
14	78240000	79320000	2586	631;632
14	79240000	80520000	2587	631;632
14	80440000	81700000	2588	632
14	81610000	82040000	2589	632
14	82000000	82375000	2590	632
14	82280000	83200000	2591	632
14	83040000	83765000	2592	632;633
14	83680000	84480000	2593	633
14	84400000	84960000	2594	633;634
14	84800000	86560000	2595	633;634
14	86480000	87200000	2596	634
14	87120000	88400000	2597	634
14	88360000	89080000	2598	634
14	88960000	90725000	2599	634;635
14	90680000	91320000	2600	635
14	91240000	91920000	2601	635;636
14	91800000	92600000	2602	635;636
14	92520000	93320000	2603	636
14	93275000	93675000	2604	636
14	93600000	94140000	2605	636
14	94060000	94515000	2606	636
14	94400000	96040000	2607	636;637
14	95985000	96480000	2608	637;638
14	96410000	97015000	2609	638
14	96960000	98560000	2610	638
14	98400000	99940000	2611	638
14	99880000	100720000	2612	638
14	100640000	101160000	2613	638
14	101085000	102175000	2614	638;639
14	102120000	102800000	2615	639
14	102760000	103540000	2616	639;640
14	103480000	104040000	2617	640;641
14	103985000	104560000	2618	640;641
14	104500000	105215000	2619	641
14	105160000	105565000	2620	641
14	105510000	106025000	2621	641
14	105960000	107349540	2622	641
14	107309540	107349540	2623	641
15	1	19000000	2624	642;643;644;645
15	19000000	20000000	2625	646
15	19960000	20400000	2626	646
15	20335000	22080000	2627	646;647
15	21960000	22360000	2628	647
15	22240000	22640000	2629	647
15	22600000	23640000	2630	647
15	23560000	25320000	2631	647
15	25000000	26360000	2632	647;648
15	25960000	27165000	2633	648
15	27080000	28600000	2634	648;649
15	28480000	29040000	2635	649
15	28920000	29960000	2636	649
15	29880000	30480000	2637	649;650
15	30400000	31475000	2638	650;651
15	31435000	31920000	2639	651
15	31800000	32920000	2640	651
15	32840000	33320000	2641	651
15	33260000	34325000	2642	651;652
15	34280000	35280000	2643	652
15	35235000	36840000	2644	652
15	36720000	37175000	2645	652
15	37080000	37600000	2646	652
15	37520000	38240000	2647	652
15	38200000	38725000	2648	652
15	38680000	40800000	2649	652;653
15	40720000	41200000	2650	653
15	41160000	41720000	2651	653
15	41640000	42265000	2652	653
15	42200000	42975000	2653	653;654
15	42880000	44120000	2654	654;655
15	44060000	45440000	2655	655;656
15	45360000	45960000	2656	656
15	45885000	47475000	2657	656
15	47400000	48640000	2658	656
15	48600000	49160000	2659	656
15	49080000	50720000	2660	656;657
15	50640000	51800000	2661	657
15	51720000	52520000	2662	657
15	52440000	53080000	2663	657;658
15	53035000	54100000	2664	658
15	54040000	55515000	2665	658
15	55440000	56525000	2666	658
15	56320000	57880000	2667	658
15	57810000	58500000	2668	658
15	58435000	59250000	2669	658;659
15	59200000	60000000	2670	659;660
15	59960000	60800000	2671	660
15	60720000	61440000	2672	660
15	61360000	62190000	2673	660
15	62120000	62615000	2674	660
15	62560000	63120000	2675	660
15	63040000	64490000	2676	660;661
15	64440000	65640000	2677	661
15	65600000	66240000	2678	661
15	66175000	66840000	2679	661
15	66800000	67720000	2680	661;662;663;664
15	67600000	68150000	2681	664
15	68080000	68565000	2682	664
15	68520000	69280000	2683	664
15	69240000	69750000	2684	664
15	69680000	71200000	2685	664
15	71120000	71750000	2686	664
15	71680000	72080000	2687	664
15	72025000	72525000	2688	664
15	72480000	72965000	2689	664;665
15	72920000	73615000	2690	665
15	73535000	74290000	2691	665
15	74225000	74720000	2692	665
15	74640000	75680000	2693	665;666
15	75600000	77240000	2694	666;667
15	77200000	78240000	2695	667
15	78200000	79120000	2696	667;668
15	79040000	79575000	2697	668
15	79525000	80720000	2698	668
15	80675000	81360000	2699	668
15	81280000	82640000	2700	668;669
15	82600000	83200000	2701	669
15	83160000	83715000	2702	669
15	83635000	85080000	2703	669
15	85000000	85800000	2704	669;670
15	85750000	86400000	2705	670
15	86360000	87340000	2706	670
15	87260000	89120000	2707	670;671
15	89000000	90800000	2708	670;671
15	90675000	91560000	2709	671
15	91480000	91825000	2710	671
15	91785000	92650000	2711	671
15	92600000	93600000	2712	671
15	93535000	94920000	2713	671;672
15	94840000	96960000	2714	672
15	96880000	98425000	2715	672
15	98360000	98975000	2716	672;673
15	98920000	99800000	2717	673
15	99760000	100365000	2718	673
15	100320000	101165000	2719	673
15	101120000	101550000	2720	673
15	101510000	101825000	2721	673
15	101785000	102531392	2722	673
15	102491392	102531392	2723	673
16	1	80000	2724	674
16	40000	465000	2725	674
16	385000	1300000	2726	674
16	1235000	2320000	2727	674
16	2240000	2640000	2728	674
16	2560000	3590000	2729	674
16	3520000	4000000	2730	674
16	3950000	4525000	2731	674
16	4475000	5175000	2732	674
16	5120000	6760000	2733	674
16	6680000	8600000	2734	674;675
16	8535000	9250000	2735	675
16	9160000	10320000	2736	675
16	10260000	10600000	2737	675;676
16	10560000	11040000	2738	676
16	11000000	11500000	2739	676
16	11435000	12200000	2740	676
16	12135000	13040000	2741	676;677
16	13000000	14000000	2742	677
16	13960000	14365000	2743	677
16	14310000	14840000	2744	677;678
16	14800000	15480000	2745	678
16	15400000	15920000	2746	678
16	15800000	16600000	2747	678
16	16520000	18340000	2748	678;679
16	18280000	18800000	2749	679
16	18760000	19040000	2750	679
16	18960000	19560000	2751	679
16	19510000	19960000	2752	679
16	19900000	20800000	2753	679
16	20750000	21400000	2754	679;680
16	21360000	22720000	2755	680
16	22625000	23115000	2756	680
16	23035000	23560000	2757	680
16	23480000	24050000	2758	680
16	24010000	24520000	2759	680;681
16	24480000	25280000	2760	681
16	25235000	27175000	2761	681
16	27110000	27600000	2762	681
16	27525000	28800000	2763	681;682
16	28720000	29640000	2764	682
16	29560000	30120000	2765	682
16	30040000	30725000	2766	682
16	30680000	31015000	2767	682
16	30950000	31480000	2768	682
16	31440000	32040000	2769	682
16	31960000	32715000	2770	682
16	32640000	33360000	2771	682
16	33310000	34080000	2772	682
16	34000000	35320000	2773	682;683
16	35280000	36600000	2774	683
16	36600000	46480000	2775	684;685
16	46440000	48320000	2776	685;686
16	48240000	48720000	2777	686
16	48660000	49465000	2778	686
16	49400000	50025000	2779	686
16	49960000	50915000	2780	686
16	50810000	52090000	2781	686
16	52040000	53560000	2782	686;687
16	53480000	55515000	2783	687
16	55440000	55960000	2784	687
16	55920000	56450000	2785	687
16	56400000	57600000	2786	687;688;689
16	57520000	58800000	2787	689
16	58735000	60240000	2788	689
16	60120000	61080000	2789	689
16	60800000	61520000	2790	689
16	61400000	62240000	2791	689
16	62200000	62960000	2792	689
16	62880000	63400000	2793	689
16	63350000	65190000	2794	689
16	65080000	66920000	2795	689;690
16	66760000	67225000	2796	690
16	67185000	67540000	2797	690
16	67485000	68400000	2798	690
16	68320000	68875000	2799	690
16	68835000	69375000	2800	690
16	69320000	70140000	2801	690
16	70000000	72080000	2802	690;691
16	72010000	74440000	2803	691;692;693
16	74360000	75720000	2804	693
16	75640000	77280000	2805	693
16	77240000	77680000	2806	693
16	77640000	78120000	2807	693
16	78050000	81040000	2808	693;694
16	80960000	81840000	2809	694;695
16	81760000	84000000	2810	695
16	83920000	84600000	2811	695;696
16	84520000	85160000	2812	696
16	85080000	85840000	2813	696
16	85785000	86120000	2814	696
16	86050000	86600000	2815	696
16	86560000	87425000	2816	696;697
16	87360000	88080000	2817	697
16	87960000	89340000	2818	697;698
16	89280000	90354753	2819	698
16	90314753	90354753	2820	698
17	1	640000	2821	699
17	585000	965000	2822	699
17	920000	1590000	2823	699
17	1520000	2250000	2824	699
17	2200000	2640000	2825	699
17	2600000	2975000	2826	699
17	2925000	3640000	2827	699;700
17	3560000	4960000	2828	700
17	4800000	6560000	2829	700;701
17	6480000	7160000	2830	700;701
17	7080000	7640000	2831	701
17	7560000	8280000	2832	701
